Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-02-06,21:30,Sudamericana,First stage,Wed,Home,W,1,0,ar Defensa y Just,,,42,,Joel Carli,4-3-3,4-3-3,Esteban Ostojich,Match Report,Leg 1 of 2
2019-02-20,21:30,Sudamericana,First stage,Wed,Away,W,3,0,ar Defensa y Just,,,23,,Gatito Fernández,4-1-4-1,4-3-3,Diego Haro,Match Report,Leg 2 of 2; Botafogo (RJ) won
2019-04-27,16:00,Série A,Matchweek 1,Sat,Away,L,0,2,São Paulo,0.5,1.1,70,26533.0,Joel Carli,4-1-4-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2019-05-02,20:00,Série A,Matchweek 2,Thu,Home,W,3,2,Bahia,1.7,2.6,52,7568.0,Joel Carli,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2019-05-05,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,Fortaleza,1.6,1.0,57,13749.0,Joel Carli,4-1-4-1,4-4-2,Wagner Reway,Match Report,
2019-05-11,16:00,Série A,Matchweek 4,Sat,Away,W,1,0,Fluminense,1.0,2.1,37,24600.0,Joel Carli,4-1-4-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2019-05-19,16:00,Série A,Matchweek 5,Sun,Away,L,0,1,Goiás,0.4,1.7,67,16347.0,Joel Carli,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2019-05-22,18:15,Sudamericana,Second stage,Wed,Away,W,1,0,py Sol de América,,,70,,Joel Carli,4-1-4-1,4-4-2,Germán Delfino,Match Report,Leg 1 of 2
2019-05-25,16:00,Série A,Matchweek 6,Sat,Home,L,0,1,Palmeiras,0.3,2.3,61,33143.0,Gatito Fernández,4-1-4-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2019-05-29,19:15,Sudamericana,Second stage,Wed,Home,W,4,0,py Sol de América,,,56,,Joel Carli,4-1-4-1,4-4-2,Esteban Ostojich,Match Report,Leg 2 of 2; Botafogo (RJ) won
2019-06-02,11:00,Série A,Matchweek 7,Sun,Home,W,1,0,Vasco da Gama,0.6,1.3,55,19503.0,Gatito Fernández,4-1-4-1,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,
2019-06-09,19:00,Série A,Matchweek 8,Sun,Away,W,2,1,CSA,2.2,1.3,60,11602.0,Joel Carli,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2019-06-12,19:15,Série A,Matchweek 9,Wed,Home,L,0,1,Grêmio,0.4,0.8,47,17757.0,Joel Carli,4-1-4-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2019-07-14,16:00,Série A,Matchweek 10,Sun,Away,D,0,0,Cruzeiro,0.4,0.9,57,18012.0,Joel Carli,4-3-3,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2019-07-21,11:00,Série A,Matchweek 11,Sun,Home,L,0,1,Santos,0.4,1.9,51,16248.0,Joel Carli,4-1-4-1,4-3-3,Heber Roberto Lopes,Match Report,
2019-07-24,21:30,Sudamericana,Round of 16,Wed,Home,L,0,1,br Atlético Mineiro,,,53,,Joel Carli,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,Leg 1 of 2
2019-07-28,16:00,Série A,Matchweek 12,Sun,Away,L,2,3,Flamengo,1.3,2.0,39,45622.0,Joel Carli,4-1-4-1,4-4-2,Raphael Claus,Match Report,
2019-07-31,21:30,Sudamericana,Round of 16,Wed,Away,L,0,2,br Atlético Mineiro,,,55,,Gatito Fernández,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,Leg 2 of 2; Atlético Mineiro won
2019-08-04,16:00,Série A,Matchweek 13,Sun,Away,W,2,0,Avaí,1.9,1.3,40,7140.0,Gatito Fernández,4-1-4-1,4-2-3-1,Vinicius Furlan,Match Report,
2019-08-11,16:00,Série A,Matchweek 14,Sun,Home,W,2,1,Ath Paranaense,2.0,2.2,47,7992.0,Joel Carli,4-1-4-1,4-2-3-1,Douglas Marques das Flores,Match Report,
2019-08-17,17:00,Série A,Matchweek 15,Sat,Away,L,0,2,Corinthians,0.4,1.4,57,38882.0,Gatito Fernández,4-3-3,4-1-4-1,Rafael Traci,Match Report,
2019-08-26,20:00,Série A,Matchweek 16,Mon,Home,D,0,0,Chapecoense,1.0,0.8,61,8241.0,Joel Carli,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,
2019-08-31,21:00,Série A,Matchweek 17,Sat,Away,L,2,3,Internacional,0.9,2.4,50,8534.0,Joel Carli,4-1-4-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2019-09-08,16:00,Série A,Matchweek 18,Sun,Home,W,2,1,Atlético Mineiro,1.5,1.8,47,12098.0,Joel Carli,4-1-4-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2019-09-14,21:00,Série A,Matchweek 19,Sat,Away,D,0,0,Ceará,0.1,1.7,59,20906.0,Gatito Fernández,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2019-09-21,11:00,Série A,Matchweek 20,Sat,Home,L,1,2,São Paulo,0.6,1.2,53,18471.0,Gatito Fernández,4-1-4-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2019-09-25,21:30,Série A,Matchweek 21,Wed,Away,L,0,2,Bahia,0.1,2.4,43,19656.0,Gatito Fernández,4-4-1-1,4-1-4-1,Flavio Rodrigues De Souza,Match Report,
2019-09-30,20:00,Série A,Matchweek 22,Mon,Away,L,0,1,Fortaleza,1.1,1.0,54,20884.0,Gatito Fernández,4-1-4-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2019-10-06,16:00,Série A,Matchweek 23,Sun,Home,L,0,1,Fluminense,1.0,1.0,47,12404.0,Joel Carli,4-1-2-1-2◆,4-1-4-1,Rodolpho Toski Marques,Match Report,
2019-10-09,19:15,Série A,Matchweek 24,Wed,Home,W,3,1,Goiás,2.1,1.1,44,5574.0,Diego Cavalieri,4-3-1-2,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,
2019-10-12,21:00,Série A,Matchweek 25,Sat,Away,L,0,1,Palmeiras,0.2,1.6,50,21010.0,Joel Carli,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,
2019-10-16,21:30,Série A,Matchweek 26,Wed,Away,L,1,2,Vasco da Gama,1.1,1.3,63,16604.0,João Paulo Mior,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2019-10-21,20:00,Série A,Matchweek 27,Mon,Home,W,2,1,CSA,1.6,1.1,43,18199.0,João Paulo Mior,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2019-10-27,17:00,Série A,Matchweek 28,Sun,Away,L,0,3,Grêmio,0.5,3.1,48,7608.0,Joel Carli,4-2-3-1,4-2-2-2,Rafael Traci,Match Report,
2019-10-31,21:30,Série A,Matchweek 29,Thu,Home,L,0,2,Cruzeiro,1.7,0.5,56,20690.0,Joel Carli,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
