Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Kanu,br BRA,DF,22.0,35,35,3142.0,34.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.2,1.2,0.7,1.9,16.0,89.0,3.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,Matches
Caio Alexandre,br BRA,MF,20.0,34,33,2731.0,30.3,4.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,4.3,4.3,2.1,6.4,71.0,192.0,88.0,0.13,0.0,0.13,0.13,0.13,0.14,0.07,0.21,0.14,0.21,Matches
Kevin,br BRA,DF,22.0,33,31,2581.0,28.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,5.4,6.1,59.0,158.0,144.0,0.0,0.07,0.07,0.0,0.07,0.03,0.19,0.21,0.03,0.21,Matches
Marcelo,br BRA,DF,24.0,31,30,2605.0,28.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,2.5,2.5,0.4,2.9,18.0,69.0,2.0,0.03,0.03,0.07,0.03,0.07,0.09,0.02,0.1,0.09,0.1,Matches
Victor Luis,br BRA,DF,26.0,26,26,2181.0,24.2,2.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,3.3,0.9,3.6,4.5,54.0,124.0,69.0,0.08,0.04,0.12,0.0,0.04,0.13,0.15,0.28,0.04,0.19,Matches
Diego Cavalieri,br BRA,GK,37.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Nazário,br BRA,"FW,MF",24.0,26,22,1809.0,20.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.6,2.6,2.5,5.0,33.0,105.0,155.0,0.05,0.1,0.15,0.05,0.15,0.13,0.12,0.25,0.13,0.25,Matches
Matheus Babi,br BRA,"FW,MF",22.0,34,21,2219.0,24.7,10.0,1.0,11.0,9.0,1.0,1.0,6.0,0.0,7.8,7.0,2.9,9.9,27.0,34.0,143.0,0.41,0.04,0.45,0.37,0.41,0.32,0.12,0.43,0.28,0.4,Matches
Pedro Raul,br BRA,FW,23.0,25,19,1742.0,19.4,7.0,1.0,8.0,5.0,2.0,2.0,2.0,0.0,8.9,7.3,2.9,10.2,28.0,33.0,114.0,0.36,0.05,0.41,0.26,0.31,0.46,0.15,0.61,0.38,0.53,Matches
Rafael Forster,br BRA,"DF,MF",29.0,22,19,1488.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.6,0.6,0.3,1.0,6.0,56.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
José Welison,br BRA,MF,24.0,17,16,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.7,1.4,10.0,75.0,19.0,0.0,0.07,0.07,0.0,0.07,0.05,0.05,0.1,0.05,0.1,Matches
Keisuke Honda,jp JPN,MF,33.0,18,15,1289.0,14.3,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.2,1.4,1.2,2.6,20.0,93.0,56.0,0.14,0.0,0.14,0.07,0.07,0.15,0.09,0.24,0.1,0.18,Matches
Salomon Kalou,ci CIV,"FW,MF",34.0,25,11,1097.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.3,4.3,1.7,6.0,40.0,52.0,100.0,0.08,0.0,0.08,0.08,0.08,0.35,0.14,0.49,0.35,0.49,Matches
