Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Kanu,br BRA,DF,22.0,34.9,0,16,2,12.5,0.46,0.06,0.0,0.0,13.3,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
Caio Alexandre,br BRA,MF,20.0,30.3,4,44,12,27.3,1.45,0.4,0.09,0.33,20.7,0,0,0,4.3,4.3,0.1,-0.3,-0.3,Matches
Kevin,br BRA,DF,22.0,28.7,0,19,4,21.1,0.66,0.14,0.0,0.0,24.3,3,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Marcelo,br BRA,DF,24.0,28.9,1,21,4,19.0,0.73,0.14,0.05,0.25,10.4,0,0,0,2.5,2.5,0.12,-1.5,-1.5,Matches
Victor Luis,br BRA,DF,26.0,24.2,2,24,6,25.0,0.99,0.25,0.0,0.0,31.0,8,2,3,3.3,0.9,0.04,-1.3,-0.9,Matches
Diego Cavalieri,br BRA,GK,37.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Nazário,br BRA,"FW,MF",24.0,20.1,1,37,9,24.3,1.84,0.45,0.03,0.11,20.7,3,0,0,2.6,2.6,0.07,-1.6,-1.6,Matches
Matheus Babi,br BRA,"FW,MF",22.0,24.7,10,47,19,40.4,1.91,0.77,0.19,0.47,15.5,0,1,1,7.8,7.0,0.15,2.2,2.0,Matches
Pedro Raul,br BRA,FW,23.0,19.4,7,68,25,36.8,3.51,1.29,0.07,0.2,15.8,1,2,2,8.9,7.3,0.11,-1.9,-2.3,Matches
Rafael Forster,br BRA,"DF,MF",29.0,16.5,0,15,1,6.7,0.91,0.06,0.0,0.0,22.4,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
José Welison,br BRA,MF,24.0,13.5,0,18,0,0.0,1.34,0.0,0.0,,29.9,3,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Keisuke Honda,jp JPN,MF,33.0,14.3,2,21,6,28.6,1.47,0.42,0.05,0.17,26.3,4,1,1,2.2,1.4,0.07,-0.2,-0.4,Matches
Salomon Kalou,ci CIV,"FW,MF",34.0,12.2,1,27,8,29.6,2.22,0.66,0.04,0.13,13.5,1,0,0,4.3,4.3,0.16,-3.3,-3.3,Matches
Rhuan Silveira,br BRA,"FW,MF",20.0,10.8,0,20,4,20.0,1.85,0.37,0.0,0.0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
David Sousa,br BRA,DF,18.0,9.5,0,9,2,22.2,0.95,0.21,0.0,0.0,12.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Guilherme Santos,br BRA,"MF,DF",31.0,8.2,0,7,1,14.3,0.86,0.12,0.0,0.0,21.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Gatito Fernández,py PAR,GK,31.0,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Warley,br BRA,"FW,MF",20.0,7.4,1,9,5,55.6,1.22,0.68,0.11,0.2,18.1,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
Diego,br BRA,GK,21.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Nascimento,br BRA,"FW,MF",15.0,6.1,0,13,3,23.1,2.12,0.49,0.0,0.0,16.2,0,0,0,1.5,1.5,0.12,-1.5,-1.5,Matches
Carlos Enrique Renteria,co COL,MF,24.0,5.5,0,5,2,40.0,0.91,0.36,0.0,0.0,22.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Rafael Navarro,br BRA,FW,19.0,4.8,2,15,6,40.0,3.13,1.25,0.13,0.33,15.8,0,0,0,1.1,1.1,0.07,0.9,0.9,Matches
Luis Henrique,br BRA,"FW,MF",18.0,4.5,0,11,7,63.6,2.43,1.55,0.0,0.0,17.5,0,0,0,1.5,1.5,0.14,-1.5,-1.5,Matches
Cesinha,br BRA,MF,19.0,4.3,0,9,3,33.3,2.11,0.7,0.0,0.0,22.9,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Luiz Otavio,br BRA,MF,22.0,6.3,0,8,4,50.0,1.26,0.63,0.0,0.0,30.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Federico Barrandeguy,uy URU,DF,23.0,6.1,0,1,0,0.0,0.16,0.0,0.0,,31.0,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Hugo,br BRA,DF,18.0,5.0,0,4,0,0.0,0.8,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Del Piage,br BRA,MF,19.0,2.7,0,4,0,0.0,1.46,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Marcinho,br BRA,"DF,FW",23.0,3.3,0,1,1,100.0,0.31,0.31,0.0,0.0,32.2,1,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Kelvin,br BRA,FW,26.0,2.7,0,5,1,20.0,1.84,0.37,0.0,0.0,23.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Kayque,br BRA,MF,19.0,2.3,0,4,1,25.0,1.71,0.43,0.0,0.0,25.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Cícero Santos,br BRA,MF,35.0,3.4,0,3,0,0.0,0.89,0.0,0.0,,11.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
