Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Lucas Perri,br BRA,GK,25.0,37.5,1149,911,1132,16,2,2,1149,0,0,,0,,596,3630,2424,0,0,0,2,0,422,0,Matches
Víctor Cuesta,ar ARG,DF,34.0,35.0,2067,241,968,993,116,35,2067,10,4,40.0,6,60.0,1164,5619,2714,10,24,0,18,6,1267,7,Matches
Adryelson,br BRA,DF,24.0,33.3,1898,292,990,878,35,28,1898,0,0,,0,,984,4187,2305,2,3,1,3,1,1143,3,Matches
Marlon Freitas,br BRA,MF,27.0,32.3,2154,107,442,1460,268,19,2154,7,5,71.4,1,14.3,1237,7002,3424,34,33,2,13,3,1464,21,Matches
Carlos Eduardo,br BRA,MF,33.0,29.7,1371,22,116,910,356,59,1371,57,20,35.1,28,49.1,863,4380,1955,35,34,4,47,21,1026,89,Matches
Tchê Tchê,br BRA,"MF,DF",30.0,29.5,1549,33,231,894,443,21,1549,58,32,55.2,17,29.3,1000,5577,2609,45,42,5,40,33,1163,65,Matches
Tiquinho Soares,br BRA,FW,32.0,27.1,987,31,71,511,415,126,980,63,35,55.6,23,36.5,591,2480,925,25,23,6,84,58,775,152,Matches
Júnior Santos,br BRA,FW,28.0,24.0,1142,27,122,478,572,94,1142,159,75,47.2,70,44.0,770,6579,3433,121,87,32,82,45,857,207,Matches
Victor Sá,br BRA,FW,28.0,23.6,1044,16,146,450,459,86,1044,73,32,43.8,32,43.8,622,3996,2048,73,37,34,41,23,718,225,Matches
Leonel Di Plácido,ar ARG,DF,29.0,26.2,1635,76,470,787,404,21,1635,66,33,50.0,23,34.8,781,4050,2275,57,34,8,23,9,827,84,Matches
Fernando Marçal,br BRA,DF,33.0,18.1,1249,61,345,581,339,10,1249,23,10,43.5,11,47.8,563,2419,1222,17,19,1,9,5,631,64,Matches
Hugo,br BRA,DF,21.0,15.5,997,38,248,470,286,14,997,32,14,43.8,16,50.0,450,2487,1490,36,24,2,27,5,506,75,Matches
Luis Henrique,br BRA,"FW,MF",21.0,15.3,785,8,108,343,359,37,785,78,46,59.0,27,34.6,505,4050,1954,59,42,20,34,19,580,146,Matches
Danilo Barbosa,br BRA,"MF,DF",26.0,11.2,611,52,184,362,72,12,611,24,13,54.2,6,25.0,319,1594,758,14,7,2,12,17,362,7,Matches
Gabriel,br BRA,MF,29.0,9.6,664,18,121,403,147,16,664,24,12,50.0,11,45.8,365,1784,789,11,12,1,19,17,452,29,Matches
Rafael,br BRA,DF,32.0,5.4,308,18,97,153,66,2,308,14,12,85.7,2,14.3,126,863,432,12,6,1,6,1,131,4,Matches
Lucas Fernandes,br BRA,MF,25.0,5.3,313,6,45,167,106,13,313,14,5,35.7,5,35.7,179,1235,528,14,8,3,12,5,216,27,Matches
Philipe Sampaio,br BRA,DF,28.0,5.5,371,47,170,196,5,4,371,1,0,0.0,1,100.0,237,1257,722,4,0,0,1,0,249,0,Matches
Gustavo Sauer,br BRA,"FW,MF",29.0,2.9,119,1,12,49,60,5,119,9,7,77.8,1,11.1,74,483,182,5,6,1,7,5,83,18,Matches
Diego Costa,es ESP,FW,34.0,5.7,188,5,12,71,107,28,188,7,2,28.6,4,57.1,105,560,183,9,5,2,13,10,145,42,Matches
Matias Segovia,py PAR,FW,20.0,7.2,437,7,76,190,177,26,437,32,13,40.6,15,46.9,317,2136,1045,44,22,15,25,9,321,74,Matches
Janderson,br BRA,"FW,MF",23.0,4.6,189,4,11,76,108,25,189,22,9,40.9,12,54.5,107,720,327,15,8,5,23,7,125,31,Matches
