Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Paulo Mior,br BRA,MF,27.0,36,36,2955.0,32.8,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.2,2.2,4.3,6.5,44.0,223.0,47.0,0.09,0.06,0.15,0.09,0.15,0.07,0.13,0.2,0.07,0.2,Matches
Gabriel,br BRA,DF,23.0,34,34,3002.0,33.4,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,0.6,2.6,21.0,88.0,3.0,0.03,0.03,0.06,0.03,0.06,0.06,0.02,0.08,0.06,0.08,Matches
Cícero Santos,br BRA,MF,34.0,32,32,2795.0,31.1,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,3.6,3.6,1.6,5.3,21.0,140.0,18.0,0.1,0.03,0.13,0.1,0.13,0.12,0.05,0.17,0.12,0.17,Matches
Gatito Fernández,py PAR,GK,30.0,30,30,2655.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Souza,br BRA,"FW,MF",33.0,32,30,2623.0,29.1,7.0,1.0,8.0,4.0,3.0,3.0,7.0,0.0,7.3,4.9,4.1,9.0,44.0,72.0,143.0,0.24,0.03,0.27,0.14,0.17,0.25,0.14,0.39,0.17,0.31,Matches
Luiz Fernando,br BRA,"MF,FW",22.0,32,27,2114.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,2.4,2.4,1.4,3.7,85.0,47.0,183.0,0.04,0.0,0.04,0.04,0.04,0.1,0.06,0.16,0.1,0.16,Matches
Joel Carli,ar ARG,DF,32.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,0.5,1.0,25.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Marcinho,br BRA,"DF,MF",22.0,25,23,2102.0,23.4,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,3.4,4.5,55.0,58.0,137.0,0.04,0.17,0.21,0.04,0.21,0.05,0.15,0.19,0.05,0.19,Matches
Alex Santana,br BRA,MF,23.0,24,19,1682.0,18.7,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,3.5,3.5,0.8,4.3,46.0,50.0,50.0,0.27,0.05,0.32,0.27,0.32,0.19,0.04,0.23,0.19,0.23,Matches
Fernando Costanza,br BRA,DF,20.0,22,19,1681.0,18.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.2,2.1,34.0,48.0,51.0,0.0,0.05,0.05,0.0,0.05,0.05,0.06,0.11,0.05,0.11,Matches
Gilson,br BRA,DF,32.0,18,18,1507.0,16.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.2,0.2,1.1,1.3,28.0,59.0,55.0,0.0,0.06,0.06,0.0,0.06,0.01,0.07,0.08,0.01,0.08,Matches
Gustavo Bochecha,br BRA,MF,22.0,21,18,1493.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.0,2.0,21.0,104.0,21.0,0.0,0.06,0.06,0.0,0.06,0.07,0.06,0.12,0.07,0.12,Matches
