Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Gatito Fernández,py PAR,GK,33.0,32,32,2809,31.2,37,1.19,125,87,73.6,12,7,13,8,25.0,5,4,1,0,20.0,Matches
Lucas Perri,br BRA,GK,24.0,4,3,341,3.8,3,0.79,12,10,75.0,2,0,1,3,100.0,0,0,0,0,,Matches
Diego,br BRA,GK,23.0,2,2,180,2.0,2,1.0,6,4,66.7,1,1,0,0,0.0,0,0,0,0,,Matches
Douglas Borges,br BRA,GK,31.0,1,1,90,1.0,1,1.0,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.5,38,38,3420,38.0,43,1.13,145,102,73.1,15,8,15,11,28.9,5,4,1,0,20.0,
Opponent Total,,,27.5,38,38,3420,38.0,41,1.08,172,132,78.5,15,8,15,14,36.8,4,4,0,0,0.0,
