Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
3,Atlético Mineiro,38,19,9,10,52,32,20,66,1.74,46.5,40.9,5.5,0.15,33068,Paulinho - 20,Éverson,
4,Flamengo,38,19,9,10,56,42,14,66,1.74,50.4,45.3,5.2,0.14,57486,Pedro - 13,Matheus Cunha,
5,Botafogo (RJ),38,18,10,10,58,37,21,64,1.68,50.1,49.0,1.0,0.03,27290,Tiquinho Soares - 17,Lucas Perri,
6,RB Bragantino,38,17,11,10,49,35,14,62,1.63,57.9,42.8,15.1,0.4,6051,Eduardo Sasha - 11,Cleiton Schwengber,
7,Fluminense,38,16,8,14,51,47,4,56,1.47,49.9,48.6,1.3,0.03,34431,Germán Cano - 10,Fábio,
