Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
13,Atlético Mineiro,38,13,9,16,45,49,-4,48,1.26,59.5,50.3,9.2,0.24,19044,Juan Cazares - 6,Cleiton Schwengber,→ Copa Sudamericana via league finish
14,Fluminense,38,12,10,16,38,46,-8,46,1.21,54.6,53.0,1.6,0.04,21483,Yony González - 6,Muriel Becker,→ Copa Sudamericana via league finish
15,Botafogo (RJ),38,13,4,21,31,45,-14,43,1.13,37.9,62.9,-24.9,-0.66,17425,Diego Souza - 7,Gatito Fernández,
16,Ceará,38,10,9,19,36,41,-5,39,1.03,48.7,53.4,-4.7,-0.12,26742,Thiago Galhardo - 12,Diogo Silva,
17,Cruzeiro,38,7,15,16,27,46,-19,36,0.95,46.5,51.4,-4.8,-0.13,27049,Thiago Neves - 6,Fábio,Relegated
