Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
John,br BRA,GK,27.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,,3,2.06,50.0,25.0,25.0,0.74,-0.51,51.7,31.6,20.1,0.59,0.09,Matches
Luiz Henrique,br BRA,"FW,MF",23.0,35,2533.0,72.0,74.1,28.1,33,74.0,8,2,40.0,1,2.14,36.0,17.0,19.0,0.68,-0.44,39.7,24.0,15.7,0.55,-0.11,Matches
Bastos,ao ANG,DF,32.0,32,2628.0,82.0,76.8,29.2,31,84.0,27,1,16.0,2,2.06,43.0,21.0,22.0,0.75,-0.16,43.8,28.0,15.8,0.54,-0.18,Matches
Marlon Freitas,br BRA,MF,28.0,32,2425.0,76.0,70.9,26.9,28,83.0,15,4,28.0,3,2.22,44.0,15.0,29.0,1.08,0.99,44.0,25.0,19.0,0.7,0.42,Matches
Gregore,br BRA,MF,29.0,33,2220.0,67.0,64.9,24.7,25,83.0,17,8,20.0,3,2.0,35.0,17.0,18.0,0.73,-0.17,38.5,19.8,18.8,0.76,0.51,Matches
Alexander Barboza,ar ARG,DF,28.0,26,2033.0,78.0,59.4,22.6,23,87.0,20,3,11.0,7,2.08,34.0,13.0,21.0,0.93,0.35,38.6,20.1,18.4,0.82,0.58,Matches
Jefferson Savarino,ve VEN,"MF,FW",27.0,28,2009.0,72.0,58.7,22.3,22,83.0,13,6,32.0,0,2.14,35.0,15.0,20.0,0.9,0.26,37.1,20.9,16.2,0.73,0.35,Matches
Tchê Tchê,br BRA,"MF,FW",31.0,28,1570.0,56.0,45.9,17.4,16,80.0,8,12,24.0,6,2.11,28.0,14.0,14.0,0.8,0.02,23.8,15.1,8.7,0.5,-0.15,Matches
Júnior Santos,br BRA,FW,29.0,24,1481.0,62.0,43.3,16.5,16,81.0,8,8,24.0,1,2.04,26.0,13.0,13.0,0.79,0.0,22.2,15.7,6.4,0.39,-0.34,Matches
Cuiabano,br BRA,DF,20.0,23,1476.0,64.0,43.2,16.4,16,79.0,12,7,30.0,5,1.91,28.0,15.0,13.0,0.79,0.01,23.4,14.5,8.9,0.54,-0.07,Matches
Igor Jesus,br BRA,FW,22.0,22,1454.0,66.0,42.5,16.2,16,83.0,8,6,22.0,0,2.09,23.0,10.0,13.0,0.8,0.03,29.3,12.7,16.6,1.03,0.78,Matches
Thiago Almada,ar ARG,"FW,MF",22.0,17,1252.0,74.0,36.6,13.9,16,76.0,5,1,31.0,0,2.12,17.0,7.0,10.0,0.72,-0.11,24.5,11.0,13.6,0.97,0.62,Matches
Lucas Halter,br BRA,DF,23.0,17,1353.0,80.0,39.6,15.0,15,86.0,13,2,34.0,12,1.76,24.0,17.0,7.0,0.47,-0.54,17.7,17.8,-0.1,0.0,-0.97,Matches
Danilo Barbosa,br BRA,MF,27.0,25,1153.0,46.0,33.7,12.8,14,70.0,3,11,16.0,12,2.04,20.0,14.0,6.0,0.47,-0.48,15.9,14.6,1.3,0.1,-0.72,Matches
Tiquinho Soares,br BRA,FW,33.0,28,1349.0,48.0,39.4,15.0,13,76.0,2,15,24.0,1,2.11,25.0,10.0,15.0,1.0,0.35,25.2,12.8,12.4,0.83,0.41,Matches
Damián Suárez,uy URU,DF,35.0,17,1244.0,73.0,36.4,13.8,13,87.0,10,4,30.0,1,2.0,21.0,12.0,9.0,0.65,-0.22,15.3,14.0,1.4,0.1,-0.76,Matches
Mateo Ponte,uy URU,DF,20.0,17,1132.0,67.0,33.1,12.6,13,75.0,6,4,38.0,19,2.24,21.0,12.0,9.0,0.72,-0.11,19.0,11.2,7.8,0.62,0.06,Matches
Fernando Marçal,br BRA,DF,34.0,16,1014.0,63.0,29.6,11.3,11,75.0,4,5,38.0,10,2.19,18.0,8.0,10.0,0.89,0.14,18.5,10.9,7.6,0.67,0.13,Matches
Vitinho,br BRA,"DF,MF",24.0,11,770.0,70.0,22.5,8.6,11,70.0,3,0,,1,2.09,10.0,3.0,7.0,0.82,0.04,13.8,6.8,6.9,0.81,0.29,Matches
Carlos Eduardo,br BRA,"MF,FW",34.0,17,823.0,48.0,24.1,9.1,8,72.0,1,9,27.0,2,2.12,13.0,7.0,6.0,0.66,-0.18,10.3,8.0,2.2,0.24,-0.45,Matches
Alex Telles,br BRA,"DF,MF",31.0,11,650.0,59.0,19.0,7.2,8,75.0,3,3,16.0,1,2.27,9.0,1.0,8.0,1.11,0.39,11.3,5.1,6.2,0.85,0.34,Matches
Óscar Romero,py PAR,"MF,FW",31.0,19,678.0,36.0,19.8,7.5,6,63.0,1,13,23.0,15,1.68,15.0,13.0,2.0,0.27,-0.65,10.9,10.0,0.9,0.12,-0.58,Matches
Adryelson,br BRA,DF,25.0,7,580.0,83.0,17.0,6.4,6,84.0,4,1,79.0,6,2.43,10.0,4.0,6.0,0.93,0.17,10.5,3.6,6.9,1.08,0.6,Matches
Jeffinho,br BRA,"FW,MF",24.0,7,349.0,50.0,10.2,3.9,5,59.0,0,2,28.0,1,1.57,7.0,3.0,4.0,1.03,0.27,7.1,3.5,3.6,0.92,0.38,Matches
Matheus Martins,br BRA,"FW,MF",20.0,14,456.0,33.0,13.3,5.1,4,60.0,0,10,22.0,4,2.21,11.0,3.0,8.0,1.58,0.91,8.8,4.4,4.3,0.86,0.32,Matches
Hugo,br BRA,DF,22.0,9,443.0,49.0,13.0,4.9,4,79.0,3,5,26.0,17,1.44,9.0,6.0,3.0,0.61,-0.21,7.1,5.9,1.2,0.25,-0.39,Matches
Gatito Fernández,py PAR,GK,35.0,4,360.0,90.0,10.5,4.0,4,90.0,4,0,,26,2.0,10.0,5.0,5.0,1.25,0.51,5.7,3.7,2.0,0.5,-0.09,Matches
Allan,br BRA,"MF,DF",33.0,11,313.0,28.0,9.2,3.5,2,60.0,0,9,22.0,10,2.09,5.0,5.0,0.0,0.0,-0.87,4.7,4.6,0.1,0.04,-0.6,Matches
Carlos Alberto,br BRA,FW,21.0,7,212.0,30.0,6.2,2.4,2,81.0,1,5,10.0,6,1.71,8.0,5.0,3.0,1.27,0.52,5.6,3.7,1.9,0.81,0.24,Matches
Kauê,br BRA,"MF,FW",19.0,8,167.0,21.0,4.9,1.9,2,54.0,0,6,10.0,12,2.13,3.0,3.0,0.0,0.0,-0.83,1.8,2.8,-1.0,-0.55,-1.19,Matches
Matheus Nascimento,br BRA,FW,19.0,1,24.0,24.0,0.7,0.3,1,24.0,0,0,,1,3.0,0.0,0.0,0.0,0.0,-0.8,0.2,0.0,0.2,0.81,0.23,Matches
Diego Hernández,uy URU,"FW,MF",23.0,10,207.0,21.0,6.1,2.3,0,,0,10,21.0,6,2.0,5.0,3.0,2.0,0.87,0.09,3.0,3.0,0.0,0.01,-0.61,Matches
Yarlen Augusto,br BRA,MF,17.0,4,79.0,20.0,2.3,0.9,0,,0,4,20.0,14,2.5,2.0,0.0,2.0,2.28,1.52,0.7,0.8,-0.1,-0.07,-0.67,Matches
Patrick de Paula,br BRA,"MF,FW",24.0,4,30.0,8.0,0.9,0.3,0,,0,4,8.0,16,2.5,0.0,1.0,-1.0,-3.0,-3.82,0.1,0.8,-0.6,-2.01,-2.61,Matches
Pablo,br BRA,DF,32.0,1,29.0,29.0,0.8,0.3,0,,0,1,29.0,1,3.0,1.0,0.0,1.0,3.1,2.33,0.1,0.0,0.1,0.51,-0.08,Matches
Fabiano,br BRA,DF,17.0,1,22.0,22.0,0.6,0.2,0,,0,1,22.0,6,1.0,1.0,0.0,1.0,4.09,3.32,0.1,0.3,-0.2,-0.68,-1.27,Matches
Jacob Montes,ni NCA,"FW,MF",25.0,1,19.0,19.0,0.6,0.2,0,,0,1,19.0,4,3.0,1.0,1.0,0.0,0.0,-0.79,0.1,0.2,-0.1,-0.26,-0.84,Matches
Rafael,br BRA,FW,33.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,0,3.0,1.0,0.0,1.0,90.0,89.24,0.2,0.0,0.2,15.2,14.62,Matches
Lucas Barreto,br BRA,GK,21.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Janderson,br BRA,FW,24.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Luis Segovia,ec ECU,DF,26.0,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Raul Steffens,br BRA,GK,26.0,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Squad Total,,,27.9,38,3420.0,90.0,100.0,38.0,418,80.0,233,184,23.0,267,2.08,59.0,29.0,30.0,0.79,,57.3,35.2,22.1,0.58,,
Opponent Total,,,27.7,38,3420.0,90.0,100.0,38.0,418,80.0,236,179,21.0,256,0.66,29.0,59.0,-30.0,-0.79,,35.2,57.3,-22.1,-0.58,,
