Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
John,br BRA,GK,27.0,34.0,1096,828,266,56,0,0,0,0,0,0,0,0,869,2,1,Matches
Luiz Henrique,br BRA,"FW,MF",23.0,28.1,806,794,11,2,3,3,57,3,3,0,0,0,615,1,38,Matches
Bastos,ao ANG,DF,32.0,29.2,1685,1617,66,53,1,2,4,5,0,0,0,0,1530,2,9,Matches
Marlon Freitas,br BRA,MF,28.0,26.9,1819,1726,87,66,10,18,21,7,2,0,1,0,1592,6,32,Matches
Gregore,br BRA,MF,29.0,24.7,1811,1741,65,35,0,4,24,25,0,0,0,0,1615,5,23,Matches
Alexander Barboza,ar ARG,DF,28.0,22.6,1217,1156,56,29,1,3,4,3,0,0,0,0,992,5,3,Matches
Jefferson Savarino,ve VEN,"MF,FW",27.0,22.3,865,780,79,17,9,9,116,1,54,15,33,1,652,6,27,Matches
Tchê Tchê,br BRA,"MF,FW",31.0,17.4,802,768,33,14,2,8,20,10,6,1,4,0,700,1,12,Matches
Júnior Santos,br BRA,FW,29.0,16.5,320,306,11,0,2,1,20,5,0,0,0,0,231,3,13,Matches
Cuiabano,br BRA,DF,20.0,16.4,764,598,165,5,0,2,114,144,16,3,10,0,509,1,29,Matches
Igor Jesus,br BRA,FW,22.0,16.2,323,311,8,1,2,3,6,3,0,0,0,0,231,4,16,Matches
Thiago Almada,ar ARG,"FW,MF",22.0,13.9,892,817,70,16,4,10,57,12,38,25,6,1,751,5,17,Matches
Lucas Halter,br BRA,DF,23.0,15.0,866,840,26,20,1,1,0,0,0,0,0,0,788,0,3,Matches
Danilo Barbosa,br BRA,MF,27.0,12.8,588,565,22,19,0,2,0,0,0,0,0,0,491,1,10,Matches
Tiquinho Soares,br BRA,FW,33.0,15.0,295,273,18,2,4,4,7,4,0,0,0,0,206,4,6,Matches
Damián Suárez,uy URU,DF,35.0,13.8,658,509,147,12,2,10,51,123,12,0,8,0,491,2,19,Matches
Mateo Ponte,uy URU,DF,20.0,12.6,560,448,111,10,0,4,43,101,0,0,0,0,445,1,18,Matches
Fernando Marçal,br BRA,DF,34.0,11.3,676,530,140,17,0,1,53,101,22,2,14,1,527,6,16,Matches
Vitinho,br BRA,"DF,MF",24.0,8.6,381,318,62,5,0,0,33,57,0,0,0,0,296,1,10,Matches
Carlos Eduardo,br BRA,"MF,FW",34.0,9.1,349,330,17,4,3,3,11,4,5,0,5,0,289,2,5,Matches
Alex Telles,br BRA,"DF,MF",31.0,7.2,330,255,74,5,0,2,55,49,20,11,5,1,250,1,8,Matches
Óscar Romero,py PAR,"MF,FW",31.0,7.5,379,328,49,16,4,2,48,6,26,14,9,0,270,2,22,Matches
Adryelson,br BRA,DF,25.0,6.4,404,395,8,4,0,2,1,2,0,0,0,0,370,1,3,Matches
Jeffinho,br BRA,"FW,MF",24.0,3.9,114,112,1,0,2,1,4,0,1,0,0,1,81,1,3,Matches
Matheus Martins,br BRA,"FW,MF",20.0,5.1,137,136,1,0,1,1,19,0,1,1,0,0,107,0,5,Matches
Hugo,br BRA,DF,22.0,4.9,244,192,52,8,1,1,19,37,7,4,3,0,190,0,9,Matches
Gatito Fernández,py PAR,GK,35.0,4.0,125,86,38,10,0,0,0,0,0,0,0,0,92,1,0,Matches
Allan,br BRA,"MF,DF",33.0,3.5,204,192,10,6,0,1,2,2,0,0,0,0,175,2,3,Matches
Carlos Alberto,br BRA,FW,21.0,2.4,23,21,1,0,0,0,2,1,0,0,0,0,17,1,2,Matches
Kauê,br BRA,"MF,FW",19.0,1.9,51,43,7,3,1,1,6,0,4,2,2,0,31,1,2,Matches
Matheus Nascimento,br BRA,FW,19.0,0.3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Diego Hernández,uy URU,"FW,MF",23.0,2.3,95,82,13,1,0,1,16,3,8,2,5,0,74,0,1,Matches
Yarlen Augusto,br BRA,MF,17.0,0.9,12,12,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Patrick de Paula,br BRA,"MF,FW",24.0,0.3,14,13,1,0,0,0,0,0,0,0,0,0,11,0,1,Matches
Pablo,br BRA,DF,32.0,0.3,18,18,0,0,0,0,0,0,0,0,0,0,16,0,0,Matches
Fabiano,br BRA,DF,17.0,0.2,7,6,1,1,0,0,0,0,0,0,0,0,5,0,1,Matches
Jacob Montes,ni NCA,"FW,MF",25.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
Rafael,br BRA,FW,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.9,38.0,18939,17155,1716,437,53,100,813,708,225,80,105,5,15519,68,368,
Opponent Total,,,27.7,38.0,16079,14163,1874,612,29,123,658,692,152,49,69,2,12744,42,295,
