Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Sidão,br BRA,GK,33.0,32,2880.0,90.0,84.2,32.0,32,90.0,32.0,0,,3,1.72,40.0,31.0,9.0,0.28,1.11,Matches
Bruno Silva,br BRA,MF,29.0,31,2697.0,87.0,78.9,30.0,31,87.0,27.0,0,,0,1.55,34.0,35.0,-1.0,-0.03,-0.66,Matches
Neílton,br BRA,"FW,MF",21.0,35,2537.0,72.0,74.2,28.2,29,80.0,14.0,6,37.0,2,1.49,30.0,28.0,2.0,0.07,-0.13,Matches
Emerson Santos,br BRA,"DF,MF",20.0,30,2537.0,85.0,74.2,28.2,28,89.0,27.0,2,19.0,2,1.6,29.0,25.0,4.0,0.14,0.14,Matches
Fernando Camilo Farias,br BRA,"FW,MF",29.0,28,2419.0,86.0,70.7,26.9,28,86.0,23.0,0,,0,1.79,35.0,25.0,10.0,0.37,0.91,Matches
Diogo Barbosa,br BRA,DF,23.0,26,2197.0,85.0,64.2,24.4,25,87.0,23.0,1,16.0,0,1.5,32.0,28.0,4.0,0.16,0.16,Matches
Rodrigo Lindoso,br BRA,MF,26.0,25,1971.0,79.0,57.6,21.9,22,85.0,17.0,3,33.0,1,1.8,26.0,22.0,4.0,0.18,0.18,Matches
Airton,br BRA,"DF,MF",25.0,21,1500.0,71.0,43.9,16.7,21,71.0,8.0,0,,1,1.86,24.0,11.0,13.0,0.78,1.2,Matches
Victor Luis,br BRA,DF,22.0,22,1836.0,83.0,53.7,20.4,20,89.0,17.0,2,28.0,13,1.68,17.0,16.0,1.0,0.05,-0.12,Matches
Emerson,br BRA,DF,32.0,21,1809.0,86.0,52.9,20.1,20,90.0,20.0,1,8.0,11,1.43,22.0,25.0,-3.0,-0.15,-0.54,Matches
Luis Ricardo,br BRA,DF,32.0,20,1791.0,90.0,52.4,19.9,20,90.0,19.0,0,,0,1.45,29.0,27.0,2.0,0.1,-0.01,Matches
Renan Fonseca,br BRA,DF,25.0,17,1530.0,90.0,44.7,17.0,17,90.0,17.0,0,,21,1.35,24.0,23.0,1.0,0.06,-0.08,Matches
