Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
João Paulo Mior,br BRA,MF,27.0,36,2955.0,82.0,86.4,32.8,36,82.0,22.0,0,,0,1.11,26.0,38.0,-12.0,-0.37,0.02,32.7,52.9,-20.2,-0.61,0.31,Matches
Gabriel,br BRA,DF,23.0,34,3002.0,88.0,87.8,33.4,34,88.0,33.0,0,,0,1.09,27.0,40.0,-13.0,-0.39,-0.17,32.6,53.7,-21.2,-0.63,0.18,Matches
Cícero Santos,br BRA,MF,34.0,32,2795.0,87.0,81.7,31.1,32,87.0,24.0,0,,2,1.25,28.0,35.0,-7.0,-0.23,0.78,30.8,52.2,-21.4,-0.69,-0.18,Matches
Gatito Fernández,py PAR,GK,30.0,30,2655.0,89.0,77.6,29.5,30,89.0,29.0,0,,0,1.1,20.0,34.0,-14.0,-0.47,-0.47,27.9,49.2,-21.3,-0.72,-0.29,Matches
Diego Souza,br BRA,"FW,MF",33.0,32,2623.0,82.0,76.7,29.1,30,86.0,23.0,2,27.0,2,1.31,27.0,31.0,-4.0,-0.14,0.99,30.7,45.7,-15.1,-0.52,0.6,Matches
Luiz Fernando,br BRA,"MF,FW",22.0,32,2114.0,66.0,61.8,23.5,27,74.0,8.0,5,24.0,2,1.03,16.0,31.0,-15.0,-0.64,-0.71,20.5,35.9,-15.3,-0.65,0.01,Matches
Joel Carli,ar ARG,DF,32.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,2,1.04,19.0,32.0,-13.0,-0.52,-0.44,25.6,42.4,-16.8,-0.67,-0.05,Matches
Marcinho,br BRA,"DF,MF",22.0,25,2102.0,84.0,61.5,23.4,23,89.0,21.0,2,28.0,5,0.88,20.0,37.0,-17.0,-0.73,-0.93,24.0,39.2,-15.2,-0.65,0.01,Matches
Alex Santana,br BRA,MF,23.0,24,1682.0,70.0,49.2,18.7,19,81.0,11.0,5,28.0,0,1.25,15.0,17.0,-2.0,-0.11,0.51,18.4,31.7,-13.3,-0.71,-0.11,Matches
Fernando Costanza,br BRA,DF,20.0,22,1681.0,76.0,49.2,18.7,19,85.0,16.0,3,19.0,12,1.32,14.0,17.0,-3.0,-0.16,0.41,17.4,30.8,-13.4,-0.72,-0.12,Matches
Gilson,br BRA,DF,32.0,18,1507.0,84.0,44.1,16.7,18,84.0,15.0,0,,2,1.28,16.0,17.0,-1.0,-0.06,0.55,16.9,24.5,-7.6,-0.45,0.37,Matches
Gustavo Bochecha,br BRA,MF,22.0,21,1493.0,71.0,43.7,16.6,18,80.0,9.0,3,16.0,9,1.09,14.0,19.0,-5.0,-0.3,0.12,16.4,23.9,-7.5,-0.45,0.36,Matches
Marcelo,br BRA,DF,23.0,17,1452.0,85.0,42.5,16.1,17,85.0,15.0,0,,12,1.35,14.0,17.0,-3.0,-0.19,0.32,14.8,26.9,-12.1,-0.75,-0.17,Matches
Yuri,br BRA,DF,23.0,17,1084.0,64.0,31.7,12.0,11,85.0,8.0,6,25.0,6,1.29,10.0,16.0,-6.0,-0.5,-0.19,13.7,20.2,-6.5,-0.54,0.17,Matches
Rodrigo Pimpão,br BRA,"MF,FW",31.0,19,1008.0,53.0,29.5,11.2,11,71.0,4.0,8,29.0,1,1.37,16.0,16.0,0.0,0.0,0.52,13.6,17.6,-4.0,-0.35,0.43,Matches
Erik Lima,br BRA,"MF,FW",24.0,10,822.0,82.0,24.0,9.1,10,82.0,4.0,0,,0,1.6,7.0,6.0,1.0,0.11,0.63,7.2,12.9,-5.7,-0.62,0.05,Matches
Leonardo Valencia,cl CHI,"MF,FW",27.0,21,949.0,45.0,27.7,10.5,9,75.0,4.0,12,23.0,13,0.9,6.0,11.0,-5.0,-0.47,-0.15,9.4,17.4,-8.0,-0.76,-0.15,Matches
Diego Cavalieri,br BRA,GK,36.0,9,765.0,85.0,22.4,8.5,8,90.0,8.0,1,45.0,29,1.11,11.0,11.0,0.0,0.0,0.47,10.1,13.7,-3.7,-0.43,0.29,Matches
Igor Cássio,br BRA,"FW,MF",20.0,12,634.0,53.0,18.5,7.0,6,74.0,2.0,6,31.0,12,1.0,5.0,10.0,-5.0,-0.71,-0.42,8.3,15.1,-6.9,-0.97,-0.39,Matches
Rhuan Silveira,br BRA,"MF,FW",19.0,10,597.0,60.0,17.5,6.6,6,85.0,5.0,4,22.0,6,1.1,4.0,4.0,0.0,0.0,0.45,6.6,11.8,-5.2,-0.79,-0.16,Matches
Victor Rangel,br BRA,FW,28.0,14,556.0,40.0,16.3,6.2,6,71.0,2.0,8,16.0,10,0.57,4.0,9.0,-5.0,-0.81,-0.53,5.5,10.3,-4.8,-0.78,-0.14,Matches
Lucas Barros,br BRA,DF,19.0,12,558.0,47.0,16.3,6.2,5,84.0,3.0,7,20.0,16,0.67,3.0,8.0,-5.0,-0.81,-0.52,5.3,13.1,-7.8,-1.26,-0.72,Matches
Jonathan,br BRA,DF,20.0,5,368.0,74.0,10.8,4.1,4,87.0,3.0,1,19.0,6,0.6,3.0,7.0,-4.0,-0.98,-0.68,3.3,7.7,-4.4,-1.07,-0.46,Matches
Lucas Campos,br BRA,"FW,MF",21.0,10,372.0,37.0,10.9,4.1,3,53.0,0.0,7,30.0,14,1.1,4.0,5.0,-1.0,-0.24,0.14,6.5,5.9,0.6,0.15,0.91,Matches
Vinicius Tanque,br BRA,FW,23.0,11,356.0,32.0,10.4,4.0,3,83.0,2.0,8,13.0,11,0.91,2.0,8.0,-6.0,-1.52,-1.28,4.2,8.2,-3.9,-1.0,-0.38,Matches
Rickson,br BRA,"MF,DF",20.0,6,231.0,39.0,6.8,2.6,2,92.0,2.0,4,12.0,25,2.0,3.0,2.0,1.0,0.39,0.81,3.2,2.8,0.3,0.13,0.84,Matches
Wenderson,br BRA,MF,20.0,4,166.0,42.0,4.9,1.8,2,74.0,1.0,2,9.0,21,0.25,1.0,5.0,-4.0,-2.17,-1.89,1.8,4.3,-2.5,-1.38,-0.76,Matches
Jean,br BRA,MF,24.0,8,182.0,23.0,5.3,2.0,1,97.0,1.0,7,12.0,15,2.0,2.0,3.0,-1.0,-0.49,-0.13,2.9,5.1,-2.2,-1.11,-0.48,Matches
Luis Henrique,br BRA,"FW,MF",17.0,2,124.0,62.0,3.6,1.4,1,91.0,1.0,1,33.0,2,0.5,1.0,2.0,-1.0,-0.73,-0.37,2.0,3.9,-1.9,-1.39,-0.76,Matches
Alan Santos,br BRA,MF,27.0,4,116.0,29.0,3.4,1.3,1,85.0,0.0,3,10.0,22,1.5,0.0,2.0,-2.0,-1.55,-1.22,0.3,2.2,-1.9,-1.44,-0.81,Matches
Marcos Vinícius,br BRA,MF,24.0,5,110.0,22.0,3.2,1.2,1,46.0,0.0,4,16.0,9,0.4,1.0,0.0,1.0,0.82,1.23,1.7,1.8,-0.1,-0.09,0.58,Matches
Kanu,br BRA,DF,21.0,3,136.0,45.0,4.0,1.5,0,,0.0,3,45.0,21,2.0,2.0,1.0,1.0,0.66,1.07,2.9,2.7,0.2,0.15,0.84,Matches
Gustavo Ferrareis,br BRA,MF,23.0,2,59.0,30.0,1.7,0.7,0,,0.0,2,29.0,2,0.0,0.0,2.0,-2.0,-3.05,-2.73,0.2,2.1,-1.9,-2.84,-2.22,Matches
Caio Alexandre,br BRA,MF,19.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,,Matches
Helerson,br BRA,DF,21.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Victor Lindemberg,br BRA,DF,21.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Pachu,br BRA,FW,22.0,0,,,,,0,,0.0,0,,14,,,,,,,,,,,,Matches
Saulo,br BRA,GK,23.0,0,,,,,0,,0.0,0,,8,,,,,,,,,,,,Matches
Squad Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,84.0,,114,22.0,318,1.13,31.0,45.0,-14.0,-0.37,,37.9,62.9,-24.9,-0.66,,
Opponent Total,,,27.5,38,3420.0,90.0,100.0,38.0,418,84.0,,112,22.0,318,1.76,45.0,31.0,14.0,0.37,,62.9,37.9,24.9,0.66,,
