Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Chayene Santos,br BRA,"MF,FW",31.0,12,6,582.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.4,14.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.22,0.13,0.22,Matches
Matheus Nascimento,br BRA,"FW,MF",17.0,23,4,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,0.5,2.1,7.0,9.0,47.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.3,0.22,0.3,Matches
Diego Gonçalves,br BRA,FW,27.0,10,4,423.0,4.7,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.2,0.7,0.5,1.2,15.0,11.0,59.0,0.43,0.0,0.43,0.0,0.0,0.47,0.11,0.58,0.14,0.24,Matches
Joel Carli,ar ARG,DF,35.0,5,4,365.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.1,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.25,0.11,0.16,0.27,0.11,0.27,Matches
Gustavo Sauer,br BRA,"FW,MF",28.0,9,4,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,5.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.26,0.09,0.26,Matches
Del Piage,br BRA,MF,21.0,14,3,509.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,6.0,17.0,9.0,0.18,0.0,0.18,0.18,0.18,0.09,0.04,0.13,0.09,0.13,Matches
Lucas Perri,br BRA,GK,24.0,4,3,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kayque,br BRA,MF,21.0,6,3,278.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,6.0,15.0,3.0,0.32,0.0,0.32,0.32,0.32,0.19,0.14,0.32,0.19,0.32,Matches
Rafael,br BRA,DF,31.0,7,3,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,8.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches
Lucas Mezenga,br BRA,DF,20.0,4,2,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
Diego,br BRA,GK,23.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Henrique,br BRA,"FW,MF",20.0,10,1,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,8.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches
Danilo Barbosa,br BRA,MF,25.0,6,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,Matches
Willian Klaus,br BRA,DF,28.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas Borges,br BRA,GK,31.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
DG,br BRA,DF,20.0,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Jonathan,br BRA,DF,23.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Jacob Montes,ni NCA,MF,23.0,3,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches
Barreto,br BRA,MF,26.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Cruz,br BRA,"FW,DF",20.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rikelmi,br BRA,DF,20.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Breno,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Igo Gabriel,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Niko Hämäläinen,fi FIN,"DF,MF",24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kawan,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.5,38,418,3420.0,38.0,40.0,21.0,61.0,36.0,4.0,4.0,97.0,4.0,40.8,38.2,30.5,68.7,626.0,1299.0,1284.0,1.05,0.55,1.61,0.95,1.5,1.07,0.8,1.88,1.0,1.81,
Opponent Total,,,27.5,38,418,3420.0,38.0,42.0,25.0,67.0,38.0,4.0,5.0,103.0,7.0,50.4,46.6,36.1,82.7,568.0,1447.0,1438.0,1.11,0.66,1.76,1.0,1.66,1.33,0.95,2.28,1.23,2.18,
