Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Gatito Fernández,py PAR,GK,33.0,32,32,2809.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,33.0,29,28,2569.0,28.5,4.0,2.0,6.0,4.0,0.0,0.0,8.0,0.0,2.0,2.0,0.7,2.7,10.0,78.0,5.0,0.14,0.07,0.21,0.14,0.21,0.07,0.03,0.09,0.07,0.09,Matches
Tchê Tchê,br BRA,MF,29.0,29,28,2314.0,25.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.6,2.0,27.0,108.0,15.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.08,0.05,0.08,Matches
Daniel Borges,br BRA,DF,28.0,26,22,1868.0,20.8,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,3.1,3.8,31.0,90.0,51.0,0.05,0.14,0.19,0.05,0.19,0.03,0.15,0.18,0.03,0.18,Matches
Renzo Saravia,ar ARG,"DF,MF",28.0,25,22,1814.0,20.2,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,1.2,1.2,0.7,1.9,57.0,77.0,50.0,0.0,0.1,0.1,0.0,0.1,0.06,0.03,0.09,0.06,0.09,Matches
Victor Sá,br BRA,FW,27.0,27,21,1832.0,20.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,2.2,3.9,51.0,48.0,200.0,0.1,0.0,0.1,0.1,0.1,0.08,0.11,0.19,0.08,0.19,Matches
Lucas Fernandes,br BRA,MF,24.0,24,20,1677.0,18.6,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,3.0,4.4,67.0,141.0,63.0,0.11,0.16,0.27,0.11,0.27,0.08,0.16,0.24,0.08,0.24,Matches
Jeffinho,br BRA,FW,22.0,24,18,1604.0,17.8,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,4.1,4.1,1.3,5.4,79.0,57.0,129.0,0.11,0.17,0.28,0.11,0.28,0.23,0.07,0.3,0.23,0.3,Matches
Fernando Marçal,br BRA,DF,32.0,18,18,1542.0,17.1,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.3,0.3,3.7,4.0,34.0,68.0,65.0,0.06,0.12,0.18,0.06,0.18,0.01,0.22,0.23,0.01,0.23,Matches
Erison,br BRA,FW,22.0,20,17,1483.0,16.5,7.0,1.0,8.0,6.0,1.0,1.0,2.0,0.0,4.7,4.5,1.3,5.7,29.0,15.0,90.0,0.42,0.06,0.49,0.36,0.42,0.29,0.08,0.36,0.27,0.35,Matches
Kanu,br BRA,DF,24.0,19,16,1447.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,0.5,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Adryelson,br BRA,DF,23.0,17,16,1446.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.3,1.6,3.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches
Tiquinho Soares,br BRA,FW,31.0,14,14,1236.0,13.7,6.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,5.4,4.6,1.1,5.7,18.0,28.0,89.0,0.44,0.15,0.58,0.36,0.51,0.39,0.08,0.47,0.34,0.42,Matches
Philipe Sampaio,br BRA,DF,27.0,16,14,1126.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.3,0.3,0.0,0.3,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Luis Oyama,br BRA,MF,25.0,16,14,1081.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,18.0,73.0,17.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Matches
Júnior Santos,br BRA,"FW,MF",27.0,15,14,1071.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.0,2.9,29.0,20.0,70.0,0.08,0.08,0.17,0.08,0.17,0.16,0.08,0.24,0.16,0.24,Matches
Carlos Eduardo,br BRA,MF,32.0,14,13,1101.0,12.2,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.6,2.6,2.9,5.5,22.0,69.0,42.0,0.25,0.08,0.33,0.25,0.33,0.21,0.23,0.45,0.21,0.45,Matches
Patrick de Paula,br BRA,MF,22.0,18,12,1019.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.2,0.8,7.0,47.0,18.0,0.09,0.0,0.09,0.09,0.09,0.06,0.02,0.07,0.06,0.07,Matches
Hugo,br BRA,"DF,MF",20.0,16,10,1101.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.9,0.9,0.9,1.8,40.0,59.0,49.0,0.08,0.0,0.08,0.08,0.08,0.07,0.07,0.15,0.07,0.15,Matches
Vinícius,br BRA,FW,22.0,16,9,870.0,9.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.8,2.8,14.0,21.0,57.0,0.21,0.0,0.21,0.21,0.21,0.21,0.08,0.29,0.21,0.29,Matches
Lucas Piazon,br BRA,"FW,MF",28.0,17,8,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,12.0,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches
Gabriel,br BRA,MF,28.0,14,8,746.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.5,1.5,7.0,58.0,17.0,0.24,0.0,0.24,0.24,0.24,0.12,0.06,0.18,0.12,0.18,Matches
