Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Igor Rabello,br BRA,DF,22.0,37.0,2,23,6,26.1,0.62,0.16,0.09,0.33,,0,0,Matches
Rodrigo Lindoso,br BRA,MF,28.0,31.2,6,41,13,31.7,1.32,0.42,0.1,0.31,,2,3,Matches
Marcinho,br BRA,"DF,MF",21.0,31.1,1,32,8,25.0,1.03,0.26,0.03,0.13,,0,0,Matches
Joel Carli,ar ARG,DF,31.0,28.7,1,18,3,16.7,0.63,0.1,0.06,0.33,,0,0,Matches
Matheus Fernandes,br BRA,MF,19.0,27.3,0,34,6,17.6,1.25,0.22,0.0,0.0,,0,0,Matches
Luiz Fernando,br BRA,"FW,MF",21.0,24.5,3,42,14,33.3,1.71,0.57,0.07,0.21,,0,0,Matches
Leonardo Valencia,cl CHI,"FW,MF",26.0,23.3,3,78,25,32.1,3.35,1.07,0.04,0.12,,0,0,Matches
Moisés,br BRA,DF,22.0,24.0,0,17,7,41.2,0.71,0.29,0.0,0.0,,0,0,Matches
Kieza,br BRA,FW,31.0,20.6,7,44,21,47.7,2.13,1.02,0.16,0.33,,0,0,Matches
Saulo,br BRA,GK,22.0,16.8,0,0,0,,0.0,0.0,,,,0,0,Matches
Brenner Marlos,br BRA,FW,23.0,15.3,3,20,9,45.0,1.3,0.59,0.1,0.22,,1,1,Matches
Erik Lima,br BRA,"FW,MF",23.0,14.7,5,24,12,50.0,1.63,0.82,0.21,0.42,,0,0,Matches
Gustavo Bochecha,br BRA,MF,21.0,13.0,0,14,2,14.3,1.08,0.15,0.0,0.0,,0,0,Matches
Gilson,br BRA,DF,31.0,14.0,1,6,2,33.3,0.43,0.14,0.17,0.5,,0,0,Matches
Rodrigo Pimpão,br BRA,"FW,MF",30.0,15.8,1,31,7,22.6,1.96,0.44,0.03,0.14,,0,0,Matches
Jefferson,br BRA,GK,35.0,12.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Jean,br BRA,MF,23.0,10.3,1,10,1,10.0,0.97,0.1,0.1,1.0,,0,0,Matches
Gatito Fernández,py PAR,GK,29.0,8.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Marcelo,br BRA,DF,22.0,7.6,0,5,1,20.0,0.66,0.13,0.0,0.0,,0,0,Matches
Renatinho,br BRA,MF,26.0,7.2,0,14,5,35.7,1.94,0.69,0.0,0.0,,0,0,Matches
Rodrigo Aguirre,uy URU,FW,23.0,8.3,1,24,7,29.2,2.89,0.84,0.04,0.14,,0,0,Matches
Luis Ricardo,br BRA,DF,34.0,6.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Yago,br BRA,DF,25.0,4.3,0,0,0,,0.0,0.0,,,,0,0,Matches
João Pedro Heinen,br BRA,MF,21.0,2.9,0,1,1,100.0,0.35,0.35,0.0,0.0,,0,0,Matches
Marcos Vinícius,br BRA,MF,23.0,2.8,0,6,0,0.0,2.14,0.0,0.0,,,0,0,Matches
Yuri,br BRA,DF,22.0,1.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Ezequiel,br BRA,"FW,MF",19.0,2.2,0,4,1,25.0,1.81,0.45,0.0,0.0,,0,0,Matches
Diego,br BRA,GK,19.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Dudu Cearense,br BRA,MF,34.0,0.9,0,1,0,0.0,1.1,0.0,0.0,,,0,0,Matches
Leandro Carvalho,br BRA,"FW,MF",22.0,0.7,0,1,0,0.0,1.43,0.0,0.0,,,0,0,Matches
Marcelo Santos,br BRA,MF,23.0,1.3,0,2,0,0.0,1.53,0.0,0.0,,,0,0,Matches
Pachu,br BRA,FW,21.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
João Paulo Mior,br BRA,MF,26.0,0.5,0,2,0,0.0,4.19,0.0,0.0,,,0,0,Matches
Leandrinho,br BRA,MF,21.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,25.5,38.0,35,494,151,30.6,13.0,3.97,0.06,0.21,,3,4,
Opponent Total,,,27.3,38.0,45,511,170,33.3,13.45,4.47,0.08,0.24,,4,6,
