Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Kanu,br BRA,DF,22.0,34.9,1523,1697,89.7,31187,11387,427,455,93.8,884,949,93.2,202,268,75.4,1,0.7,1.1,0.3,6,71,4,2,89,Matches
Caio Alexandre,br BRA,MF,20.0,30.3,1281,1522,84.2,23720,7827,530,577,91.9,581,655,88.7,152,241,63.1,0,2.1,2.9,-2.1,29,175,32,3,192,Matches
Kevin,br BRA,DF,22.0,28.7,1314,1798,73.1,25314,10067,527,606,87.0,588,750,78.4,182,369,49.3,2,5.4,4.3,-3.4,52,117,43,25,158,Matches
Marcelo,br BRA,DF,24.0,28.9,1232,1376,89.5,25505,8931,313,343,91.3,764,809,94.4,150,208,72.1,1,0.4,0.6,0.6,6,75,6,2,69,Matches
Victor Luis,br BRA,DF,26.0,24.2,1068,1326,80.5,18420,6632,516,583,88.5,439,511,85.9,99,182,54.4,1,3.6,3.4,-2.6,37,109,22,11,124,Matches
Diego Cavalieri,br BRA,GK,37.0,22.0,405,554,73.1,12978,9955,56,56,100.0,162,163,99.4,184,331,55.6,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Bruno Nazário,br BRA,"FW,MF",24.0,20.1,584,809,72.2,9595,2891,288,338,85.2,219,288,76.0,53,119,44.5,2,2.5,2.3,-0.5,39,74,27,5,105,Matches
Matheus Babi,br BRA,"FW,MF",22.0,24.7,311,474,65.6,4151,839,197,248,79.4,87,132,65.9,8,28,28.6,1,2.9,1.7,-1.9,24,21,4,0,34,Matches
Pedro Raul,br BRA,FW,23.0,19.4,297,438,67.8,4177,939,188,246,76.4,88,132,66.7,11,17,64.7,1,2.9,1.3,-1.9,16,27,7,0,33,Matches
Rafael Forster,br BRA,"DF,MF",29.0,16.5,633,790,80.1,13705,5288,202,236,85.6,294,336,87.5,132,196,67.3,0,0.3,0.6,-0.3,9,67,7,3,56,Matches
José Welison,br BRA,MF,24.0,13.5,520,613,84.8,9313,3099,234,258,90.7,228,250,91.2,50,81,61.7,1,0.7,0.7,0.3,12,65,13,7,75,Matches
Keisuke Honda,jp JPN,MF,33.0,14.3,621,739,84.0,10054,2817,313,341,91.8,245,286,85.7,42,72,58.3,0,1.2,1.1,-1.2,27,73,13,1,93,Matches
Salomon Kalou,ci CIV,"FW,MF",34.0,12.2,261,347,75.2,3637,1183,164,192,85.4,79,117,67.5,11,15,73.3,0,1.7,1.8,-1.7,16,34,16,2,52,Matches
Rhuan Silveira,br BRA,"FW,MF",20.0,10.8,162,215,75.3,2606,737,81,92,88.0,59,71,83.1,13,28,46.4,1,2.0,0.8,-1.0,12,10,11,1,27,Matches
David Sousa,br BRA,DF,18.0,9.5,421,478,88.1,7877,2735,159,169,94.1,225,243,92.6,34,56,60.7,0,0.1,0.1,-0.1,3,31,2,0,24,Matches
Guilherme Santos,br BRA,"MF,DF",31.0,8.2,235,311,75.6,4053,1530,102,118,86.4,107,143,74.8,20,32,62.5,1,0.3,0.5,0.7,7,22,7,2,36,Matches
Gatito Fernández,py PAR,GK,31.0,8.0,169,235,71.9,4873,3764,30,30,100.0,71,73,97.3,65,127,51.2,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Warley,br BRA,"FW,MF",20.0,7.4,176,207,85.0,2708,569,97,104,93.3,65,75,86.7,10,16,62.5,1,0.7,1.0,0.3,6,13,7,3,18,Matches
Diego,br BRA,GK,21.0,7.0,115,152,75.7,2353,1753,44,44,100.0,53,54,98.1,16,50,32.0,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
Matheus Nascimento,br BRA,"FW,MF",15.0,6.1,68,100,68.0,1008,277,41,51,80.4,19,30,63.3,5,7,71.4,1,0.3,0.4,0.7,9,8,6,1,11,Matches
Carlos Enrique Renteria,co COL,MF,24.0,5.5,130,156,83.3,2059,706,66,71,93.0,56,69,81.2,6,10,60.0,0,0.7,0.7,-0.7,1,10,0,0,16,Matches
Rafael Navarro,br BRA,FW,19.0,4.8,54,71,76.1,641,114,31,37,83.8,16,21,76.2,0,2,0.0,0,0.1,0.4,-0.1,3,3,1,0,3,Matches
Luis Henrique,br BRA,"FW,MF",18.0,4.5,78,122,63.9,1211,377,42,53,79.2,27,46,58.7,5,13,38.5,0,0.4,0.4,-0.4,7,6,6,2,9,Matches
Cesinha,br BRA,MF,19.0,4.3,198,242,81.8,3470,933,90,102,88.2,74,89,83.1,26,36,72.2,1,0.8,0.8,0.2,10,26,4,3,27,Matches
Luiz Otavio,br BRA,MF,22.0,6.3,297,333,89.2,5420,1439,125,130,96.2,125,134,93.3,40,51,78.4,0,0.3,0.5,-0.3,4,29,1,1,31,Matches
Federico Barrandeguy,uy URU,DF,23.0,6.1,266,350,76.0,4856,1601,104,123,84.6,136,167,81.4,24,48,50.0,0,0.3,0.4,-0.3,5,14,2,2,18,Matches
Hugo,br BRA,DF,18.0,5.0,174,246,70.7,2751,1137,100,118,84.7,55,81,67.9,15,31,48.4,0,0.2,0.4,-0.2,4,18,7,6,12,Matches
Del Piage,br BRA,MF,19.0,2.7,84,96,87.5,1357,390,47,49,95.9,30,35,85.7,6,7,85.7,0,0.1,0.1,-0.1,2,8,0,0,14,Matches
Marcinho,br BRA,"DF,FW",23.0,3.3,117,169,69.2,2657,828,34,40,85.0,55,65,84.6,27,54,50.0,1,0.4,0.3,0.6,1,6,5,2,9,Matches
Kelvin,br BRA,FW,26.0,2.7,63,88,71.6,917,189,37,44,84.1,24,34,70.6,1,5,20.0,0,0.0,0.2,0.0,0,3,0,0,8,Matches
Kayque,br BRA,MF,19.0,2.3,82,96,85.4,1264,370,47,51,92.2,28,30,93.3,4,8,50.0,0,0.1,0.1,-0.1,2,8,0,0,9,Matches
