Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
John,br BRA,GK,27.0,34.0,3,0,0,1,3,0,0,0,0,0,0,0,41,7,0,100.0,Matches
Luiz Henrique,br BRA,"FW,MF",23.0,28.1,3,0,0,37,71,9,57,11,30,3,0,0,110,25,40,38.5,Matches
Bastos,ao ANG,DF,32.0,29.2,6,0,0,35,7,2,4,31,26,0,1,0,117,55,26,67.9,Matches
Marlon Freitas,br BRA,MF,28.0,26.9,6,0,0,23,7,1,21,20,27,0,0,0,115,12,20,37.5,Matches
Gregore,br BRA,MF,29.0,24.7,9,0,0,91,16,1,24,33,65,1,0,0,152,69,47,59.5,Matches
Alexander Barboza,ar ARG,DF,28.0,22.6,11,2,1,41,5,1,4,30,16,0,1,0,106,78,35,69.0,Matches
Jefferson Savarino,ve VEN,"MF,FW",27.0,22.3,3,0,0,9,6,6,116,2,2,0,0,0,79,3,8,27.3,Matches
Tchê Tchê,br BRA,"MF,FW",31.0,17.4,2,1,0,14,16,0,20,6,9,0,0,0,75,6,20,23.1,Matches
Júnior Santos,br BRA,FW,29.0,16.5,2,0,0,17,16,20,20,2,8,0,0,0,52,28,30,48.3,Matches
Cuiabano,br BRA,DF,20.0,16.4,5,0,0,31,24,0,114,23,34,0,1,0,64,28,21,57.1,Matches
Igor Jesus,br BRA,FW,22.0,16.2,2,0,0,22,43,10,6,2,7,0,0,0,48,47,76,38.2,Matches
Thiago Almada,ar ARG,"FW,MF",22.0,13.9,1,0,0,6,16,1,57,6,6,0,0,0,80,3,9,25.0,Matches
Lucas Halter,br BRA,DF,23.0,15.0,4,0,0,19,6,0,0,11,10,0,1,0,48,18,21,46.2,Matches
Danilo Barbosa,br BRA,MF,27.0,12.8,4,0,0,19,17,0,0,25,22,1,0,0,70,18,18,50.0,Matches
Tiquinho Soares,br BRA,FW,33.0,15.0,4,1,0,38,38,4,7,3,8,0,0,0,37,30,54,35.7,Matches
Damián Suárez,uy URU,DF,35.0,13.8,5,0,0,26,11,2,51,9,23,0,0,0,44,8,8,50.0,Matches
Mateo Ponte,uy URU,DF,20.0,12.6,3,0,0,22,9,3,43,21,25,0,0,0,52,18,11,62.1,Matches
Fernando Marçal,br BRA,DF,34.0,11.3,5,0,0,27,13,1,53,22,15,0,1,0,40,27,14,65.9,Matches
Vitinho,br BRA,"DF,MF",24.0,8.6,0,0,0,7,7,1,33,1,8,0,0,0,31,10,6,62.5,Matches
Carlos Eduardo,br BRA,"MF,FW",34.0,9.1,1,0,0,13,10,1,11,10,3,0,0,0,21,9,15,37.5,Matches
Alex Telles,br BRA,"DF,MF",31.0,7.2,1,0,0,10,3,0,55,12,7,0,0,0,35,11,9,55.0,Matches
Óscar Romero,py PAR,"MF,FW",31.0,7.5,5,0,0,12,17,0,48,6,12,0,0,0,41,5,11,31.3,Matches
Adryelson,br BRA,DF,25.0,6.4,0,0,0,2,0,0,1,10,3,0,0,0,13,25,10,71.4,Matches
Jeffinho,br BRA,"FW,MF",24.0,3.9,2,0,0,7,6,0,4,2,2,0,0,0,22,2,7,22.2,Matches
Matheus Martins,br BRA,"FW,MF",20.0,5.1,0,0,0,5,15,4,19,7,5,0,0,0,18,2,8,20.0,Matches
Hugo,br BRA,DF,22.0,4.9,0,0,0,7,7,0,19,5,7,0,1,0,22,1,6,14.3,Matches
Gatito Fernández,py PAR,GK,35.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,Matches
Allan,br BRA,"MF,DF",33.0,3.5,2,0,0,9,6,0,2,5,9,0,0,0,17,2,4,33.3,Matches
Carlos Alberto,br BRA,FW,21.0,2.4,0,0,0,3,2,0,2,0,2,0,0,0,5,3,5,37.5,Matches
Kauê,br BRA,"MF,FW",19.0,1.9,0,0,0,6,2,0,6,0,0,0,0,0,6,2,2,50.0,Matches
Matheus Nascimento,br BRA,FW,19.0,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
Diego Hernández,uy URU,"FW,MF",23.0,2.3,3,0,0,12,6,1,16,1,4,0,0,0,18,1,1,50.0,Matches
Yarlen Augusto,br BRA,MF,17.0,0.9,1,0,0,2,0,0,0,1,1,0,0,0,1,1,4,20.0,Matches
Patrick de Paula,br BRA,"MF,FW",24.0,0.3,2,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0.0,Matches
Pablo,br BRA,DF,32.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,100.0,Matches
Fabiano,br BRA,DF,17.0,0.2,0,0,0,0,3,0,0,0,2,0,0,0,2,0,2,0.0,Matches
Jacob Montes,ni NCA,"FW,MF",25.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Rafael,br BRA,FW,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.9,38.0,96,4,1,577,409,68,813,318,400,5,6,0,1589,558,549,50.4,
Opponent Total,,,27.7,38.0,115,7,3,426,551,42,658,305,369,5,6,1,1477,549,558,49.6,
