Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Bruno Silva,br BRA,MF,30.0,33,2886.0,87.0,84.4,32.1,33,87.0,26.0,0,,0,1.39,36.0,32.0,4.0,0.12,0.29,Matches
Gatito Fernández,py PAR,GK,28.0,31,2790.0,90.0,81.6,31.0,31,90.0,31.0,0,,1,1.42,39.0,36.0,3.0,0.1,0.1,Matches
Igor Rabello,br BRA,DF,21.0,31,2783.0,90.0,81.4,30.9,31,90.0,30.0,0,,1,1.42,39.0,37.0,2.0,0.06,-0.08,Matches
João Paulo Mior,br BRA,MF,25.0,30,2619.0,87.0,76.6,29.1,30,87.0,27.0,0,,1,1.47,37.0,32.0,5.0,0.17,0.4,Matches
Arnaldo,br BRA,DF,24.0,30,2609.0,87.0,76.3,29.0,30,87.0,28.0,0,,1,1.57,35.0,30.0,5.0,0.17,0.39,Matches
Rodrigo Lindoso,br BRA,MF,27.0,30,2495.0,83.0,73.0,27.7,30,83.0,19.0,0,,2,1.47,37.0,32.0,5.0,0.18,0.37,Matches
Victor Luis,br BRA,DF,23.0,31,2453.0,79.0,71.7,27.3,29,83.0,23.0,2,25.0,2,1.55,36.0,27.0,9.0,0.33,0.89,Matches
Joel Carli,ar ARG,DF,30.0,28,2438.0,87.0,71.3,27.1,28,87.0,26.0,0,,1,1.36,36.0,33.0,3.0,0.11,0.11,Matches
Rodrigo Pimpão,br BRA,"FW,MF",29.0,32,2396.0,75.0,70.1,26.6,28,82.0,16.0,4,26.0,0,1.28,30.0,30.0,0.0,0.0,-0.26,Matches
Matheus Fernandes,br BRA,MF,18.0,22,1601.0,73.0,46.8,17.8,20,77.0,11.0,2,28.0,9,1.73,21.0,17.0,4.0,0.22,0.27,Matches
Roger,br BRA,FW,32.0,20,1561.0,78.0,45.6,17.3,19,82.0,9.0,1,9.0,1,1.6,27.0,18.0,9.0,0.52,0.81,Matches
Brenner Marlos,br BRA,FW,22.0,18,1097.0,61.0,32.1,12.2,14,76.0,3.0,4,10.0,3,1.11,13.0,18.0,-5.0,-0.41,-0.72,Matches
Marcos Vinícius,br BRA,MF,22.0,23,1108.0,48.0,32.4,12.3,13,67.0,2.0,10,24.0,3,1.3,20.0,16.0,4.0,0.32,0.36,Matches
Gilson,br BRA,DF,30.0,27,1426.0,53.0,41.7,15.8,12,88.0,10.0,15,25.0,9,1.3,13.0,19.0,-6.0,-0.38,-0.78,Matches
Guilherme,br BRA,"FW,MF",21.0,32,1424.0,45.0,41.6,15.8,10,83.0,4.0,22,27.0,1,1.56,16.0,18.0,-2.0,-0.13,-0.35,Matches
Marcelo,br BRA,DF,21.0,13,987.0,76.0,28.9,11.0,10,90.0,10.0,3,28.0,25,1.46,9.0,9.0,0.0,0.0,-0.11,Matches
