Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Sidão,br BRA,GK,33.0,32.0,0,1,1,100.0,0.03,0.03,0.0,0.0,,0,0,Matches
Bruno Silva,br BRA,MF,29.0,30.0,4,35,10,28.6,1.17,0.33,0.11,0.4,,0,0,Matches
Neílton,br BRA,"FW,MF",21.0,28.2,8,61,27,44.3,2.16,0.96,0.13,0.3,,0,1,Matches
Emerson Santos,br BRA,"DF,MF",20.0,28.2,0,17,3,17.6,0.6,0.11,0.0,0.0,,0,0,Matches
Fernando Camilo Farias,br BRA,"FW,MF",29.0,26.9,6,62,20,32.3,2.31,0.74,0.08,0.25,,1,1,Matches
Diogo Barbosa,br BRA,DF,23.0,24.4,2,10,3,30.0,0.41,0.12,0.2,0.67,,0,0,Matches
Rodrigo Lindoso,br BRA,MF,26.0,21.9,0,17,1,5.9,0.78,0.05,0.0,0.0,,0,0,Matches
Airton,br BRA,"DF,MF",25.0,16.7,0,6,1,16.7,0.36,0.06,0.0,0.0,,0,0,Matches
Victor Luis,br BRA,DF,22.0,20.4,0,15,0,0.0,0.74,0.0,0.0,,,0,0,Matches
Emerson,br BRA,DF,32.0,20.1,0,10,3,30.0,0.5,0.15,0.0,0.0,,0,0,Matches
Luis Ricardo,br BRA,DF,32.0,19.9,0,17,4,23.5,0.85,0.2,0.0,0.0,,0,0,Matches
Renan Fonseca,br BRA,DF,25.0,17.0,0,4,1,25.0,0.24,0.06,0.0,0.0,,0,0,Matches
Joel Carli,ar ARG,DF,29.0,15.7,0,5,0,0.0,0.32,0.0,0.0,,,0,0,Matches
Sassá,br BRA,FW,22.0,14.5,12,41,25,61.0,2.83,1.73,0.2,0.32,,4,4,Matches
Fernandes,br BRA,MF,20.0,12.4,2,22,7,31.8,1.77,0.56,0.09,0.29,,0,0,Matches
Rodrigo Pimpão,br BRA,"FW,MF",28.0,13.4,3,40,15,37.5,2.98,1.12,0.08,0.2,,0,0,Matches
Dudu Cearense,br BRA,MF,32.0,10.3,1,13,3,23.1,1.26,0.29,0.08,0.33,,0,0,Matches
Alemão,br BRA,DF,25.0,9.4,0,6,2,33.3,0.64,0.21,0.0,0.0,,0,0,Matches
Ribamar,br BRA,FW,18.0,8.1,1,12,6,50.0,1.48,0.74,0.08,0.17,,0,0,Matches
Leandrinho,br BRA,MF,19.0,8.8,1,16,3,18.8,1.81,0.34,0.06,0.33,,0,0,Matches
Gustavo Canales,cl CHI,FW,33.0,5.7,1,11,2,18.2,1.94,0.35,0.09,0.5,,0,0,Matches
Helton Leite,br BRA,GK,25.0,6.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Juan Manuel Salgueiro,uy URU,FW,32.0,4.5,1,9,2,22.2,2.0,0.45,0.11,0.5,,0,0,Matches
Anderson Aquino,br BRA,FW,29.0,3.7,0,5,3,60.0,1.36,0.81,0.0,0.0,,0,0,Matches
Gervasio Núñez,ar ARG,MF,28.0,5.3,1,14,3,21.4,2.65,0.57,0.07,0.33,,0,0,Matches
Vinicius Tanque,br BRA,FW,20.0,3.7,0,7,1,14.3,1.88,0.27,0.0,0.0,,0,0,Matches
Diego,br BRA,DF,19.0,2.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Gegê,br BRA,MF,22.0,2.1,0,5,1,20.0,2.33,0.47,0.0,0.0,,0,0,Matches
Dierson,br BRA,MF,21.0,2.3,0,1,1,100.0,0.43,0.43,0.0,0.0,,0,0,Matches
Marquinho,br BRA,MF,26.0,1.1,0,1,0,0.0,0.93,0.0,0.0,,,0,0,Matches
Luís Henrique,br BRA,FW,17.0,1.4,0,3,0,0.0,2.16,0.0,0.0,,,0,0,Matches
Octávio,br BRA,MF,22.0,0.3,0,2,1,50.0,6.0,3.0,0.0,0.0,,0,0,Matches
Pachu,br BRA,FW,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Marcelo,br BRA,DF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.6,38.0,43,468,149,31.8,12.32,3.92,0.08,0.26,,5,6,
Opponent Total,,,26.5,38.0,38,469,146,31.1,12.34,3.84,0.08,0.26,,0,2,
