Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Lucas Perri,br BRA,GK,25.0,38,3375.0,89.0,98.7,37.5,38,89.0,37,0,,0,1.68,58.0,36.0,22.0,0.59,2.59,50.0,48.1,2.0,0.05,1.9,Matches
Víctor Cuesta,ar ARG,DF,34.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,0,1.8,55.0,32.0,23.0,0.66,1.32,47.1,45.8,1.3,0.04,0.13,Matches
Adryelson,br BRA,DF,24.0,35,2996.0,86.0,87.6,33.3,35,86.0,29,0,,0,1.74,51.0,29.0,22.0,0.66,0.87,46.5,43.4,3.1,0.09,0.53,Matches
Marlon Freitas,br BRA,MF,27.0,36,2909.0,81.0,85.1,32.3,33,87.0,27,3,17.0,1,1.69,52.0,33.0,19.0,0.59,0.24,44.8,42.6,2.2,0.07,0.27,Matches
Carlos Eduardo,br BRA,MF,33.0,34,2670.0,79.0,78.1,29.7,32,83.0,15,2,14.0,0,1.74,46.0,24.0,22.0,0.74,0.86,37.2,37.8,-0.6,-0.02,-0.22,Matches
Tchê Tchê,br BRA,"MF,DF",30.0,36,2658.0,74.0,77.7,29.5,32,80.0,12,4,24.0,0,1.61,41.0,31.0,10.0,0.34,-0.96,36.4,35.7,0.8,0.03,-0.01,Matches
Tiquinho Soares,br BRA,FW,32.0,33,2436.0,74.0,71.2,27.1,30,78.0,12,3,30.0,0,1.64,39.0,24.0,15.0,0.55,0.01,34.0,34.9,-0.9,-0.03,-0.21,Matches
Júnior Santos,br BRA,FW,28.0,37,2163.0,58.0,63.2,24.0,30,68.0,5,7,18.0,1,1.65,30.0,18.0,12.0,0.5,-0.15,28.2,27.2,1.0,0.04,0.04,Matches
Victor Sá,br BRA,FW,28.0,33,2127.0,64.0,62.2,23.6,27,72.0,2,6,30.0,0,1.58,39.0,19.0,20.0,0.85,0.78,29.9,26.5,3.4,0.14,0.31,Matches
Leonel Di Plácido,ar ARG,DF,29.0,32,2355.0,74.0,68.9,26.2,25,85.0,17,7,32.0,3,1.75,41.0,30.0,11.0,0.42,-0.42,34.3,37.2,-2.9,-0.11,-0.44,Matches
Fernando Marçal,br BRA,DF,33.0,22,1626.0,74.0,47.5,18.1,20,78.0,15,2,30.0,1,1.36,30.0,20.0,10.0,0.55,0.0,23.9,24.0,-0.2,-0.01,-0.07,Matches
Hugo,br BRA,DF,21.0,22,1395.0,63.0,40.8,15.5,13,85.0,11,9,32.0,13,1.64,23.0,14.0,9.0,0.58,0.05,22.7,20.3,2.5,0.16,0.22,Matches
Luis Henrique,br BRA,"FW,MF",21.0,34,1381.0,41.0,40.4,15.3,13,64.0,1,21,26.0,2,1.74,21.0,12.0,9.0,0.59,0.06,20.1,18.6,1.5,0.1,0.12,Matches
Danilo Barbosa,br BRA,"MF,DF",26.0,23,1011.0,44.0,29.6,11.2,10,78.0,6,13,17.0,7,1.96,14.0,17.0,-3.0,-0.27,-1.16,11.3,17.9,-6.7,-0.59,-0.88,Matches
Gabriel,br BRA,MF,29.0,16,866.0,54.0,25.3,9.6,10,74.0,0,6,21.0,4,1.5,13.0,5.0,8.0,0.83,0.37,14.2,9.1,5.1,0.51,0.66,Matches
Rafael,br BRA,DF,32.0,9,482.0,54.0,14.1,5.4,8,59.0,2,1,13.0,0,2.67,8.0,2.0,6.0,1.12,0.66,5.8,5.6,0.2,0.04,0.02,Matches
Lucas Fernandes,br BRA,MF,25.0,13,473.0,36.0,13.8,5.3,5,65.0,0,8,18.0,16,2.08,9.0,4.0,5.0,0.95,0.46,8.3,5.7,2.6,0.5,0.55,Matches
Philipe Sampaio,br BRA,DF,28.0,12,498.0,42.0,14.6,5.5,4,90.0,4,8,17.0,25,2.15,10.0,10.0,0.0,0.0,-0.65,4.7,6.5,-1.8,-0.32,-0.41,Matches
Gustavo Sauer,br BRA,"FW,MF",29.0,6,258.0,43.0,7.5,2.9,4,52.0,0,2,26.0,13,2.5,7.0,4.0,3.0,1.05,0.53,4.7,3.8,0.9,0.32,0.32,Matches
Diego Costa,es ESP,FW,34.0,13,517.0,40.0,15.1,5.7,3,81.0,2,10,28.0,0,0.92,9.0,8.0,1.0,0.17,-0.45,6.0,7.1,-1.2,-0.21,-0.28,Matches
Matias Segovia,py PAR,FW,20.0,21,651.0,31.0,19.0,7.2,2,69.0,0,19,27.0,12,1.95,16.0,4.0,12.0,1.66,1.37,13.1,10.1,2.9,0.4,0.47,Matches
Janderson,br BRA,"FW,MF",23.0,18,414.0,23.0,12.1,4.6,2,74.0,0,16,17.0,13,1.33,8.0,6.0,2.0,0.43,-0.13,7.6,6.8,0.8,0.17,0.17,Matches
JP Galvão,br BRA,DF,21.0,4,201.0,50.0,5.9,2.2,2,79.0,1,2,22.0,20,1.0,3.0,2.0,1.0,0.45,-0.11,3.4,1.6,1.8,0.8,0.82,Matches
Bastos,ao ANG,DF,31.0,4,118.0,30.0,3.5,1.3,2,51.0,0,2,8.0,10,1.25,0.0,2.0,-2.0,-1.53,-2.15,0.9,2.0,-1.1,-0.86,-0.92,Matches
Carlos Alberto,br BRA,"FW,MF",20.0,15,296.0,20.0,8.7,3.3,1,64.0,0,14,17.0,11,1.07,7.0,10.0,-3.0,-0.91,-1.6,5.4,6.9,-1.5,-0.44,-0.52,Matches
Matheus Nascimento,br BRA,"FW,MF",18.0,5,98.0,20.0,2.9,1.1,1,70.0,0,4,7.0,6,2.4,2.0,0.0,2.0,1.84,1.32,2.4,0.8,1.5,1.42,1.43,Matches
