Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Luis Segovia,ec ECU,DF,25.0,2,95.0,48.0,2.8,1.1,1,83.0,0,1,12.0,13,1.5,2.0,2.0,0.0,0.0,-0.57,1.6,2.8,-1.2,-1.18,-1.25,Matches
Daniel Borges,br BRA,DF,29.0,1,45.0,45.0,1.3,0.5,0,,0,1,45.0,7,3.0,1.0,0.0,1.0,2.0,1.47,0.4,1.0,-0.6,-1.26,-1.3,Matches
Gatito Fernández,py PAR,GK,34.0,1,45.0,45.0,1.3,0.5,0,,0,1,45.0,29,0.0,0.0,1.0,-1.0,-2.0,-2.59,0.1,1.0,-0.9,-1.85,-1.9,Matches
Diego Hernández,uy URU,FW,22.0,2,41.0,21.0,1.2,0.5,0,,0,2,21.0,11,2.0,0.0,1.0,-1.0,-2.2,-2.78,0.3,1.6,-1.3,-2.85,-2.91,Matches
Kayque,br BRA,MF,22.0,2,27.0,14.0,0.8,0.3,0,,0,2,14.0,1,1.5,1.0,0.0,1.0,3.33,2.8,0.7,0.4,0.3,1.15,1.13,Matches
Mateo Ponte,uy URU,DF,19.0,1,22.0,22.0,0.6,0.2,0,,0,1,22.0,4,3.0,1.0,0.0,1.0,4.09,3.56,0.6,0.5,0.1,0.29,0.27,Matches
Lucas Piazon,br BRA,FW,29.0,1,20.0,20.0,0.6,0.2,0,,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,-0.56,0.3,0.3,0.0,-0.09,-0.12,Matches
Breno,br BRA,MF,22.0,1,10.0,10.0,0.3,0.1,0,,0,1,10.0,4,3.0,1.0,0.0,1.0,9.0,8.47,0.3,0.1,0.2,1.58,1.56,Matches
Newton,br BRA,MF,22.0,1,8.0,8.0,0.2,0.1,0,,0,1,8.0,2,1.0,0.0,0.0,0.0,0.0,-0.55,0.1,0.0,0.1,0.71,0.68,Matches
Rai,br BRA,MF,20.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,13,3.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,3.85,3.83,Matches
Douglas Borges,br BRA,GK,32.0,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
Joel Carli,ar ARG,DF,36.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
João Fernando,br BRA,GK,21.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Igo Gabriel,br BRA,GK,21.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Jacob Montes,ni NCA,MF,24.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Wallison Silva,br BRA,DF,21.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
David Sousa,br BRA,DF,21.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Henrique Vermudt,br BRA,MF,23.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.5,38,3420.0,90.0,100.0,38.0,418,80.0,233,181,22.0,274,1.68,58.0,37.0,21.0,0.55,,50.1,49.0,1.0,0.03,,
Opponent Total,,,27.4,38,3420.0,90.0,100.0,38.0,418,80.0,245,173,22.0,278,1.05,37.0,58.0,-21.0,-0.55,,49.0,50.1,-1.0,-0.03,,
