Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Diego Cavalieri,br BRA,GK,37.0,22.0,39,4,0,1,1,35.2,0.3,-2.8,-0.13,128,266,48.1,366,71,48.6,38.3,187,47.1,39.3,338,6,1.8,6,0.27,9.3,Matches
Gatito Fernández,py PAR,GK,31.0,8.0,7,2,0,0,0,11.5,0.23,4.5,0.56,45,99,45.5,164,33,37.8,34.3,69,53.6,38.8,146,11,7.5,6,0.75,10.0,Matches
Diego,br BRA,GK,21.0,7.0,15,2,1,1,0,12.2,0.28,-2.8,-0.4,8,38,21.1,98,28,22.4,28.7,52,30.8,30.0,106,4,3.8,0,0.0,7.7,Matches
Saulo,br BRA,GK,24.0,1.0,1,1,0,0,0,1.7,0.14,0.7,0.69,5,12,41.7,16,1,50.0,37.0,10,40.0,38.5,22,0,0.0,1,1.0,15.7,Matches
Squad Total,,,24.9,38.0,62,9,1,2,1,60.6,0.28,-0.4,-0.01,186,415,44.8,633,133,41.5,,329,46.2,38.0,612,21,3.4,13,0.34,,
Opponent Total,,,26.9,38.0,32,6,1,4,0,42.1,0.25,10.1,0.27,152,427,35.6,826,162,36.4,34.7,307,41.0,36.0,600,19,3.2,41,1.08,14.7,
