Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Lucas Perri,br BRA,GK,25.0,37.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,3,Matches
Víctor Cuesta,ar ARG,DF,34.0,35.0,46,31,22,19,5,22,36,61.1,14,37,26,11,58,104,123,1,Matches
Adryelson,br BRA,DF,24.0,33.3,34,20,23,10,1,17,26,65.4,9,43,30,13,61,95,202,2,Matches
Marlon Freitas,br BRA,MF,27.0,32.3,41,30,22,18,1,20,48,41.7,28,43,12,31,39,80,59,0,Matches
Carlos Eduardo,br BRA,MF,33.0,29.7,18,11,4,13,1,9,28,32.1,19,12,0,12,13,31,19,0,Matches
Tchê Tchê,br BRA,"MF,DF",30.0,29.5,32,19,14,15,3,12,33,36.4,21,16,3,13,13,45,25,0,Matches
Tiquinho Soares,br BRA,FW,32.0,27.1,18,10,3,8,7,9,19,47.4,10,15,3,12,3,21,29,0,Matches
Júnior Santos,br BRA,FW,28.0,24.0,37,24,16,13,8,18,33,54.5,15,33,5,28,12,49,21,1,Matches
Victor Sá,br BRA,FW,28.0,23.6,61,37,19,33,9,29,65,44.6,36,28,6,22,30,91,18,0,Matches
Leonel Di Plácido,ar ARG,DF,29.0,26.2,79,51,46,28,5,54,120,45.0,66,41,7,34,48,127,56,0,Matches
Fernando Marçal,br BRA,DF,33.0,18.1,37,16,17,16,4,16,35,45.7,19,17,3,14,39,76,47,0,Matches
Hugo,br BRA,DF,21.0,15.5,56,31,33,18,5,27,51,52.9,24,11,1,10,24,80,37,0,Matches
Luis Henrique,br BRA,"FW,MF",21.0,15.3,5,3,2,2,1,2,8,25.0,6,17,0,17,4,9,9,0,Matches
Danilo Barbosa,br BRA,"MF,DF",26.0,11.2,18,9,10,5,3,5,12,41.7,7,16,7,9,16,34,37,0,Matches
Gabriel,br BRA,MF,29.0,9.6,33,20,14,19,0,16,37,43.2,21,9,1,8,16,49,12,0,Matches
Rafael,br BRA,DF,32.0,5.4,25,12,11,12,2,15,28,53.6,13,9,2,7,4,29,18,0,Matches
Lucas Fernandes,br BRA,MF,25.0,5.3,1,1,1,0,0,1,5,20.0,4,6,2,4,3,4,7,0,Matches
Philipe Sampaio,br BRA,DF,28.0,5.5,10,7,7,3,0,5,7,71.4,2,3,2,1,6,16,33,0,Matches
Gustavo Sauer,br BRA,"FW,MF",29.0,2.9,6,4,2,1,3,4,11,36.4,7,2,1,1,3,9,1,0,Matches
Diego Costa,es ESP,FW,34.0,5.7,7,5,2,3,2,0,1,0.0,1,4,0,4,3,10,4,0,Matches
Matias Segovia,py PAR,FW,20.0,7.2,22,18,11,11,0,16,33,48.5,17,4,1,3,8,30,7,0,Matches
Janderson,br BRA,"FW,MF",23.0,4.6,8,5,2,3,3,2,5,40.0,3,3,0,3,2,10,3,0,Matches
JP Galvão,br BRA,DF,21.0,2.2,8,5,5,3,0,6,11,54.5,5,3,1,2,3,11,9,0,Matches
Bastos,ao ANG,DF,31.0,1.3,4,2,1,2,1,2,3,66.7,1,4,1,3,0,4,4,0,Matches
Carlos Alberto,br BRA,"FW,MF",20.0,3.3,3,0,1,1,1,2,5,40.0,3,5,2,3,1,4,4,0,Matches
Matheus Nascimento,br BRA,"FW,MF",18.0,1.1,1,1,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches
Luis Segovia,ec ECU,DF,25.0,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
Daniel Borges,br BRA,DF,29.0,0.5,3,2,3,0,0,2,4,50.0,2,2,0,2,1,4,3,0,Matches
Gatito Fernández,py PAR,GK,34.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Diego Hernández,uy URU,FW,22.0,0.5,2,1,0,1,1,1,6,16.7,5,0,0,0,0,2,0,0,Matches
Kayque,br BRA,MF,22.0,0.3,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,Matches
Mateo Ponte,uy URU,DF,19.0,0.2,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0,Matches
Lucas Piazon,br BRA,FW,29.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Breno,br BRA,MF,22.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Newton,br BRA,MF,22.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Rai,br BRA,MF,20.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,38.0,617,376,291,259,67,313,673,46.5,360,387,116,271,412,1029,813,7,
Opponent Total,,,27.4,38.0,638,412,285,278,75,324,711,45.6,387,386,148,238,344,982,721,10,
