Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Gatito Fernández,py PAR,GK,30.0,30,30,2655,29.5,34,1.15,148,115,78.4,10,3,17,10,33.3,2,2,0,0,0.0,Matches
Diego Cavalieri,br BRA,GK,36.0,9,8,765,8.5,11,1.29,47,37,78.7,3,1,4,0,0.0,2,1,0,1,0.0,Matches
Squad Total,,,26.9,38,38,3420,38.0,45,1.18,195,152,78.5,13,4,21,10,26.3,4,3,0,1,0.0,
Opponent Total,,,27.5,38,38,3420,38.0,31,0.82,125,96,77.6,21,4,13,19,50.0,3,3,0,0,0.0,
