Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-12,19:15,Sudamericana,First stage,Thu,Away,W,2,1,cl Audax Italiano,59,,Joel Carli,4-2-3-1,4-3-3,Andrés Rojas,Match Report,Leg 1 of 2
2018-04-16,20:00,Série A,Matchweek 1,Mon,Home,D,1,1,Palmeiras,46,8033.0,Joel Carli,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-04-23,20:00,Série A,Matchweek 2,Mon,Away,D,1,1,Sport Recife,49,7083.0,Joel Carli,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,
2018-04-28,16:00,Série A,Matchweek 3,Sat,Home,W,2,1,Grêmio,55,10748.0,Rodrigo Lindoso,4-1-4-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2018-05-06,16:00,Série A,Matchweek 4,Sun,Away,L,0,1,Cruzeiro,48,20908.0,Rodrigo Lindoso,4-1-4-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-05-09,21:45,Sudamericana,First stage,Wed,Home,D,1,1,cl Audax Italiano,59,,Rodrigo Lindoso,4-2-3-1,4-4-2,Michael Espinoza,Match Report,Leg 2 of 2; Botafogo (RJ) won
2018-05-14,20:00,Série A,Matchweek 5,Mon,Home,W,2,1,Fluminense,41,10382.0,Rodrigo Lindoso,4-2-3-1,3-4-3,Raphael Claus,Match Report,
2018-05-20,16:00,Série A,Matchweek 6,Sun,Away,L,0,1,América (MG),57,6052.0,Rodrigo Lindoso,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2018-05-27,16:00,Série A,Matchweek 7,Sun,Home,D,1,1,Vitória,58,5857.0,Rodrigo Lindoso,4-3-2-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-05-30,21:00,Série A,Matchweek 8,Wed,Away,L,2,3,São Paulo,59,25427.0,Rodrigo Lindoso,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2018-06-02,19:00,Série A,Matchweek 9,Sat,Away,W,2,1,Vasco da Gama,27,9454.0,Rodrigo Lindoso,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2018-06-06,19:30,Série A,Matchweek 10,Wed,Home,D,0,0,Ceará,56,8825.0,Jefferson,4-2-3-1,3-4-1-2,Leandro Pedro Vuaden,Match Report,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Away,D,3,3,Bahia,41,12478.0,Rodrigo Lindoso,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-06-13,21:00,Série A,Matchweek 12,Wed,Home,W,2,0,Ath Paranaense,37,10965.0,Rodrigo Lindoso,4-2-3-1,3-4-3,Rodrigo Batista Raposo,Match Report,
2018-07-18,21:45,Série A,Matchweek 13,Wed,Away,L,0,2,Corinthians,51,19830.0,Jefferson,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2018-07-21,19:00,Série A,Matchweek 14,Sat,Away,L,0,2,Flamengo,43,42182.0,Joel Carli,4-3-3,4-3-3,Luiz Flávio de Oliveira,Match Report,
2018-07-26,19:30,Série A,Matchweek 15,Thu,Home,W,1,0,Chapecoense,43,7602.0,Rodrigo Lindoso,4-3-3,4-1-4-1,Savio Pereira,Match Report,
2018-07-29,16:00,Série A,Matchweek 16,Sun,Away,L,0,3,Internacional,47,26608.0,Joel Carli,4-2-3-1,4-3-3,Igor Junior Benevenuto,Match Report,
