Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Gatito Fernández,py PAR,GK,33.0,31.2,881,747,874,8,0,0,881,0,0,,0,,413,2373,1668,0,0,0,2,0,259,0,Matches
Víctor Cuesta,ar ARG,DF,33.0,28.5,1642,224,843,741,75,31,1642,9,7,77.8,2,22.2,894,3841,1929,10,9,0,12,1,985,5,Matches
Tchê Tchê,br BRA,MF,29.0,25.7,1284,29,252,894,150,13,1284,18,12,66.7,4,22.2,826,4645,2138,27,19,3,21,16,930,15,Matches
Daniel Borges,br BRA,DF,28.0,20.8,1468,62,418,724,338,9,1468,29,13,44.8,16,55.2,799,4407,2197,31,27,0,26,6,860,51,Matches
Renzo Saravia,ar ARG,"DF,MF",28.0,20.2,1240,73,339,678,252,22,1240,82,31,37.8,48,58.5,641,4670,2705,57,38,3,44,19,641,50,Matches
Victor Sá,br BRA,FW,27.0,20.4,864,5,102,377,397,75,864,92,45,48.9,41,44.6,548,3423,1662,51,39,31,56,30,599,200,Matches
Lucas Fernandes,br BRA,MF,24.0,18.6,1212,14,95,730,408,15,1212,58,24,41.4,29,50.0,802,5164,2314,67,50,6,34,23,858,63,Matches
Jeffinho,br BRA,FW,22.0,17.8,846,7,87,360,423,63,846,142,74,52.1,60,42.3,570,4150,2273,79,58,30,67,30,576,129,Matches
Fernando Marçal,br BRA,DF,32.0,17.1,1287,56,331,585,390,14,1287,19,9,47.4,8,42.1,623,3252,1775,34,22,4,19,5,626,65,Matches
Erison,br BRA,FW,22.0,16.5,388,11,16,154,226,77,387,40,21,52.5,17,42.5,232,1611,617,29,24,14,64,24,284,90,Matches
Kanu,br BRA,DF,24.0,16.1,903,129,484,399,22,13,903,5,5,100.0,0,0.0,524,2201,1073,1,2,0,3,5,586,0,Matches
Adryelson,br BRA,DF,23.0,16.1,857,141,489,335,36,25,857,2,2,100.0,0,0.0,410,1884,827,3,1,1,6,0,462,2,Matches
Tiquinho Soares,br BRA,FW,31.0,13.7,531,19,47,277,213,66,530,29,15,51.7,10,34.5,315,1478,491,18,10,7,51,30,419,89,Matches
Philipe Sampaio,br BRA,DF,27.0,12.5,840,113,422,409,13,5,840,7,3,42.9,4,57.1,517,2331,1181,0,2,0,5,0,548,1,Matches
Luis Oyama,br BRA,MF,25.0,12.0,710,22,144,472,101,6,710,21,15,71.4,6,28.6,387,2433,1122,18,15,1,13,19,447,17,Matches
Júnior Santos,br BRA,"FW,MF",27.0,11.9,449,16,65,203,191,43,449,39,17,43.6,18,46.2,287,2262,912,29,15,7,44,26,319,70,Matches
Carlos Eduardo,br BRA,MF,32.0,12.2,616,18,75,385,162,40,616,26,16,61.5,8,30.8,402,2475,1061,22,26,3,25,7,454,42,Matches
Patrick de Paula,br BRA,MF,22.0,11.3,584,24,122,371,96,4,584,16,10,62.5,6,37.5,299,1444,726,7,7,1,16,8,344,18,Matches
