Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Lucas Perri,br BRA,GK,25.0,38,38,3375,37.5,36,0.96,166,131,78.3,18,10,10,15,39.5,1,0,0,1,,Matches
Gatito Fernández,py PAR,GK,34.0,1,0,45,0.5,1,2.0,4,3,75.0,0,0,0,0,,0,0,0,0,,Matches
Squad Total,,,28.5,38,38,3420,38.0,37,0.97,170,134,78.2,18,10,10,15,39.5,1,0,0,1,,
Opponent Total,,,27.4,38,38,3420,38.0,58,1.53,175,117,69.7,10,10,18,8,21.1,7,5,2,0,28.6,
