Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gatito Fernández,py PAR,GK,33.0,31.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,33.0,28.5,4,22,9,40.9,0.77,0.32,0.18,0.44,11.1,1,0,0,2.0,2.0,0.09,2.0,2.0,Matches
Tchê Tchê,br BRA,MF,29.0,25.7,1,18,4,22.2,0.7,0.16,0.06,0.25,21.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Daniel Borges,br BRA,DF,28.0,20.8,1,12,3,25.0,0.58,0.14,0.08,0.33,29.4,2,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Renzo Saravia,ar ARG,"DF,MF",28.0,20.2,0,12,3,25.0,0.6,0.15,0.0,0.0,18.5,0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches
Victor Sá,br BRA,FW,27.0,20.4,2,18,6,33.3,0.88,0.29,0.11,0.33,17.1,0,0,0,1.7,1.7,0.09,0.3,0.3,Matches
Lucas Fernandes,br BRA,MF,24.0,18.6,2,45,13,28.9,2.42,0.7,0.04,0.15,26.2,5,0,0,1.4,1.4,0.03,0.6,0.6,Matches
Jeffinho,br BRA,FW,22.0,17.8,2,55,21,38.2,3.09,1.18,0.04,0.1,20.0,0,0,0,4.1,4.1,0.08,-2.1,-2.1,Matches
Fernando Marçal,br BRA,DF,32.0,17.1,1,10,5,50.0,0.58,0.29,0.1,0.2,26.6,2,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Erison,br BRA,FW,22.0,16.5,7,48,20,41.7,2.91,1.21,0.13,0.3,15.8,0,1,1,4.7,4.5,0.09,2.3,1.5,Matches
