Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-02-01,21:45,Libertadores,Second qualifying stage,Wed,Home,W,2,1,cl Colo-Colo,42,,Emerson,4-2-3-1,3-1-4-2,Juan Soto,Match Report,Leg 1 of 2
2017-02-08,20:45,Libertadores,Second qualifying stage,Wed,Away,D,1,1,cl Colo-Colo,44,,Walter Montillo,4-4-2,3-4-1-2,Patricio Loustau,Match Report,Leg 2 of 2; Botafogo (RJ) won
2017-02-15,21:45,Libertadores,Third qualifying stage,Wed,Home,W,1,0,py Olimpia,45,,Walter Montillo,4-2-3-1,4-3-3,Juan Bravo,Match Report,Leg 1 of 2
2017-02-22,21:45,Libertadores,Third qualifying stage,Wed,Away,L,0 (3),1 (1),py Olimpia,34,,Joel Carli,4-4-2,4-2-3-1,Julio Bascuñán,Match Report,Leg 2 of 2; Botafogo (RJ) won; Botafogo (RJ) won on penalty kicks following extra time
2017-03-14,21:00,Libertadores,Group stage,Tue,Home,W,2,1,ar Estudiantes–LP,55,,Joel Carli,4-2-3-1,4-4-2,Jonathan Fuentes,Match Report,
2017-04-13,19:45,Libertadores,Group stage,Thu,Away,W,2,0,co Nacional,33,,Joel Carli,4-4-1-1,4-2-3-1,Ulises Mereles,Match Report,
2017-04-20,19:45,Libertadores,Group stage,Thu,Away,D,1,1,ec Barcelona,52,,Gatito Fernández,4-1-4-1,4-4-2,Jesús Valenzuela,Match Report,
2017-05-02,21:45,Libertadores,Group stage,Tue,Home,L,0,2,ec Barcelona,51,,Joel Carli,4-2-3-1,4-4-2,Mario Díaz de Vivar,Match Report,
2017-05-14,19:00,Série A,Matchweek 1,Sun,Away,L,0,2,Grêmio,48,18551.0,Bruno Silva,4-3-2-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2017-05-18,21:45,Libertadores,Group stage,Thu,Home,W,1,0,co Nacional,38,,Joel Carli,4-4-1-1,4-2-3-1,Víctor Carrillo,Match Report,
2017-05-21,18:00,Série A,Matchweek 2,Sun,Home,W,2,0,Ponte Preta,40,9160.0,Joel Carli,4-4-1-1,4-4-2,Rafael Traci,Match Report,
2017-05-25,21:45,Libertadores,Group stage,Thu,Away,L,0,1,ar Estudiantes–LP,57,,Joel Carli,4-4-2,4-1-4-1,Eduardo Gamboa Latourniere,Match Report,
2017-05-28,19:00,Série A,Matchweek 3,Sun,Home,W,1,0,Bahia,48,7886.0,Bruno Silva,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-06-04,11:00,Série A,Matchweek 4,Sun,Away,D,0,0,Flamengo,35,10577.0,Joel Carli,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-06-07,21:00,Série A,Matchweek 5,Wed,Away,L,0,1,Santos,39,14486.0,Joel Carli,4-4-1-1,4-1-4-1,Jailson Macêdo Freitas,Match Report,
2017-06-11,11:00,Série A,Matchweek 6,Sun,Home,D,2,2,Coritiba,53,14866.0,Joel Carli,4-3-1-2,4-4-2,Flavio Rodrigues De Souza,Match Report,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,D,2,2,Vitória,46,8877.0,Joel Carli,4-4-1-1,4-2-3-1,Anderson Daronco,Match Report,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,W,2,0,Chapecoense,41,11603.0,Joel Carli,4-1-4-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-06-21,21:00,Série A,Matchweek 9,Wed,Home,W,3,1,Vasco da Gama,44,15048.0,Victor Luis,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2017-06-26,20:00,Série A,Matchweek 10,Mon,Home,L,0,2,Avaí,73,22819.0,Rodrigo Lindoso,4-1-4-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
