Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Kanu,br BRA,DF,22.0,34.9,1697,1630,65,64,1,10,6,1,0,0,0,0,1523,2,5,Matches
Caio Alexandre,br BRA,MF,20.0,30.3,1522,1443,74,64,7,16,36,8,1,0,0,0,1281,5,19,Matches
Kevin,br BRA,DF,22.0,28.7,1798,1435,357,50,0,13,164,267,40,7,29,0,1314,6,41,Matches
Marcelo,br BRA,DF,24.0,28.9,1376,1289,86,83,0,3,7,3,0,0,0,0,1232,1,7,Matches
Victor Luis,br BRA,DF,26.0,24.2,1326,1051,272,40,0,11,108,195,37,8,28,0,1068,3,25,Matches
Diego Cavalieri,br BRA,GK,37.0,22.0,554,322,231,44,0,2,0,0,0,0,0,0,405,1,0,Matches
Bruno Nazário,br BRA,"FW,MF",24.0,20.1,809,725,79,32,1,8,83,3,41,16,9,0,584,5,29,Matches
Matheus Babi,br BRA,"FW,MF",22.0,24.7,474,442,31,3,0,1,26,0,0,0,0,0,311,1,30,Matches
Pedro Raul,br BRA,FW,23.0,19.4,438,391,44,0,0,1,7,0,0,0,0,0,297,3,11,Matches
Rafael Forster,br BRA,"DF,MF",29.0,16.5,790,717,71,35,0,13,12,25,1,1,0,0,633,2,9,Matches
José Welison,br BRA,MF,24.0,13.5,613,594,18,16,0,13,10,2,0,0,0,0,520,1,10,Matches
Keisuke Honda,jp JPN,MF,33.0,14.3,739,694,41,25,0,10,21,1,15,3,11,0,621,4,9,Matches
Salomon Kalou,ci CIV,"FW,MF",34.0,12.2,347,335,10,1,1,2,16,6,1,0,0,0,261,2,11,Matches
Rhuan Silveira,br BRA,"FW,MF",20.0,10.8,215,203,11,4,1,1,19,1,6,4,1,0,162,1,9,Matches
David Sousa,br BRA,DF,18.0,9.5,478,467,10,9,0,1,0,0,0,0,0,0,421,1,4,Matches
Guilherme Santos,br BRA,"MF,DF",31.0,8.2,311,277,34,2,0,0,23,32,0,0,0,0,235,0,6,Matches
Gatito Fernández,py PAR,GK,31.0,8.0,235,144,89,20,0,0,0,0,0,0,0,0,169,2,0,Matches
Warley,br BRA,"FW,MF",20.0,7.4,207,200,7,0,3,0,8,4,3,1,0,0,176,0,7,Matches
Diego,br BRA,GK,21.0,7.0,152,92,58,6,0,0,0,0,0,0,0,0,115,2,0,Matches
Matheus Nascimento,br BRA,"FW,MF",15.0,6.1,100,94,5,1,0,0,2,0,0,0,0,0,68,1,4,Matches
Carlos Enrique Renteria,co COL,MF,24.0,5.5,156,147,9,9,0,0,1,0,0,0,0,0,130,0,2,Matches
Rafael Navarro,br BRA,FW,19.0,4.8,71,59,11,2,0,0,1,0,0,0,0,0,54,1,3,Matches
Luis Henrique,br BRA,"FW,MF",18.0,4.5,122,121,1,1,0,1,20,0,0,0,0,0,78,0,4,Matches
Cesinha,br BRA,MF,19.0,4.3,242,223,18,3,0,3,21,1,14,7,5,0,198,1,3,Matches
