Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
John,br BRA,GK,27.0,34.0,9,0.26,7,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Luiz Henrique,br BRA,"FW,MF",23.0,28.1,99,3.5,58,1,18,6,16,0,7,0.25,4,0,1,0,2,0,Matches
Bastos,ao ANG,DF,32.0,29.2,21,0.72,19,0,0,2,0,0,2,0.07,2,0,0,0,0,0,Matches
Marlon Freitas,br BRA,MF,28.0,26.9,97,3.6,91,2,0,3,0,1,10,0.37,9,0,0,1,0,0,Matches
Gregore,br BRA,MF,29.0,24.7,57,2.31,49,2,2,1,1,2,6,0.24,4,0,0,0,0,2,Matches
Alexander Barboza,ar ARG,DF,28.0,22.6,24,1.06,18,0,0,4,0,2,2,0.09,2,0,0,0,0,0,Matches
Jefferson Savarino,ve VEN,"MF,FW",27.0,22.3,115,5.15,76,32,0,7,0,0,11,0.49,9,2,0,0,0,0,Matches
Tchê Tchê,br BRA,"MF,FW",31.0,17.4,54,3.1,49,2,0,1,1,1,5,0.29,4,0,0,1,0,0,Matches
Júnior Santos,br BRA,FW,29.0,16.5,41,2.49,23,0,10,4,4,0,5,0.3,2,0,2,1,0,0,Matches
Cuiabano,br BRA,DF,20.0,16.4,42,2.56,31,6,0,5,0,0,6,0.37,4,1,0,1,0,0,Matches
Igor Jesus,br BRA,FW,22.0,16.2,56,3.47,35,0,4,10,5,2,7,0.43,4,0,0,3,0,0,Matches
Thiago Almada,ar ARG,"FW,MF",22.0,13.9,87,6.25,59,15,4,6,2,1,5,0.36,4,0,0,1,0,0,Matches
Lucas Halter,br BRA,DF,23.0,15.0,13,0.86,12,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
Danilo Barbosa,br BRA,MF,27.0,12.8,23,1.8,16,0,1,2,4,0,3,0.23,1,0,0,1,1,0,Matches
Tiquinho Soares,br BRA,FW,33.0,15.0,41,2.74,34,0,0,4,2,1,6,0.4,5,0,0,1,0,0,Matches
Damián Suárez,uy URU,DF,35.0,13.8,33,2.39,25,7,0,0,1,0,2,0.14,1,1,0,0,0,0,Matches
Mateo Ponte,uy URU,DF,20.0,12.6,26,2.07,22,0,2,1,0,1,3,0.24,2,0,0,0,0,1,Matches
Fernando Marçal,br BRA,DF,34.0,11.3,23,2.04,13,8,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitinho,br BRA,"DF,MF",24.0,8.6,22,2.57,17,0,3,0,1,1,1,0.12,1,0,0,0,0,0,Matches
Carlos Eduardo,br BRA,"MF,FW",34.0,9.1,26,2.84,21,1,0,2,2,0,1,0.11,1,0,0,0,0,0,Matches
Alex Telles,br BRA,"DF,MF",31.0,7.2,25,3.47,16,7,0,2,0,0,3,0.42,2,1,0,0,0,0,Matches
Óscar Romero,py PAR,"MF,FW",31.0,7.5,29,3.85,11,10,2,4,2,0,4,0.53,0,4,0,0,0,0,Matches
Adryelson,br BRA,DF,25.0,6.4,8,1.24,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jeffinho,br BRA,"FW,MF",24.0,3.9,12,3.09,7,1,1,3,0,0,2,0.52,1,0,0,1,0,0,Matches
Matheus Martins,br BRA,"FW,MF",20.0,5.1,21,4.15,19,0,0,0,2,0,2,0.4,1,0,0,0,1,0,Matches
Hugo,br BRA,DF,22.0,4.9,13,2.64,8,4,0,0,1,0,2,0.41,0,1,0,0,1,0,Matches
Gatito Fernández,py PAR,GK,35.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Allan,br BRA,"MF,DF",33.0,3.5,3,0.86,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
