Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
18,Goiás,38,9,10,19,41,63,-22,37,0.97,39.5,61.1,-21.7,-0.57,,Fernandão - 10,Tadeu,Relegated
19,Coritiba,38,7,10,21,31,54,-23,31,0.82,37.9,61.4,-23.5,-0.62,,Robson - 8,Wilson,Relegated
20,Botafogo (RJ),38,5,12,21,32,62,-30,27,0.71,51.3,64.8,-13.5,-0.36,,Matheus Babi - 10,Diego Cavalieri,Relegated
