Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-08-12,19:15,Série A,Matchweek 2,Wed,Away,D,1,1,RB Bragantino,0.7,1.8,46,,Keisuke Honda,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2020-08-16,19:30,Série A,Matchweek 3,Sun,Away,D,0,0,Fortaleza,1.1,1.0,42,,Keisuke Honda,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2020-08-19,21:30,Série A,Matchweek 4,Wed,Home,W,2,1,Atlético Mineiro,2.6,2.8,26,,Gatito Fernández,4-4-2,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2020-08-23,11:00,Série A,Matchweek 5,Sun,Away,D,1,1,Flamengo,1.3,1.9,34,,Keisuke Honda,5-4-1,4-4-2,Leandro Pedro Vuaden,Match Report,
2020-08-29,17:00,Série A,Matchweek 6,Sat,Home,L,0,2,Internacional,0.8,2.5,47,,Gatito Fernández,4-3-3,4-1-2-1-2,Thiago Duarte Peixoto,Match Report,
2020-09-02,20:30,Série A,Matchweek 7,Wed,Home,D,0,0,Coritiba,0.6,0.7,55,,Keisuke Honda,4-2-3-1,4-3-3,Felipe Fernandes de Lima,Match Report,
2020-09-05,19:00,Série A,Matchweek 8,Sat,Away,D,2,2,Corinthians,0.9,1.7,39,,Keisuke Honda,3-5-2,4-2-3-1,Rafael Traci,Match Report,
2020-09-09,17:30,Série A,Matchweek 9,Wed,Away,D,1,1,Ath Paranaense,2.0,2.5,40,,Victor Luis,3-4-3,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,
2020-09-13,20:30,Série A,Matchweek 10,Sun,Home,L,2,3,Vasco da Gama,2.7,1.9,49,,Keisuke Honda,3-4-3,4-2-3-1,Wilton Sampaio,Match Report,
2020-09-20,18:15,Série A,Matchweek 11,Sun,Home,D,0,0,Santos,0.8,1.5,44,,Gatito Fernández,4-4-2,4-3-3,Jose Mendonca da Silva Junior,Match Report,
2020-09-27,18:15,Série A,Matchweek 12,Sun,Away,D,1,1,Atl Goianiense,1.7,1.6,47,,Victor Luis,3-4-3,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2020-09-30,21:30,Série A,Matchweek 1,Wed,Home,L,1,2,Bahia,1.8,1.9,61,,Victor Luis,3-4-1-2,4-4-2,Savio Pereira,Match Report,
2020-10-04,11:00,Série A,Matchweek 13,Sun,Home,D,1,1,Fluminense,2.2,0.4,52,,Victor Luis,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2020-10-07,21:30,Série A,Matchweek 14,Wed,Home,W,2,1,Palmeiras,1.8,2.4,36,,Keisuke Honda,4-3-3,4-2-3-1,Rodolpho Toski Marques,Match Report,
2020-10-11,18:15,Série A,Matchweek 15,Sun,Away,W,2,1,Sport Recife,1.4,1.2,38,,Keisuke Honda,4-3-3,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2020-10-14,19:15,Série A,Matchweek 16,Wed,Away,L,1,3,Grêmio,1.9,1.8,49,,Victor Luis,4-3-3,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2020-10-19,20:00,Série A,Matchweek 17,Mon,Home,D,0,0,Goiás,1.3,0.6,63,,Keisuke Honda,4-3-3,4-2-3-1,Edina Alves Batista,Match Report,
2020-10-31,17:00,Série A,Matchweek 19,Sat,Home,D,2,2,Ceará,2.6,0.8,60,,Keisuke Honda,4-3-3,4-2-3-1,Diego Pombo Lopez,Match Report,
2020-11-08,18:15,Série A,Matchweek 20,Sun,Away,L,0,1,Bahia,0.5,1.6,42,,Victor Luis,4-3-3,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,
2020-11-16,20:00,Série A,Matchweek 21,Mon,Home,L,1,2,RB Bragantino,1.2,2.1,61,,Marcelo,4-3-3,4-4-2,Rodolpho Toski Marques,Match Report,
2020-11-22,18:15,Série A,Matchweek 22,Sun,Home,L,1,2,Fortaleza,1.2,1.5,59,,Marcelo,4-3-3,4-4-2,Heber Roberto Lopes,Match Report,
2020-11-25,21:30,Série A,Matchweek 23,Wed,Away,L,1,2,Atlético Mineiro,0.7,2.4,46,,Marcelo,4-2-3-1,3-2-4-1,Savio Pereira,Match Report,
2020-12-05,17:00,Série A,Matchweek 24,Sat,Home,L,0,1,Flamengo,1.0,0.7,35,,Marcelo,4-3-3,4-4-2,Anderson Daronco,Match Report,
2020-12-09,21:30,Série A,Matchweek 18,Wed,Away,L,0,4,São Paulo,0.7,3.0,34,,Diego Cavalieri,4-2-3-1,4-4-2,Ricardo Marques Ribeiro,Match Report,
2020-12-12,19:00,Série A,Matchweek 25,Sat,Away,L,1,2,Internacional,0.8,1.7,51,,Keisuke Honda,4-2-3-1,4-4-2,Caio Max Augusto Vieira,Match Report,
2020-12-19,21:00,Série A,Matchweek 26,Sat,Away,W,2,1,Coritiba,1.6,2.3,55,,Diego Cavalieri,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
