Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Gatito Fernández,py PAR,GK,33.0,31.2,3,1,3,0,0,3,6,50.0,3,0,0,0,2,5,13,0,Matches
Víctor Cuesta,ar ARG,DF,33.0,28.5,48,29,32,14,2,31,43,72.1,12,41,27,14,59,107,116,0,Matches
Tchê Tchê,br BRA,MF,29.0,25.7,29,18,9,20,0,9,32,28.1,23,15,3,12,27,56,16,1,Matches
Daniel Borges,br BRA,DF,28.0,20.8,38,18,27,11,0,20,43,46.5,23,13,3,10,17,55,45,0,Matches
Renzo Saravia,ar ARG,"DF,MF",28.0,20.2,48,31,30,16,2,33,70,47.1,37,27,5,22,32,80,36,2,Matches
Victor Sá,br BRA,FW,27.0,20.4,38,25,19,13,6,24,60,40.0,36,29,3,26,16,54,9,0,Matches
Lucas Fernandes,br BRA,MF,24.0,18.6,19,10,5,11,3,10,35,28.6,25,19,5,14,8,27,8,0,Matches
Jeffinho,br BRA,FW,22.0,17.8,30,16,9,12,9,13,41,31.7,28,24,2,22,12,42,4,0,Matches
Fernando Marçal,br BRA,DF,32.0,17.1,38,21,22,13,3,17,35,48.6,18,23,5,18,34,72,38,0,Matches
Erison,br BRA,FW,22.0,16.5,4,3,0,2,2,2,9,22.2,7,5,0,5,1,5,10,0,Matches
Kanu,br BRA,DF,24.0,16.1,19,10,14,5,0,9,16,56.3,7,15,12,3,23,42,67,0,Matches
Adryelson,br BRA,DF,23.0,16.1,17,12,14,3,0,8,10,80.0,2,18,12,6,22,39,99,0,Matches
Tiquinho Soares,br BRA,FW,31.0,13.7,7,4,0,7,0,5,7,71.4,2,3,1,2,2,9,13,0,Matches
