Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Bruno Silva,br BRA,MF,30.0,32.1,9,0,0,64,51,1,52,40,64,0,0,0,Matches
Gatito Fernández,py PAR,GK,28.0,31.0,2,0,0,0,8,0,0,2,0,0,0,0,Matches
Igor Rabello,br BRA,DF,21.0,30.9,6,0,0,37,19,5,2,87,27,0,0,1,Matches
João Paulo Mior,br BRA,MF,25.0,29.1,9,0,0,55,68,1,125,58,37,0,0,0,Matches
Arnaldo,br BRA,DF,24.0,29.0,5,0,0,45,44,1,105,67,66,1,0,0,Matches
Rodrigo Lindoso,br BRA,MF,27.0,27.7,4,0,0,40,34,0,13,63,35,0,1,0,Matches
Victor Luis,br BRA,DF,23.0,27.3,5,0,0,25,33,1,94,33,44,0,0,0,Matches
Joel Carli,ar ARG,DF,30.0,27.1,12,0,0,38,20,2,6,34,19,0,3,0,Matches
Rodrigo Pimpão,br BRA,"FW,MF",29.0,26.6,6,0,0,48,39,8,84,24,34,0,1,0,Matches
Matheus Fernandes,br BRA,MF,18.0,17.8,5,0,0,28,24,0,8,30,66,0,1,0,Matches
Roger,br BRA,FW,32.0,17.3,3,0,0,26,21,16,6,8,6,0,0,0,Matches
Brenner Marlos,br BRA,FW,22.0,12.2,0,0,0,30,21,8,6,8,5,0,0,0,Matches
Marcos Vinícius,br BRA,MF,22.0,12.3,3,0,0,24,28,0,10,9,13,1,0,0,Matches
Gilson,br BRA,DF,30.0,15.8,6,0,0,26,26,1,57,24,22,1,0,0,Matches
Guilherme,br BRA,"FW,MF",21.0,15.8,2,0,0,27,56,2,63,20,19,0,0,0,Matches
Marcelo,br BRA,DF,21.0,11.0,1,0,0,8,5,0,1,23,7,0,1,0,Matches
Leonardo Valencia,cl CHI,"FW,MF",25.0,8.9,4,1,0,12,20,1,79,7,5,0,0,0,Matches
Emerson,br BRA,DF,33.0,6.0,1,0,0,5,9,0,1,11,6,0,1,0,Matches
Jefferson,br BRA,GK,34.0,6.0,2,0,0,0,1,0,0,1,0,0,0,0,Matches
Dudu Cearense,br BRA,MF,33.0,6.5,3,0,0,17,12,2,2,18,9,0,0,0,Matches
Luis Ricardo,br BRA,DF,33.0,5.8,0,0,0,4,1,0,20,7,3,0,0,0,Matches
Fernando Camilo Farias,br BRA,"FW,MF",30.0,4.5,0,0,0,4,5,0,10,1,2,0,0,0,Matches
Emerson Santos,br BRA,"DF,MF",21.0,4.1,4,1,1,10,5,0,7,11,6,0,0,0,Matches
Leandrinho,br BRA,MF,20.0,2.3,1,0,0,6,6,0,1,9,5,0,0,0,Matches
Fernandes,br BRA,MF,21.0,2.1,1,0,0,1,2,0,2,3,3,0,0,0,Matches
Airton,br BRA,"DF,MF",26.0,1.2,0,0,0,2,4,0,0,3,1,0,0,0,Matches
Vinicius Tanque,br BRA,FW,21.0,2.7,0,0,0,7,5,0,1,0,0,0,0,0,Matches
Walter Montillo,ar ARG,"DF,MF",32.0,1.3,0,0,0,1,1,0,8,0,1,0,0,0,Matches
Diederrick Joel,cm CMR,FW,23.0,1.1,0,0,0,3,4,1,2,1,1,0,0,0,Matches
Helton Leite,br BRA,GK,26.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ezequiel,br BRA,"FW,MF",18.0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,Matches
Wenderson,br BRA,MF,18.0,0.4,1,0,0,1,0,0,1,0,0,0,0,0,Matches
Pachu,br BRA,FW,20.0,0.2,0,0,0,0,1,0,1,0,0,0,0,0,Matches
Victor Lindemberg,br BRA,DF,19.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Renan Gorne,br BRA,FW,20.0,0.1,1,0,0,3,0,0,0,0,0,0,0,0,Matches
Lucas Campos,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Renan Fonseca,br BRA,DF,26.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.6,38.0,96,2,1,598,574,50,767,602,506,3,8,1,
Opponent Total,,,26.8,38.0,83,2,0,622,551,48,922,580,441,4,3,0,
