Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Bruno Silva,br BRA,MF,30.0,32.1,6,52,15,28.8,1.62,0.47,0.12,0.4,,0,0,Matches
Gatito Fernández,py PAR,GK,28.0,31.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Igor Rabello,br BRA,DF,21.0,30.9,1,14,4,28.6,0.45,0.13,0.07,0.25,,0,0,Matches
João Paulo Mior,br BRA,MF,25.0,29.1,2,33,10,30.3,1.13,0.34,0.06,0.2,,0,0,Matches
Arnaldo,br BRA,DF,24.0,29.0,0,7,4,57.1,0.24,0.14,0.0,0.0,,0,0,Matches
Rodrigo Lindoso,br BRA,MF,27.0,27.7,3,22,7,31.8,0.79,0.25,0.14,0.43,,0,0,Matches
Victor Luis,br BRA,DF,23.0,27.3,1,13,1,7.7,0.48,0.04,0.08,1.0,,0,0,Matches
Joel Carli,ar ARG,DF,30.0,27.1,1,12,4,33.3,0.44,0.15,0.08,0.25,,0,0,Matches
Rodrigo Pimpão,br BRA,"FW,MF",29.0,26.6,2,46,17,37.0,1.73,0.64,0.04,0.12,,0,0,Matches
Matheus Fernandes,br BRA,MF,18.0,17.8,0,16,1,6.3,0.9,0.06,0.0,0.0,,0,0,Matches
Roger,br BRA,FW,32.0,17.3,10,48,21,43.8,2.77,1.21,0.21,0.48,,0,1,Matches
Brenner Marlos,br BRA,FW,22.0,12.2,6,28,11,39.3,2.3,0.9,0.14,0.36,,2,2,Matches
Marcos Vinícius,br BRA,MF,22.0,12.3,5,30,12,40.0,2.44,0.97,0.17,0.42,,0,0,Matches
Gilson,br BRA,DF,30.0,15.8,0,6,0,0.0,0.38,0.0,0.0,,,0,0,Matches
Guilherme,br BRA,"FW,MF",21.0,15.8,4,50,17,34.0,3.16,1.07,0.08,0.24,,0,0,Matches
Marcelo,br BRA,DF,21.0,11.0,0,5,1,20.0,0.46,0.09,0.0,0.0,,0,0,Matches
Leonardo Valencia,cl CHI,"FW,MF",25.0,8.9,0,21,8,38.1,2.37,0.9,0.0,0.0,,0,0,Matches
Emerson,br BRA,DF,33.0,6.0,0,2,0,0.0,0.33,0.0,0.0,,,0,0,Matches
Jefferson,br BRA,GK,34.0,6.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Dudu Cearense,br BRA,MF,33.0,6.5,0,3,3,100.0,0.46,0.46,0.0,0.0,,0,0,Matches
Luis Ricardo,br BRA,DF,33.0,5.8,0,0,0,,0.0,0.0,,,,0,0,Matches
Fernando Camilo Farias,br BRA,"FW,MF",30.0,4.5,0,9,2,22.2,1.99,0.44,0.0,0.0,,0,0,Matches
Emerson Santos,br BRA,"DF,MF",21.0,4.1,0,1,0,0.0,0.25,0.0,0.0,,,0,0,Matches
Leandrinho,br BRA,MF,20.0,2.3,1,4,3,75.0,1.76,1.32,0.25,0.33,,0,0,Matches
Fernandes,br BRA,MF,21.0,2.1,0,3,0,0.0,1.45,0.0,0.0,,,0,0,Matches
Airton,br BRA,"DF,MF",26.0,1.2,0,1,0,0.0,0.81,0.0,0.0,,,0,0,Matches
Vinicius Tanque,br BRA,FW,21.0,2.7,2,6,2,33.3,2.26,0.75,0.33,1.0,,0,0,Matches
Walter Montillo,ar ARG,"DF,MF",32.0,1.3,0,3,2,66.7,2.27,1.51,0.0,0.0,,0,0,Matches
Diederrick Joel,cm CMR,FW,23.0,1.1,0,1,0,0.0,0.95,0.0,0.0,,,0,0,Matches
Helton Leite,br BRA,GK,26.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Ezequiel,br BRA,"FW,MF",18.0,0.5,1,1,1,100.0,1.96,1.96,1.0,1.0,,0,0,Matches
Wenderson,br BRA,MF,18.0,0.4,0,1,0,0.0,2.57,0.0,0.0,,,0,0,Matches
Pachu,br BRA,FW,20.0,0.2,0,3,1,33.3,15.0,5.0,0.0,0.0,,0,0,Matches
Victor Lindemberg,br BRA,DF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Renan Gorne,br BRA,FW,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Lucas Campos,br BRA,FW,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Renan Fonseca,br BRA,DF,26.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.6,38.0,45,441,147,33.3,11.61,3.87,0.1,0.29,,2,3,
Opponent Total,,,26.8,38.0,41,525,149,28.4,13.82,3.92,0.07,0.26,,3,8,
