Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tadeu,br BRA,GK,26.0,37,37,3297.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Michael,br BRA,"FW,MF",22.0,35,35,3023.0,33.6,9.0,5.0,14.0,9.0,0.0,0.0,6.0,1.0,9.0,9.0,5.0,14.0,173.0,53.0,313.0,0.27,0.15,0.42,0.27,0.42,0.27,0.15,0.42,0.27,0.42,Matches
Leandro Barcia,uy URU,"FW,MF",26.0,35,32,2783.0,30.9,5.0,3.0,8.0,5.0,0.0,0.0,9.0,0.0,6.4,6.4,3.5,9.9,45.0,37.0,185.0,0.16,0.1,0.26,0.16,0.26,0.21,0.11,0.32,0.21,0.32,Matches
Jefferson,br BRA,DF,22.0,33,31,2648.0,29.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.3,2.3,49.0,98.0,95.0,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.08,0.03,0.08,Matches
Léo Sena,br BRA,MF,23.0,33,31,2468.0,27.4,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,2.5,3.0,97.0,259.0,27.0,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11,Matches
Rafael Vaz,br BRA,DF,30.0,32,30,2791.0,31.0,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,2.8,2.8,1.3,4.1,29.0,104.0,9.0,0.16,0.03,0.19,0.16,0.19,0.09,0.04,0.13,0.09,0.13,Matches
Fábio Sanches,br BRA,DF,28.0,25,25,2250.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.1,1.3,0.0,19.0,0.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches
Yago,br BRA,"MF,DF",23.0,30,25,2219.0,24.7,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,2.0,2.0,1.4,3.4,33.0,103.0,56.0,0.08,0.08,0.16,0.08,0.16,0.08,0.06,0.14,0.08,0.14,Matches
Yago Rocha,br BRA,DF,24.0,21,20,1525.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.9,1.1,29.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches
