Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Tadeu,br BRA,GK,30.0,35.0,837,1204,69.5,27464,20211,132,132,100.0,304,311,97.7,399,746,53.5,1,0.3,0.1,0.7,5,39,0,0,1,Matches
Maguinho,br BRA,DF,30.0,31.7,867,1229,70.5,13910,5195,458,540,84.8,332,474,70.0,61,149,40.9,0,1.2,1.2,-1.2,19,59,8,2,74,Matches
Bruno Melo,br BRA,DF,30.0,32.1,1237,1436,86.1,25968,9638,367,397,92.4,667,714,93.4,193,293,65.9,1,0.3,0.5,0.7,8,85,7,0,92,Matches
Everton Morelli,br BRA,MF,25.0,28.7,796,980,81.2,13551,3623,354,398,88.9,355,405,87.7,64,111,57.7,0,0.9,0.9,-0.9,17,75,7,3,94,Matches
Lucas Halter,br BRA,DF,22.0,28.7,1009,1228,82.2,21299,8915,274,303,90.4,574,656,87.5,149,229,65.1,0,0.2,0.6,-0.2,4,81,6,0,107,Matches
Willian,br BRA,MF,29.0,24.4,884,1050,84.2,16197,4622,365,417,87.5,401,452,88.7,99,134,73.9,0,0.6,0.8,-0.6,14,68,10,1,68,Matches
Guilherme,br BRA,MF,31.0,20.6,686,919,74.6,12755,4403,294,345,85.2,272,328,82.9,99,199,49.7,6,3.2,4.0,2.8,48,66,11,2,102,Matches
Julián Palacios,ar ARG,"FW,MF",23.0,18.1,421,597,70.5,7171,2694,212,251,84.5,140,184,76.1,51,101,50.5,1,2.9,3.8,-1.9,51,41,37,16,98,Matches
Anderson,br BRA,"FW,MF",24.0,14.3,360,485,74.2,5156,1199,209,243,86.0,118,147,80.3,16,38,42.1,2,1.4,1.7,0.6,16,23,15,4,37,Matches
Sander,br BRA,DF,32.0,17.1,755,1004,75.2,12955,5446,359,402,89.3,311,401,77.6,74,151,49.0,3,1.8,2.1,1.2,28,60,21,14,85,Matches
Hugo,br BRA,DF,25.0,15.8,517,737,70.1,8783,4351,274,319,85.9,184,268,68.7,52,111,46.8,1,1.7,1.9,-0.7,16,40,16,4,60,Matches
Allano,br BRA,FW,27.0,13.7,307,422,72.7,4734,1557,155,183,84.7,119,152,78.3,20,39,51.3,0,0.8,1.0,-0.8,12,40,13,2,55,Matches
Vinícius,br BRA,FW,29.0,13.0,326,496,65.7,5219,1518,165,209,78.9,121,170,71.2,22,57,38.6,2,1.3,1.4,0.7,18,30,20,5,53,Matches
Zé Ricardo,br BRA,MF,23.0,11.9,555,669,83.0,11346,3588,202,231,87.4,231,270,85.6,107,129,82.9,1,0.8,0.5,0.2,11,82,9,0,88,Matches
João Magno,br BRA,FW,25.0,10.9,98,155,63.2,1358,365,55,81,67.9,29,41,70.7,6,9,66.7,1,0.8,1.2,0.2,9,6,6,1,12,Matches
Dieguinho,br BRA,"DF,FW",27.0,12.0,436,545,80.0,7262,2387,220,246,89.4,171,206,83.0,35,62,56.5,1,0.9,1.0,0.1,14,33,8,4,42,Matches
Sidimar,br BRA,DF,30.0,11.2,330,386,85.5,7111,2346,70,78,89.7,208,228,91.2,49,74,66.2,0,0.2,0.2,-0.2,4,11,3,0,20,Matches
Matheus Peixoto,br BRA,FW,27.0,9.8,111,156,71.2,1567,273,60,79,75.9,36,43,83.7,6,8,75.0,1,1.6,0.4,-0.6,8,8,1,0,11,Matches
Matheus Babi,br BRA,FW,25.0,9.8,124,177,70.1,1766,308,75,95,78.9,31,48,64.6,8,11,72.7,0,0.3,0.2,-0.3,6,5,3,0,12,Matches
Raphael Guzzo,pt POR,MF,28.0,6.4,264,314,84.1,4212,1316,134,148,90.5,110,124,88.7,13,24,54.2,0,0.6,1.0,-0.6,5,41,6,0,46,Matches
Luis Oyama,br BRA,MF,26.0,6.2,195,237,82.3,3855,840,67,73,91.8,83,90,92.2,35,52,67.3,0,0.2,0.5,-0.2,4,21,4,0,33,Matches
Bruno Araújo dos Santos,br BRA,DF,29.0,5.0,166,217,76.5,2954,1033,75,85,88.2,75,97,77.3,15,23,65.2,0,0.2,0.4,-0.2,3,8,4,2,20,Matches
EDU,br BRA,DF,22.0,4.8,188,222,84.7,3964,1571,50,50,100.0,109,125,87.2,27,42,64.3,0,0.1,0.0,-0.1,1,9,2,1,10,Matches
Diego Gonçalves,br BRA,"FW,MF",28.0,4.0,87,115,75.7,1180,310,56,67,83.6,22,31,71.0,4,7,57.1,0,0.4,0.3,-0.4,4,4,6,2,11,Matches
Alesson,br BRA,"FW,MF",23.0,7.3,130,215,60.5,1965,450,81,111,73.0,41,64,64.1,8,14,57.1,1,0.5,0.5,0.5,10,9,7,5,9,Matches
Marcelo Rangel,br BRA,GK,34.0,3.0,58,81,71.6,1375,835,15,15,100.0,30,30,100.0,13,35,37.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Apodi,br BRA,"FW,MF",36.0,4.2,35,58,60.3,449,154,26,31,83.9,9,22,40.9,0,1,0.0,0,0.2,0.1,-0.2,1,2,0,0,4,Matches
Higor Meritão,br BRA,MF,28.0,2.5,87,101,86.1,1277,476,42,46,91.3,38,43,88.4,3,6,50.0,0,0.0,0.0,0.0,0,6,0,0,8,Matches
