Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Tadeu,br BRA,GK,27.0,32,32,2880,32.0,57,1.78,179,123,70.9,7,7,18,7,21.9,6,5,1,0,16.7,Matches
Marcelo Rangel,br BRA,GK,31.0,6,6,540,6.0,6,1.0,24,18,75.0,2,3,1,3,50.0,0,0,0,0,,Matches
Squad Total,,,26.0,38,38,3420,38.0,63,1.66,203,141,71.4,9,10,19,10,26.3,6,5,1,0,16.7,
Opponent Total,,,26.6,38,38,3420,38.0,41,1.08,134,94,72.4,19,10,9,11,28.9,5,4,1,0,20.0,
