Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Renan Brito Soares,br BRA,GK,29.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jackson de Souza,br BRA,DF,23.0,34,34,3055.0,33.9,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,0.12,0.0,0.12,0.12,0.12,Matches
Thiago Mendes,br BRA,"DF,MF",21.0,34,34,3028.0,33.6,3.0,4.0,7.0,3.0,0.0,0.0,7.0,1.0,0.09,0.12,0.21,0.09,0.21,Matches
David,br BRA,MF,31.0,34,34,2870.0,31.9,4.0,7.0,11.0,4.0,0.0,1.0,6.0,0.0,0.13,0.22,0.34,0.13,0.34,Matches
Amaral,br BRA,MF,27.0,31,30,2745.0,30.5,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches
Erik Lima,br BRA,"FW,MF",19.0,34,25,2416.0,26.8,12.0,2.0,14.0,12.0,0.0,0.0,5.0,0.0,0.45,0.07,0.52,0.45,0.52,Matches
Pedrão,br BRA,DF,21.0,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ramón,br BRA,MF,30.0,33,23,1942.0,21.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.14,0.05,0.19,0.14,0.19,Matches
Esquerdinha,br BRA,MF,24.0,29,21,1872.0,20.8,2.0,5.0,7.0,2.0,0.0,0.0,5.0,0.0,0.1,0.24,0.34,0.1,0.34,Matches
Tiago Real,br BRA,MF,25.0,31,20,1866.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Felipe Macedo,br BRA,DF,19.0,18,17,1486.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Lima,br BRA,DF,22.0,21,15,1518.0,16.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Samuel,br BRA,FW,22.0,20,13,1276.0,14.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Léo Veloso,br BRA,DF,26.0,11,11,945.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Valmir Lucas,br BRA,DF,25.0,10,9,736.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Moisés Dallazen,br BRA,"DF,MF",23.0,12,9,718.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Felipe Saturnino,br BRA,DF,18.0,9,8,640.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Mineiro,br BRA,FW,30.0,17,7,743.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Alex Alves Cardoso,br BRA,DF,21.0,10,7,683.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Rodrigo,br BRA,MF,19.0,8,6,567.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Murilo Henrique,br BRA,MF,19.0,13,5,535.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vítor,br BRA,DF,31.0,5,5,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo,br BRA,FW,22.0,8,4,424.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Juliano,br BRA,MF,23.0,4,4,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Liniker,br BRA,MF,20.0,7,4,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Araújo,br BRA,FW,36.0,4,4,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Assuério,br BRA,FW,20.0,9,3,331.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches
Édson,br BRA,GK,28.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
