Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Tadeu,br BRA,GK,30.0,35.0,1,0,0,0,11,0,0,0,0,0,0,0,22,12,3,80.0,Matches
Maguinho,br BRA,DF,30.0,31.7,11,2,2,78,30,3,57,40,32,1,1,0,113,78,74,51.3,Matches
Bruno Melo,br BRA,DF,30.0,32.1,10,0,0,24,18,4,4,18,13,1,1,0,111,56,54,50.9,Matches
Everton Morelli,br BRA,MF,25.0,28.7,6,0,0,59,63,3,16,28,49,0,1,0,166,23,21,52.3,Matches
Lucas Halter,br BRA,DF,22.0,28.7,8,2,0,25,10,4,4,38,31,0,1,0,137,60,24,71.4,Matches
Willian,br BRA,MF,29.0,24.4,7,0,0,34,31,0,2,49,31,0,0,0,145,39,28,58.2,Matches
Guilherme,br BRA,MF,31.0,20.6,7,1,0,42,17,4,153,12,16,0,0,0,86,11,23,32.4,Matches
Julián Palacios,ar ARG,"FW,MF",23.0,18.1,7,0,0,36,56,3,88,12,16,1,0,0,76,9,30,23.1,Matches
Anderson,br BRA,"FW,MF",24.0,14.3,1,0,0,25,21,1,20,3,16,0,0,0,90,3,15,16.7,Matches
Sander,br BRA,DF,32.0,17.1,1,0,0,23,37,1,111,23,24,0,0,0,100,35,27,56.5,Matches
Hugo,br BRA,DF,25.0,15.8,2,0,0,34,9,3,46,21,18,0,0,0,74,31,12,72.1,Matches
Allano,br BRA,FW,27.0,13.7,5,0,0,21,42,5,13,11,20,0,0,0,80,27,20,57.4,Matches
Vinícius,br BRA,FW,29.0,13.0,1,0,0,19,14,4,55,12,14,0,0,0,60,9,11,45.0,Matches
Zé Ricardo,br BRA,MF,23.0,11.9,5,0,0,33,39,0,4,15,14,0,0,0,74,13,7,65.0,Matches
João Magno,br BRA,FW,25.0,10.9,2,0,0,26,17,10,3,2,4,1,0,0,29,48,75,39.0,Matches
Dieguinho,br BRA,"DF,FW",27.0,12.0,3,0,0,11,37,1,27,13,18,0,0,0,80,7,15,31.8,Matches
Sidimar,br BRA,DF,30.0,11.2,2,0,0,9,8,1,1,11,6,0,0,1,34,37,14,72.5,Matches
Matheus Peixoto,br BRA,FW,27.0,9.8,2,0,0,16,18,7,3,4,5,0,0,0,18,30,35,46.2,Matches
Matheus Babi,br BRA,FW,25.0,9.8,5,0,0,23,23,9,1,1,4,0,0,0,28,44,55,44.4,Matches
Raphael Guzzo,pt POR,MF,28.0,6.4,4,1,1,12,4,2,11,2,3,0,0,0,30,3,10,23.1,Matches
Luis Oyama,br BRA,MF,26.0,6.2,1,0,0,5,9,0,2,8,5,0,0,0,38,5,3,62.5,Matches
Bruno Araújo dos Santos,br BRA,DF,29.0,5.0,3,0,0,14,8,0,7,7,6,0,0,0,27,9,7,56.3,Matches
EDU,br BRA,DF,22.0,4.8,1,0,0,7,9,0,1,6,2,0,1,0,26,3,4,42.9,Matches
Diego Gonçalves,br BRA,"FW,MF",28.0,4.0,1,0,0,7,9,1,6,2,3,0,0,0,11,10,12,45.5,Matches
Alesson,br BRA,"FW,MF",23.0,7.3,3,0,0,11,9,10,23,1,10,0,0,0,31,14,15,48.3,Matches
Marcelo Rangel,br BRA,GK,34.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Apodi,br BRA,"FW,MF",36.0,4.2,3,0,0,12,3,5,6,2,4,1,0,0,8,9,8,52.9,Matches
Higor Meritão,br BRA,MF,28.0,2.5,0,0,0,7,1,0,1,3,2,0,0,0,17,2,4,33.3,Matches
Pedrinho Junqueira,br BRA,"FW,MF",18.0,2.2,0,0,0,2,2,0,1,0,5,0,0,0,4,0,4,0.0,Matches
Matheusinho,br BRA,"FW,MF",24.0,2.2,1,0,0,1,3,2,6,1,1,0,0,0,9,0,1,0.0,Matches
Gabriel Novaes,br BRA,FW,23.0,1.1,0,0,0,3,1,1,0,0,1,0,0,0,4,1,4,20.0,Matches
Dodô,br BRA,"MF,FW",21.0,3.6,1,0,0,7,13,0,22,1,4,0,0,0,26,0,7,0.0,Matches
Philippe Costa,br BRA,FW,22.0,1.2,0,0,0,1,1,1,0,0,0,0,0,0,3,3,5,37.5,Matches
Breno Herculano,br BRA,"FW,MF",23.0,0.9,0,0,0,3,1,0,1,0,0,0,0,0,4,3,4,42.9,Matches
Xavier,br BRA,DF,22.0,0.7,0,0,0,0,1,0,2,1,4,0,0,0,1,0,3,0.0,Matches
Lucas Emmanuel,br BRA,FW,22.0,0.6,0,0,0,3,0,0,0,0,0,0,0,0,1,2,3,40.0,Matches
Mina,br BRA,DF,19.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Simioni,br BRA,MF,19.0,0.5,1,0,0,2,1,0,0,2,1,0,0,0,4,0,0,,Matches
Fellipe Bastos,br BRA,MF,32.0,0.4,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,,Matches
Halerrandrio dos Santos,br BRA,MF,16.0,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,,Matches
Denzel,br BRA,FW,20.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Jhonny Lucas,br BRA,MF,22.0,0.2,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
Squad Total,,,27.7,38.0,107,6,3,637,577,86,702,350,384,5,5,1,1776,637,640,49.9,
Opponent Total,,,27.2,38.0,111,6,1,606,602,51,889,340,396,5,5,1,1858,640,637,50.1,
