Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Tadeu,br BRA,GK,29.0,38.0,0,0,0,0,0,0,0,,0,2,0,2,2,2,17,0,Matches
Dieguinho,br BRA,"MF,DF",26.0,32.1,65,39,29,27,9,26,59,44.1,33,41,16,25,35,100,85,0,Matches
Pedro Raul,br BRA,FW,25.0,30.5,13,9,2,8,3,5,18,27.8,13,19,4,15,4,17,41,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,25.0,30.5,42,26,37,5,0,17,29,58.6,12,31,24,7,40,82,191,1,Matches
Adailson Dadá,br BRA,"MF,FW",24.0,27.9,38,22,24,10,4,13,42,31.0,29,23,2,21,15,53,20,0,Matches
Caetano,br BRA,DF,22.0,24.6,32,19,24,7,1,15,28,53.6,13,26,21,5,37,69,111,0,Matches
Vinícius,br BRA,"MF,FW",28.0,21.7,18,14,3,7,8,9,27,33.3,18,20,5,15,14,32,19,0,Matches
Maguinho,br BRA,"DF,MF",29.0,21.6,41,26,24,10,7,18,31,58.1,13,19,11,8,34,75,68,0,Matches
Matheus Sales,br BRA,"MF,DF",26.0,19.9,42,24,22,15,5,18,30,60.0,12,34,17,17,16,58,45,0,Matches
Auremir,br BRA,MF,30.0,16.4,46,29,31,15,0,13,26,50.0,13,14,7,7,26,72,27,0,Matches
Caio Vinícius,br BRA,MF,23.0,17.3,45,23,16,20,9,12,35,34.3,23,25,3,22,30,75,41,0,Matches
Lucas Halter,br BRA,DF,21.0,11.9,13,7,9,3,1,8,11,72.7,3,21,18,3,9,22,61,1,Matches
Savio,br BRA,DF,26.0,9.4,20,12,16,3,1,12,25,48.0,13,5,1,4,6,26,24,0,Matches
Elvis Vieira Araújo,br BRA,"MF,FW",31.0,9.4,6,4,3,2,1,3,17,17.6,14,3,0,3,6,12,1,0,Matches
Danilo Barcelos,br BRA,"DF,MF",30.0,11.4,20,17,13,5,2,8,20,40.0,12,12,5,7,11,31,28,0,Matches
Apodi,br BRA,"MF,FW",35.0,10.1,13,5,9,2,2,5,12,41.7,7,7,3,4,4,17,8,0,Matches
Marquinhos Gabriel,br BRA,"MF,FW",31.0,8.4,10,6,3,5,2,5,7,71.4,2,8,1,7,1,11,2,0,Matches
Fellipe Bastos,br BRA,MF,31.0,9.6,23,11,6,14,3,9,28,32.1,19,15,2,13,11,34,24,0,Matches
Luan Dias,br BRA,"MF,FW",24.0,8.6,21,12,10,7,4,5,22,22.7,17,8,2,6,9,30,8,0,Matches
Hugo,br BRA,"DF,MF",24.0,7.8,15,11,9,4,2,6,13,46.2,7,9,2,7,11,26,29,0,Matches
Yan Souto,br BRA,DF,20.0,6.8,6,4,4,2,0,3,7,42.9,4,11,9,2,11,17,49,0,Matches
Nicolas,br BRA,"FW,MF",32.0,11.1,10,3,3,5,2,4,13,30.8,9,8,3,5,4,14,24,0,Matches
Da Silva,br BRA,DF,20.0,6.3,5,3,2,3,0,2,3,66.7,1,8,6,2,7,12,37,1,Matches
Sidimar,br BRA,DF,29.0,5.0,10,4,9,0,1,4,5,80.0,1,5,4,1,8,18,27,0,Matches
Sidnei,br BRA,DF,32.0,3.3,3,3,3,0,0,2,3,66.7,1,1,1,0,7,10,20,0,Matches
Renato Junior,br BRA,"FW,MF",19.0,5.5,13,4,3,6,4,5,8,62.5,3,8,0,8,2,15,5,0,Matches
Juan Pablo,br BRA,"DF,MF",19.0,1.9,3,2,2,0,1,1,3,33.3,2,1,0,1,2,5,5,0,Matches
Henrique Lordelo,br BRA,"MF,DF",21.0,1.4,5,4,2,3,0,2,2,100.0,0,4,1,3,2,7,2,0,Matches
Danilo Cardoso,br BRA,DF,24.0,2.6,1,0,1,0,0,1,2,50.0,1,6,5,1,2,3,13,0,Matches
Douglas Pelé,br BRA,"FW,DF",22.0,1.0,2,2,2,0,0,0,0,,0,2,0,2,1,3,1,0,Matches
Matheusinho,br BRA,MF,23.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Pedrinho Junqueira,br BRA,"MF,FW",17.0,3.6,11,7,9,2,0,5,13,38.5,8,11,0,11,2,13,6,0,Matches
Luan,br BRA,MF,31.0,0.5,1,1,0,0,1,0,2,0.0,2,1,0,1,0,1,0,0,Matches
Luiz Filipe,br BRA,"MF,FW",20.0,0.4,4,1,2,1,1,1,1,100.0,0,1,1,0,0,4,0,0,Matches
Nathan Melo,br BRA,MF,20.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Vitor Hugo,br BRA,FW,17.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,38.0,597,354,332,191,74,237,542,43.7,305,410,174,236,369,966,1039,3,
Opponent Total,,,27.3,38.0,532,318,255,210,67,260,561,46.3,301,326,96,230,313,845,643,3,
