Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Tadeu,br BRA,GK,26.0,36.6,1,0,1,0,0,0,1,0.0,1,1,0,1,3,4,22,2,Matches
Michael,br BRA,"FW,MF",22.0,33.6,39,23,10,19,10,21,106,19.8,85,17,0,17,24,63,21,0,Matches
Leandro Barcia,uy URU,"FW,MF",26.0,30.9,70,46,38,24,8,30,101,29.7,71,30,6,24,32,102,38,0,Matches
Jefferson,br BRA,DF,22.0,29.4,50,35,30,16,4,34,62,54.8,28,25,4,21,30,80,85,2,Matches
Léo Sena,br BRA,MF,23.0,27.4,63,45,31,30,2,26,68,38.2,42,51,5,46,42,105,19,0,Matches
Rafael Vaz,br BRA,DF,30.0,31.0,28,21,19,8,1,20,44,45.5,24,46,33,13,39,67,169,0,Matches
Fábio Sanches,br BRA,DF,28.0,25.0,22,16,18,4,0,13,21,61.9,8,34,25,9,34,56,132,0,Matches
Yago,br BRA,"MF,DF",23.0,24.7,59,34,30,23,6,30,95,31.6,65,28,2,26,33,92,26,0,Matches
Yago Rocha,br BRA,DF,24.0,16.9,27,18,18,7,2,16,36,44.4,20,12,6,6,16,43,42,1,Matches
Rafael Moura,br BRA,FW,35.0,17.7,12,7,5,5,2,1,7,14.3,6,9,3,6,4,16,27,0,Matches
Gilberto,br BRA,MF,30.0,17.8,39,32,22,15,2,20,54,37.0,34,26,8,18,24,63,27,1,Matches
Kayke Rodrigues,br BRA,FW,30.0,16.5,3,2,1,1,1,0,5,0.0,5,9,3,6,3,6,14,0,Matches
Geovane,br BRA,MF,29.0,15.4,27,16,9,16,2,9,24,37.5,15,19,11,8,14,41,34,1,Matches
Daniel Guedes,br BRA,DF,24.0,13.5,31,24,21,10,0,22,36,61.1,14,19,5,14,16,47,33,1,Matches
Yago,br BRA,DF,26.0,13.0,7,4,3,4,0,3,9,33.3,6,16,12,4,10,17,75,0,Matches
Giovanni Augusto,br BRA,MF,29.0,8.6,22,17,9,8,5,6,24,25.0,18,7,2,5,3,25,2,0,Matches
Marcelo Hermes,br BRA,"DF,MF",23.0,8.2,16,10,8,7,1,9,20,45.0,11,8,4,4,9,25,14,0,Matches
David Duarte,br BRA,DF,24.0,6.0,6,4,5,1,0,3,5,60.0,2,6,5,1,7,13,35,0,Matches
Thalles,br BRA,"MF,FW",21.0,7.0,10,7,1,8,1,4,17,23.5,13,2,1,1,7,17,2,0,Matches
Marlone,br BRA,"MF,FW",26.0,6.6,7,6,2,4,1,2,6,33.3,4,3,1,2,5,12,6,0,Matches
Alan Ruschel,br BRA,"DF,FW",29.0,4.8,8,5,6,2,0,2,6,33.3,4,5,1,4,2,10,11,1,Matches
Breno,br BRA,"MF,DF",18.0,4.2,13,11,6,7,0,4,14,28.6,10,3,1,2,8,21,1,0,Matches
Rafinha,br BRA,"FW,MF",26.0,3.8,4,1,1,3,0,1,4,25.0,3,2,1,1,3,7,2,0,Matches
Kevin,br BRA,DF,21.0,2.8,5,3,3,2,0,5,7,71.4,2,1,1,0,4,9,6,0,Matches
Renatinho,br BRA,"FW,MF",27.0,3.4,6,3,3,3,0,1,9,11.1,8,1,0,1,9,15,4,0,Matches
Kaio Nunes,br BRA,"FW,MF",23.0,3.0,5,3,3,0,2,2,12,16.7,10,0,0,0,2,7,2,0,Matches
Rafael Elias,br BRA,FW,19.0,1.7,1,0,0,0,1,0,3,0.0,3,2,0,2,1,2,0,0,Matches
Júnior Brandão,br BRA,FW,24.0,1.6,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches
Lucão,br BRA,DF,22.0,1.0,0,0,0,0,0,0,0,,0,2,1,1,3,3,6,0,Matches
Marcelo Rangel,br BRA,GK,30.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jean Carlos,br BRA,MF,25.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Luiz Eduardo da Silva dos Santos,br BRA,"MF,FW",22.0,0.7,2,1,0,2,0,2,2,100.0,0,0,0,0,0,2,2,0,Matches
Vinícius,br BRA,"FW,MF",19.0,0.7,2,2,0,2,0,0,1,0.0,1,0,0,0,0,2,4,0,Matches
Filipe Trindade,br BRA,"MF,DF",19.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Marcinho,br BRA,"FW,MF",23.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Marcos de Paula Dutra,br BRA,GK,25.0,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Giovanny,br BRA,FW,21.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Miguel Figueira,br BRA,FW,18.0,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,2,0,Matches
Paulo Ricardo,br BRA,MF,24.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.4,38.0,586,397,304,231,51,286,803,35.6,517,384,141,243,388,974,866,9,
Opponent Total,,,27.3,38.0,532,362,280,197,55,267,741,36.0,474,298,126,172,314,846,774,9,
