Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-10,11:00,Série A,Matchweek 1,Sun,Away,L,0,3,Coritiba,0.4,1.7,49,17788.0,Elvis Vieira Araújo,4-4-2,4-2-3-1,Raphael Claus,Match Report,
2022-04-16,16:30,Série A,Matchweek 2,Sat,Home,D,1,1,Palmeiras,0.8,1.9,25,12864.0,Tadeu,4-3-3,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-04-25,20:00,Série A,Matchweek 3,Mon,Away,L,2,3,Avaí,2.1,2.1,59,5883.0,Fellipe Bastos,4-3-3,4-3-3,Antonio Dib Moraes de Sousa,Match Report,
2022-04-30,18:30,Série A,Matchweek 4,Sat,Home,D,2,2,Atlético Mineiro,1.0,2.0,31,10165.0,Tadeu,5-4-1,4-3-3,Bruno Arleu de Araujo,Match Report,
2022-05-08,16:00,Série A,Matchweek 5,Sun,Away,W,1,0,Atl Goianiense,0.9,2.4,24,5431.0,Tadeu,5-4-1,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2022-05-15,19:00,Série A,Matchweek 6,Sun,Home,W,1,0,Santos,1.8,1.2,32,11070.0,Tadeu,5-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2022-05-21,16:30,Série A,Matchweek 7,Sat,Away,L,0,1,Flamengo,0.6,1.3,37,4722.0,Tadeu,5-4-1,4-4-2,Braulio da Silva Machado,Match Report,
2022-05-28,16:30,Série A,Matchweek 8,Sat,Home,D,1,1,RB Bragantino,0.9,1.0,52,6283.0,Tadeu,5-4-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2022-06-06,20:00,Série A,Matchweek 9,Mon,Away,W,2,1,Botafogo (RJ),1.9,0.6,38,30954.0,Tadeu,5-4-1,4-3-3,Paulo Henrique Schleinch Vollkopf,Match Report,
2022-06-09,20:00,Série A,Matchweek 10,Thu,Away,D,1,1,Fortaleza,0.5,1.2,49,30017.0,Tadeu,5-4-1,3-4-1-2,Bruno Arleu de Araujo,Match Report,
2022-06-12,16:00,Série A,Matchweek 11,Sun,Home,D,1,1,Ceará,1.3,1.6,50,9011.0,Tadeu,3-4-3,4-3-3,Wagner do Nascimento Magalhães,Match Report,
2022-06-15,20:30,Série A,Matchweek 12,Wed,Home,L,1,2,Internacional,0.5,1.5,53,8892.0,Tadeu,3-4-3,4-3-1-2,Caio Max Augusto Vieira,Match Report,
2022-06-19,16:00,Série A,Matchweek 13,Sun,Away,L,0,1,Corinthians,0.3,1.6,35,35900.0,Tadeu,4-4-2,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-06-26,18:00,Série A,Matchweek 14,Sun,Home,W,1,0,Cuiabá,0.9,1.1,46,8871.0,Tadeu,3-4-3,4-3-3,Rodolpho Toski Marques,Match Report,
2022-07-03,18:00,Série A,Matchweek 15,Sun,Away,L,0,1,América (MG),1.1,1.4,47,2339.0,Tadeu,3-4-3,4-1-4-1,Caio Max Augusto Vieira,Match Report,
2022-07-09,20:30,Série A,Matchweek 16,Sat,Home,W,2,1,Ath Paranaense,1.0,2.4,35,9044.0,Tadeu,3-5-2,4-2-3-1,Raphael Claus,Match Report,
2022-07-17,11:00,Série A,Matchweek 17,Sun,Away,D,0,0,Juventude,0.7,2.7,39,4406.0,Tadeu,4-4-2,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,
2022-07-20,19:00,Série A,Matchweek 18,Wed,Home,L,2,3,Fluminense,1.0,1.1,28,11974.0,Tadeu,4-4-2,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2022-07-23,19:00,Série A,Matchweek 19,Sat,Away,D,3,3,São Paulo,0.8,2.4,37,39283.0,Tadeu,4-4-2,4-4-2,Caio Max Augusto Vieira,Match Report,
2022-07-30,16:30,Série A,Matchweek 20,Sat,Home,W,1,0,Coritiba,1.4,1.6,49,11267.0,Tadeu,4-4-2,5-4-1,Wagner do Nascimento Magalhães,Match Report,
2022-08-07,16:00,Série A,Matchweek 21,Sun,Away,L,0,3,Palmeiras,0.6,2.5,44,38801.0,,3-5-2,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2022-08-13,16:30,Série A,Matchweek 22,Sat,Home,D,1,1,Avaí,1.0,1.7,47,10831.0,Tadeu,4-2-3-1,4-3-3,Flavio Rodrigues De Souza,Match Report,
2022-08-20,16:30,Série A,Matchweek 23,Sat,Away,W,1,0,Atlético Mineiro,0.1,2.1,28,31650.0,Tadeu,4-1-4-1,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,
