Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Tadeu,br BRA,GK,30.0,35.0,45,3,1,9,0,49.0,0.29,4.0,0.12,256,584,43.8,901,160,50.8,40.6,293,43.0,39.5,674,48,7.1,19,0.54,11.3,Matches
Marcelo Rangel,br BRA,GK,34.0,3.0,8,2,0,1,1,6.1,0.29,-0.9,-0.31,6,24,25.0,52,12,26.9,32.8,29,34.5,30.2,49,2,4.1,0,0.0,6.4,Matches
Squad Total,,,27.7,38.0,53,5,1,10,1,55.1,0.29,3.1,0.08,262,608,43.1,931,172,50.6,,344,39.8,36.9,723,50,6.9,19,0.5,,
Opponent Total,,,27.2,38.0,36,5,1,7,1,40.1,0.27,5.1,0.14,136,346,39.3,776,165,32.1,32.5,292,33.2,32.1,579,41,7.1,26,0.68,12.8,
