Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Tadeu,br BRA,GK,26.0,37,3297.0,89.0,96.4,36.6,37,89.0,36.0,0,,0,1.41,46.0,59.0,-13.0,-0.35,3.3,46.4,61.1,-14.7,-0.4,0.73,Matches
Michael,br BRA,"FW,MF",22.0,35,3023.0,86.0,88.4,33.6,35,86.0,24.0,0,,0,1.43,40.0,50.0,-10.0,-0.3,1.52,39.4,53.2,-13.7,-0.41,0.15,Matches
Leandro Barcia,uy URU,"FW,MF",26.0,35,2783.0,80.0,81.4,30.9,32,83.0,19.0,3,45.0,1,1.43,39.0,48.0,-9.0,-0.29,0.98,38.8,50.9,-12.0,-0.39,0.2,Matches
Jefferson,br BRA,DF,22.0,33,2648.0,80.0,77.4,29.4,31,83.0,25.0,2,33.0,2,1.21,28.0,50.0,-22.0,-0.75,-1.21,33.5,50.4,-16.9,-0.57,-0.65,Matches
Léo Sena,br BRA,MF,23.0,33,2468.0,75.0,72.2,27.4,31,77.0,17.0,2,33.0,0,1.36,31.0,47.0,-16.0,-0.58,-0.39,32.3,47.8,-15.5,-0.56,-0.49,Matches
Rafael Vaz,br BRA,DF,30.0,32,2791.0,87.0,81.6,31.0,30,90.0,30.0,2,45.0,5,1.44,41.0,57.0,-16.0,-0.52,-0.23,36.5,56.0,-19.5,-0.63,-1.1,Matches
Fábio Sanches,br BRA,DF,28.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,11,1.4,33.0,42.0,-9.0,-0.36,0.33,28.8,41.6,-12.8,-0.51,-0.25,Matches
Yago,br BRA,"MF,DF",23.0,30,2219.0,74.0,64.9,24.7,25,82.0,16.0,5,35.0,0,1.45,34.0,42.0,-8.0,-0.32,0.42,27.3,44.0,-16.7,-0.68,-0.71,Matches
Yago Rocha,br BRA,DF,24.0,21,1525.0,73.0,44.6,16.9,20,75.0,10.0,1,17.0,2,1.52,22.0,26.0,-4.0,-0.24,0.43,18.3,29.1,-10.8,-0.64,-0.38,Matches
Rafael Moura,br BRA,FW,35.0,23,1597.0,69.0,46.7,17.7,19,80.0,9.0,4,19.0,2,1.39,25.0,30.0,-5.0,-0.28,0.36,21.6,30.3,-8.7,-0.49,-0.12,Matches
Gilberto,br BRA,MF,30.0,20,1598.0,80.0,46.7,17.8,18,86.0,13.0,2,24.0,4,1.5,23.0,30.0,-7.0,-0.39,0.15,21.0,29.1,-8.1,-0.46,-0.06,Matches
Kayke Rodrigues,br BRA,FW,30.0,19,1488.0,78.0,43.5,16.5,18,82.0,10.0,1,14.0,0,1.21,17.0,29.0,-12.0,-0.73,-0.45,20.2,26.3,-6.0,-0.37,0.11,Matches
Geovane,br BRA,MF,29.0,17,1383.0,81.0,40.4,15.4,16,85.0,12.0,1,24.0,20,1.24,16.0,26.0,-10.0,-0.65,-0.3,21.3,23.7,-2.4,-0.15,0.46,Matches
Daniel Guedes,br BRA,DF,24.0,15,1218.0,81.0,35.6,13.5,13,87.0,12.0,2,45.0,1,1.13,13.0,20.0,-7.0,-0.52,-0.07,18.8,19.7,-0.9,-0.07,0.56,Matches
Yago,br BRA,DF,26.0,13,1170.0,90.0,34.2,13.0,13,90.0,13.0,0,,0,1.31,13.0,21.0,-8.0,-0.62,-0.22,19.7,21.1,-1.4,-0.11,0.49,Matches
Giovanni Augusto,br BRA,MF,29.0,12,772.0,64.0,22.6,8.6,10,72.0,1.0,2,28.0,2,1.17,8.0,13.0,-5.0,-0.58,-0.14,12.4,11.9,0.5,0.05,0.62,Matches
Marcelo Hermes,br BRA,"DF,MF",23.0,12,736.0,61.0,21.5,8.2,7,91.0,7.0,5,20.0,24,1.67,12.0,14.0,-2.0,-0.24,0.29,6.8,10.9,-4.1,-0.51,-0.1,Matches
David Duarte,br BRA,DF,24.0,7,539.0,77.0,15.8,6.0,7,77.0,5.0,0,,0,1.71,5.0,6.0,-1.0,-0.17,0.36,9.0,6.3,2.7,0.45,1.04,Matches
Thalles,br BRA,"MF,FW",21.0,10,633.0,63.0,18.5,7.0,6,81.0,3.0,4,37.0,6,1.4,10.0,13.0,-3.0,-0.43,0.06,11.6,10.7,0.9,0.13,0.68,Matches
Marlone,br BRA,"MF,FW",26.0,16,592.0,37.0,17.3,6.6,4,67.0,0.0,12,27.0,12,1.13,7.0,16.0,-9.0,-1.37,-1.08,8.2,13.3,-5.1,-0.77,-0.41,Matches
Alan Ruschel,br BRA,"DF,FW",29.0,9,435.0,48.0,12.7,4.8,4,74.0,2.0,5,28.0,11,1.33,10.0,7.0,3.0,0.62,1.25,8.9,8.0,0.8,0.17,0.68,Matches
