Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-20,18:30,Série A,Matchweek 1,Sun,Away,D,0,0,Flamengo,,19012.0,,4-1-2-1-2◆,4-1-2-1-2,Anderson Daronco,Match Report,
2014-04-27,18:30,Série A,Matchweek 2,Sun,Home,W,1,0,Criciúma,,2090.0,,4-2-3-1,4-4-2,Renán Roberto de Souza,Match Report,
2014-05-04,18:30,Série A,Matchweek 3,Sun,Away,W,1,0,Atlético Mineiro,,6029.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-05-10,18:30,Série A,Matchweek 4,Sat,Away,L,0,2,Palmeiras,,6454.0,,4-4-2,4-2-3-1,Felipe Gomes da Silva,Match Report,
2014-05-14,22:00,Série A,Matchweek 5,Wed,Home,W,2,0,Botafogo (RJ),,9737.0,,4-2-2-2,4-2-2-2,Ricardo Marques Ribeiro,Match Report,
2014-05-22,19:30,Série A,Matchweek 6,Thu,Home,D,2,2,Santos,,6190.0,,4-4-2,4-2-3-1,Igor Junior Benevenuto,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Away,W,1,0,Figueirense,,4729.0,,4-2-3-1,4-1-2-1-2,Nielson Nogueira Dias,Match Report,
2014-05-28,21:00,Série A,Matchweek 8,Wed,Home,D,0,0,Vitória,,4267.0,,4-2-3-1,4-1-2-1-2,Jean Pierre Goncalves Lima,Match Report,
2014-05-31,18:30,Série A,Matchweek 9,Sat,Away,L,0,3,Coritiba,,3127.0,,4-4-1-1,4-1-2-1-2,Pablo Dos Santos Alves,Match Report,
2014-07-16,19:30,Série A,Matchweek 10,Wed,Away,D,0,0,Grêmio,,24449.0,,4-5-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2014-07-20,18:30,Série A,Matchweek 11,Sun,Home,D,0,0,Sport Recife,,2430.0,,4-4-2,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Home,W,2,1,São Paulo,,12845.0,,4-1-2-1-2◆,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2014-08-03,18:30,Série A,Matchweek 13,Sun,Away,L,0,2,Fluminense,,40075.0,,4-1-2-1-2◆,4-2-3-1,Heber Roberto Lopes,Match Report,
2014-08-09,18:30,Série A,Matchweek 14,Sat,Away,L,0,1,Bahia,,8085.0,,4-1-2-1-2◆,4-3-2-1,Paulo Henrique De Godoy Bezerra,Match Report,
2014-08-16,18:30,Série A,Matchweek 15,Sat,Home,L,0,1,Internacional,,4256.0,,4-1-2-1-2◆,4-3-2-1,Emerson De Almeida Ferreira,Match Report,
2014-08-21,19:30,Série A,Matchweek 16,Thu,Away,L,2,5,Corinthians,,26486.0,,4-2-2-2,4-2-2-2,Marcelo de Lima Henrique,Match Report,
2014-08-24,18:30,Série A,Matchweek 17,Sun,Home,L,0,1,Cruzeiro,,5163.0,,5-3-2,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2014-08-28,18:00,Sudamericana,Second stage,Thu,Away,L,1,2,br Fluminense,,,,,,Enrique Cáceres,Match Report,Leg 1 of 2
2014-08-31,18:30,Série A,Matchweek 18,Sun,Home,W,3,1,Ath Paranaense,,1544.0,,4-4-2,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2014-09-03,22:00,Sudamericana,Second stage,Wed,Home,W,1,0,br Fluminense,,,,,,Francisco Carlos do Nascimento,Match Report,Leg 2 of 2; Goiás won
2014-09-06,21:00,Série A,Matchweek 19,Sat,Away,D,0,0,Chapecoense,,2005.0,,4-4-2,4-4-2,Paulo Henrique Schleinch Vollkopf,Match Report,
2014-09-10,22:00,Série A,Matchweek 20,Wed,Home,W,1,0,Flamengo,,33278.0,,4-4-1-1,4-1-2-1-2,Ricardo Marques Ribeiro,Match Report,
2014-09-14,18:30,Série A,Matchweek 21,Sun,Away,L,0,1,Criciúma,,7915.0,,4-2-3-1,4-2-3-1,Alinor Silva da Paixao,Match Report,
2014-09-18,19:30,Série A,Matchweek 22,Thu,Home,L,2,3,Atlético Mineiro,,3441.0,,4-1-2-1-2◆,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
