Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Tadeu,br BRA,GK,27.0,32.0,1156,972,1143,8,5,0,1156,0,0,,0,,505,3213,2243,0,0,0,0,0,323,0,Matches
Fábio Sanches,br BRA,DF,29.0,28.9,1239,293,778,447,22,15,1239,12,6,50.0,6,50.0,612,2484,1090,4,2,0,9,1,623,1,Matches
David Duarte,br BRA,DF,25.0,28.8,1367,220,753,549,79,30,1367,6,6,100.0,0,0.0,697,4484,2613,19,14,1,17,5,749,6,Matches
Breno,br BRA,MF,19.0,24.3,879,40,247,509,137,3,879,31,23,74.2,8,25.8,512,2464,1110,14,22,0,30,30,547,25,Matches
Jefferson,br BRA,DF,23.0,21.8,1288,91,464,530,310,11,1288,25,17,68.0,8,32.0,592,2808,1650,39,33,2,26,8,684,93,Matches
Rafael Moura,br BRA,FW,36.0,24.1,898,39,109,395,403,72,896,30,15,50.0,15,50.0,430,1698,694,18,23,6,33,37,664,97,Matches
Shaylon,br BRA,"DF,MF",22.0,22.8,1270,43,314,545,426,30,1270,35,24,68.6,11,31.4,657,3784,1786,44,34,9,31,25,727,99,Matches
Vinícius,br BRA,"FW,MF",20.0,22.4,685,14,116,302,288,75,685,73,39,53.4,34,46.6,445,2845,1453,43,30,17,58,30,468,116,Matches
Fernandão,br BRA,FW,32.0,18.4,580,39,83,274,226,75,578,12,4,33.3,8,66.7,272,900,330,9,6,6,33,22,441,85,Matches
Heron,br BRA,"DF,MF",19.0,19.2,849,78,394,384,76,12,849,11,9,81.8,2,18.2,464,2662,1475,15,12,1,18,7,495,19,Matches
Ariel Cabral,ar ARG,MF,32.0,16.2,915,47,191,558,173,8,915,13,8,61.5,5,38.5,484,2093,992,8,10,0,10,9,578,9,Matches
Daniel Villalva,ar ARG,"FW,MF",27.0,12.2,535,7,73,229,248,21,535,52,35,67.3,17,32.7,353,2308,1124,35,41,6,36,24,384,66,Matches
Daniel Bessa,it ITA,MF,27.0,12.0,686,16,139,368,187,10,685,14,9,64.3,5,35.7,418,2262,1122,23,23,4,13,16,495,36,Matches
Douglas Baggio,br BRA,"FW,MF",24.0,11.6,462,6,79,202,190,25,462,34,15,44.1,19,55.9,301,2159,923,34,18,8,31,19,314,70,Matches
Miguel Figueira,br BRA,"MF,FW",19.0,10.4,548,13,89,321,146,11,548,34,23,67.6,11,32.4,363,2702,1195,27,29,1,21,18,389,33,Matches
Edílson Mendes,br BRA,DF,33.0,9.5,549,37,194,232,134,3,549,9,6,66.7,3,33.3,280,1450,908,9,15,1,6,6,290,15,Matches
Caju,br BRA,DF,24.0,10.4,550,55,227,214,116,7,550,13,9,69.2,4,30.8,203,1174,624,13,9,0,14,10,217,29,Matches
Juan Pintado,uy URU,"DF,MF",25.0,8.6,495,30,162,198,140,1,495,28,18,64.3,10,35.7,243,1261,586,16,11,0,12,15,246,52,Matches
