Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tadeu,br BRA,GK,27.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Fábio Sanches,br BRA,DF,29.0,31,30,2604.0,28.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,0.6,2.1,4.0,35.0,1.0,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,Matches
David Duarte,br BRA,DF,25.0,30,30,2595.0,28.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.8,1.8,0.3,2.1,19.0,59.0,6.0,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches
Breno,br BRA,MF,19.0,29,27,2189.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.4,0.4,0.4,0.9,14.0,49.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Jefferson,br BRA,DF,23.0,26,25,1960.0,21.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.3,0.3,1.8,2.1,39.0,64.0,93.0,0.05,0.0,0.05,0.05,0.05,0.01,0.08,0.1,0.01,0.1,Matches
Rafael Moura,br BRA,FW,36.0,31,23,2171.0,24.1,9.0,0.0,9.0,7.0,2.0,2.0,10.0,0.0,7.0,5.5,1.8,7.3,18.0,70.0,97.0,0.37,0.0,0.37,0.29,0.29,0.29,0.08,0.37,0.23,0.3,Matches
Shaylon,br BRA,"DF,MF",22.0,26,23,2054.0,22.8,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,2.1,2.1,6.5,8.6,44.0,85.0,99.0,0.04,0.22,0.26,0.04,0.26,0.09,0.29,0.38,0.09,0.38,Matches
Vinícius,br BRA,"FW,MF",20.0,28,23,2019.0,22.4,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,5.7,5.7,1.1,6.8,43.0,39.0,116.0,0.27,0.13,0.4,0.27,0.4,0.26,0.05,0.3,0.26,0.3,Matches
Fernandão,br BRA,FW,32.0,24,21,1653.0,18.4,10.0,0.0,10.0,9.0,1.0,2.0,5.0,0.0,9.1,7.3,1.1,8.4,9.0,32.0,85.0,0.54,0.0,0.54,0.49,0.49,0.49,0.06,0.55,0.4,0.46,Matches
Heron,br BRA,"DF,MF",19.0,24,18,1728.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.7,1.0,15.0,40.0,19.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
Ariel Cabral,ar ARG,MF,32.0,20,18,1462.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.9,1.3,8.0,92.0,9.0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.08,0.03,0.08,Matches
Daniel Villalva,ar ARG,"FW,MF",27.0,18,16,1098.0,12.2,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,2.0,3.0,35.0,42.0,66.0,0.0,0.25,0.25,0.0,0.25,0.09,0.16,0.25,0.09,0.25,Matches
Daniel Bessa,it ITA,MF,27.0,13,13,1080.0,12.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.8,1.0,1.3,2.3,23.0,57.0,36.0,0.17,0.0,0.17,0.08,0.08,0.15,0.11,0.26,0.08,0.19,Matches
Douglas Baggio,br BRA,"FW,MF",24.0,25,11,1046.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9,1.9,0.5,2.3,34.0,28.0,70.0,0.0,0.09,0.09,0.0,0.09,0.16,0.04,0.2,0.16,0.2,Matches
Miguel Figueira,br BRA,"MF,FW",19.0,23,11,933.0,10.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,1.8,2.4,27.0,62.0,33.0,0.1,0.19,0.29,0.1,0.29,0.06,0.17,0.23,0.06,0.23,Matches
