Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Tadeu,br BRA,GK,29.0,38.0,53,7,0,4,0,54.2,0.24,1.2,0.03,297,723,41.1,930,132,52.3,42.4,383,61.9,49.0,724,43,5.9,26,0.68,12.7,Matches
Squad Total,,,26.8,38.0,53,7,0,4,0,54.2,0.24,1.2,0.03,297,723,41.1,921,132,52.7,,392,60.7,48.2,724,43,5.9,26,0.68,,
Opponent Total,,,27.3,38.0,40,6,0,6,0,36.4,0.25,-3.6,-0.09,164,419,39.1,654,156,39.9,35.6,273,57.9,44.0,510,40,7.8,20,0.53,11.5,
