Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Tadeu,br BRA,GK,26.0,36.6,915,490,421,118,0,4,0,0,0,0,0,0,569,4,0,Matches
Michael,br BRA,"FW,MF",22.0,33.6,702,678,17,0,3,3,143,14,3,0,0,0,423,7,26,Matches
Leandro Barcia,uy URU,"FW,MF",26.0,30.9,568,546,20,2,1,3,62,17,0,0,0,0,350,2,38,Matches
Jefferson,br BRA,DF,22.0,29.4,1366,1063,298,40,1,12,86,234,24,3,18,0,1029,5,14,Matches
Léo Sena,br BRA,MF,23.0,27.4,1409,1291,113,101,3,33,23,9,3,0,1,0,1188,5,17,Matches
Rafael Vaz,br BRA,DF,30.0,31.0,1242,1150,86,81,2,22,11,2,0,0,0,0,896,6,14,Matches
Fábio Sanches,br BRA,DF,28.0,25.0,694,662,32,29,0,2,0,3,0,0,0,0,589,0,6,Matches
Yago,br BRA,"MF,DF",23.0,24.7,941,868,69,26,3,15,31,37,5,0,5,0,733,4,17,Matches
Yago Rocha,br BRA,DF,24.0,16.9,715,514,200,16,0,4,90,162,22,0,18,0,515,1,22,Matches
Rafael Moura,br BRA,FW,35.0,17.7,382,327,52,1,2,2,7,4,0,0,0,0,239,3,7,Matches
Gilberto,br BRA,MF,30.0,17.8,804,750,54,50,1,2,1,4,0,0,0,0,713,0,4,Matches
Kayke Rodrigues,br BRA,FW,30.0,16.5,345,304,39,0,3,3,12,1,0,0,0,0,269,2,8,Matches
Geovane,br BRA,MF,29.0,15.4,495,487,6,6,0,7,3,0,0,0,0,0,404,2,11,Matches
Daniel Guedes,br BRA,DF,24.0,13.5,614,442,169,26,0,2,77,116,27,1,26,0,446,3,10,Matches
Yago,br BRA,DF,26.0,13.0,392,370,22,21,0,3,0,1,0,0,0,0,347,0,0,Matches
Giovanni Augusto,br BRA,MF,29.0,8.6,315,283,30,8,2,4,31,2,17,10,7,0,217,2,12,Matches
Marcelo Hermes,br BRA,"DF,MF",23.0,8.2,297,209,88,21,0,1,50,46,21,9,12,0,202,0,8,Matches
David Duarte,br BRA,DF,24.0,6.0,197,191,4,4,0,2,1,0,0,0,0,0,159,2,0,Matches
Thalles,br BRA,"MF,FW",21.0,7.0,333,269,63,23,0,1,51,1,36,12,15,3,266,1,2,Matches
Marlone,br BRA,"MF,FW",26.0,6.6,300,266,33,14,0,4,35,3,16,12,3,0,234,1,7,Matches
Alan Ruschel,br BRA,"DF,FW",29.0,4.8,156,112,43,7,0,0,12,35,1,0,1,0,111,1,2,Matches
Breno,br BRA,"MF,DF",18.0,4.2,135,119,16,4,0,0,0,12,0,0,0,0,115,0,2,Matches
Rafinha,br BRA,"FW,MF",26.0,3.8,134,117,17,5,1,0,17,1,11,2,8,0,104,0,1,Matches
Kevin,br BRA,DF,21.0,2.8,133,103,30,3,0,1,7,26,1,0,1,0,95,0,4,Matches
Renatinho,br BRA,"FW,MF",27.0,3.4,109,99,10,4,1,0,8,0,6,1,5,0,75,0,3,Matches
Kaio Nunes,br BRA,"FW,MF",23.0,3.0,89,83,6,2,0,0,9,3,1,0,0,0,56,0,5,Matches
Rafael Elias,br BRA,FW,19.0,1.7,34,29,5,0,0,0,0,1,0,0,0,0,26,0,1,Matches
Júnior Brandão,br BRA,FW,24.0,1.6,16,12,3,0,0,0,0,1,0,0,0,0,15,1,0,Matches
Lucão,br BRA,DF,22.0,1.0,35,33,2,2,0,0,0,0,0,0,0,0,26,0,0,Matches
Marcelo Rangel,br BRA,GK,30.0,1.0,16,11,5,0,0,0,0,0,0,0,0,0,13,0,0,Matches
Jean Carlos,br BRA,MF,25.0,0.2,6,6,0,0,0,1,1,0,0,0,0,0,3,0,0,Matches
Luiz Eduardo da Silva dos Santos,br BRA,"MF,FW",22.0,0.7,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
Vinícius,br BRA,"FW,MF",19.0,0.7,12,9,2,0,0,0,0,0,0,0,0,0,8,1,0,Matches
Filipe Trindade,br BRA,"MF,DF",19.0,0.5,24,19,5,1,0,0,0,4,0,0,0,0,18,0,1,Matches
Marcinho,br BRA,"FW,MF",23.0,0.5,21,21,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
Marcos de Paula Dutra,br BRA,GK,25.0,0.4,11,4,7,4,0,0,0,0,0,0,0,0,6,0,0,Matches
Giovanny,br BRA,FW,21.0,0.3,18,17,1,0,0,0,0,1,0,0,0,0,15,0,0,Matches
Miguel Figueira,br BRA,FW,18.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Paulo Ricardo,br BRA,MF,24.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.4,38.0,13996,11975,1968,619,23,131,769,740,194,50,120,3,10506,53,242,
Opponent Total,,,27.3,38.0,19275,17203,2017,574,35,140,829,765,255,109,115,2,15673,55,320,
