Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Tadeu,br BRA,GK,27.0,32.0,0,3,1,33.3,0.09,0.03,0.0,0.0,24.1,3,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Fábio Sanches,br BRA,DF,29.0,28.9,1,8,3,37.5,0.28,0.1,0.13,0.33,9.4,0,0,0,1.5,1.5,0.19,-0.5,-0.5,Matches
David Duarte,br BRA,DF,25.0,28.8,2,26,7,26.9,0.9,0.24,0.08,0.29,17.3,3,0,0,1.8,1.8,0.07,0.2,0.2,Matches
Breno,br BRA,MF,19.0,24.3,0,12,3,25.0,0.49,0.12,0.0,0.0,26.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Jefferson,br BRA,DF,23.0,21.8,1,12,2,16.7,0.55,0.09,0.08,0.5,28.3,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Rafael Moura,br BRA,FW,36.0,24.1,9,57,14,24.6,2.36,0.58,0.12,0.5,15.7,1,2,2,7.0,5.5,0.1,2.0,1.5,Matches
Shaylon,br BRA,"DF,MF",22.0,22.8,1,26,9,34.6,1.14,0.39,0.04,0.11,23.8,4,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
Vinícius,br BRA,"FW,MF",20.0,22.4,6,43,20,46.5,1.92,0.89,0.14,0.3,16.1,0,0,0,5.7,5.7,0.13,0.3,0.3,Matches
Fernandão,br BRA,FW,32.0,18.4,10,45,18,40.0,2.45,0.98,0.2,0.5,14.5,2,1,2,9.1,7.3,0.16,0.9,1.7,Matches
