Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Tadeu,br BRA,GK,29.0,38.0,11,0.29,5,6,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Dieguinho,br BRA,"MF,DF",26.0,32.1,73,2.27,50,4,7,4,5,3,10,0.31,8,0,0,0,1,1,Matches
Pedro Raul,br BRA,FW,25.0,30.5,55,1.8,36,0,6,7,6,0,4,0.13,2,0,1,0,1,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,25.0,30.5,11,0.36,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Adailson Dadá,br BRA,"MF,FW",24.0,27.9,72,2.58,38,14,4,3,13,0,10,0.36,6,2,0,2,0,0,Matches
Caetano,br BRA,DF,22.0,24.6,20,0.81,15,1,0,1,0,3,1,0.04,1,0,0,0,0,0,Matches
Vinícius,br BRA,"MF,FW",28.0,21.7,70,3.23,57,1,5,3,4,0,7,0.32,5,0,1,1,0,0,Matches
Maguinho,br BRA,"DF,MF",29.0,21.6,35,1.62,24,4,3,0,2,2,2,0.09,0,1,0,0,1,0,Matches
Matheus Sales,br BRA,"MF,DF",26.0,19.9,12,0.6,9,0,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Auremir,br BRA,MF,30.0,16.4,17,1.04,11,0,1,0,5,0,0,0.0,0,0,0,0,0,0,Matches
Caio Vinícius,br BRA,MF,23.0,17.3,16,0.92,12,0,0,1,1,2,0,0.0,0,0,0,0,0,0,Matches
Lucas Halter,br BRA,DF,21.0,11.9,7,0.59,5,0,0,2,0,0,1,0.08,0,0,0,1,0,0,Matches
Savio,br BRA,DF,26.0,9.4,27,2.86,13,13,1,0,0,0,2,0.21,1,1,0,0,0,0,Matches
Elvis Vieira Araújo,br BRA,"MF,FW",31.0,9.4,37,3.92,25,11,0,0,1,0,2,0.21,1,1,0,0,0,0,Matches
Danilo Barcelos,br BRA,"DF,MF",30.0,11.4,22,1.92,8,12,0,2,0,0,3,0.26,2,1,0,0,0,0,Matches
Apodi,br BRA,"MF,FW",35.0,10.1,20,1.98,10,0,0,4,5,1,7,0.69,3,0,0,2,2,0,Matches
Marquinhos Gabriel,br BRA,"MF,FW",31.0,8.4,32,3.82,22,3,1,2,4,0,2,0.24,1,1,0,0,0,0,Matches
Fellipe Bastos,br BRA,MF,31.0,9.6,53,5.52,32,12,3,4,1,1,5,0.52,4,0,0,1,0,0,Matches
Luan Dias,br BRA,"MF,FW",24.0,8.6,26,3.04,23,1,1,1,0,0,2,0.23,2,0,0,0,0,0,Matches
Hugo,br BRA,"DF,MF",24.0,7.8,16,2.05,11,3,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Yan Souto,br BRA,DF,20.0,6.8,4,0.59,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolas,br BRA,"FW,MF",32.0,11.1,32,2.89,23,1,1,2,4,1,4,0.36,3,0,0,1,0,0,Matches
Da Silva,br BRA,DF,20.0,6.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sidimar,br BRA,DF,29.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sidnei,br BRA,DF,32.0,3.3,2,0.62,2,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
Renato Junior,br BRA,"FW,MF",19.0,5.5,13,2.36,10,0,1,0,2,0,2,0.36,2,0,0,0,0,0,Matches
Juan Pablo,br BRA,"DF,MF",19.0,1.9,4,2.09,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Henrique Lordelo,br BRA,"MF,DF",21.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Danilo Cardoso,br BRA,DF,24.0,2.6,1,0.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Douglas Pelé,br BRA,"FW,DF",22.0,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheusinho,br BRA,MF,23.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedrinho Junqueira,br BRA,"MF,FW",17.0,3.6,12,3.36,9,0,0,1,2,0,2,0.56,2,0,0,0,0,0,Matches
Luan,br BRA,MF,31.0,0.5,3,5.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luiz Filipe,br BRA,"MF,FW",20.0,0.4,2,5.63,1,0,0,0,1,0,1,2.81,0,0,0,0,1,0,Matches
Nathan Melo,br BRA,MF,20.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitor Hugo,br BRA,FW,17.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,38.0,707,18.61,474,86,35,39,59,14,69,1.82,45,7,2,8,6,1,
Opponent Total,,,27.3,38.0,1209,31.82,924,96,49,71,57,12,93,2.45,72,4,4,7,4,2,
