Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tadeu,br BRA,GK,29.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dieguinho,br BRA,"MF,DF",26.0,34.0,34.0,2893.0,32.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,1.6,3.1,83.0,110.0,67.0,0.06,0.16,0.22,0.06,0.22,0.05,0.05,0.1,0.05,0.1,Matches
Pedro Raul,br BRA,FW,25.0,34.0,33.0,2745.0,30.5,19.0,2.0,21.0,16.0,3.0,3.0,8.0,0.0,12.3,10.2,1.8,12.1,32.0,42.0,128.0,0.62,0.07,0.69,0.52,0.59,0.4,0.06,0.46,0.34,0.4,Matches
Reynaldo Cesar Moraes,br BRA,DF,25.0,32.0,32.0,2745.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.2,0.9,9.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Adailson Dadá,br BRA,"MF,FW",24.0,33.0,30.0,2508.0,27.9,2.0,6.0,8.0,2.0,0.0,0.0,10.0,1.0,2.6,2.6,3.4,6.1,67.0,56.0,129.0,0.07,0.22,0.29,0.07,0.29,0.09,0.12,0.22,0.09,0.22,Matches
Caetano,br BRA,DF,22.0,26.0,26.0,2211.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,2.0,55.0,5.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches
Vinícius,br BRA,"MF,FW",28.0,25.0,22.0,1949.0,21.7,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.9,1.9,3.5,5.4,76.0,57.0,145.0,0.09,0.18,0.28,0.09,0.28,0.09,0.16,0.25,0.09,0.25,Matches
Maguinho,br BRA,"DF,MF",29.0,31.0,22.0,1941.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,0.7,1.1,36.0,46.0,71.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Matheus Sales,br BRA,"MF,DF",26.0,31.0,21.0,1794.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.2,1.2,9.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Auremir,br BRA,MF,30.0,25.0,19.0,1480.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,5.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Caio Vinícius,br BRA,MF,23.0,27.0,18.0,1559.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.3,1.4,10.0,42.0,20.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Lucas Halter,br BRA,DF,21.0,15.0,12.0,1073.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.1,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Savio,br BRA,DF,26.0,11.0,11.0,850.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,1.4,1.6,21.0,27.0,14.0,0.0,0.11,0.11,0.0,0.11,0.02,0.15,0.17,0.02,0.17,Matches
Elvis Vieira Araújo,br BRA,"MF,FW",31.0,13.0,11.0,849.0,9.4,4.0,2.0,6.0,1.0,3.0,3.0,4.0,0.0,2.9,0.5,1.8,2.4,11.0,86.0,33.0,0.42,0.21,0.64,0.11,0.32,0.31,0.19,0.5,0.06,0.25,Matches
Danilo Barcelos,br BRA,"DF,MF",30.0,22.0,10.0,1029.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.8,1.1,19.0,29.0,43.0,0.0,0.09,0.09,0.0,0.09,0.03,0.07,0.1,0.03,0.1,Matches
Apodi,br BRA,"MF,FW",35.0,18.0,10.0,908.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.4,2.0,17.0,3.0,41.0,0.1,0.1,0.2,0.1,0.2,0.16,0.04,0.2,0.16,0.2,Matches
Marquinhos Gabriel,br BRA,"MF,FW",31.0,12.0,9.0,755.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.5,14.0,28.0,25.0,0.12,0.12,0.24,0.12,0.24,0.08,0.1,0.18,0.08,0.18,Matches
Fellipe Bastos,br BRA,MF,31.0,25.0,7.0,864.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.8,0.8,2.0,2.8,12.0,73.0,17.0,0.0,0.1,0.1,0.0,0.1,0.08,0.21,0.29,0.08,0.29,Matches
Luan Dias,br BRA,"MF,FW",24.0,22.0,7.0,770.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.5,0.6,19.0,45.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches
Hugo,br BRA,"DF,MF",24.0,15.0,7.0,702.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,11.0,30.0,33.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches
Yan Souto,br BRA,DF,20.0,8.0,7.0,611.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,3.0,14.0,1.0,0.15,0.0,0.15,0.15,0.15,0.02,0.0,0.02,0.02,0.02,Matches
Nicolas,br BRA,"FW,MF",32.0,29.0,6.0,995.0,11.1,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,2.3,2.3,1.8,4.2,10.0,20.0,52.0,0.45,0.18,0.63,0.45,0.63,0.21,0.17,0.38,0.21,0.38,Matches
Da Silva,br BRA,DF,20.0,7.0,6.0,568.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,1.0,18.0,0.0,0.16,0.0,0.16,0.16,0.16,0.06,0.01,0.07,0.06,0.07,Matches
Sidimar,br BRA,DF,29.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Sidnei,br BRA,DF,32.0,4.0,4.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Renato Junior,br BRA,"FW,MF",19.0,17.0,3.0,496.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.2,1.5,10.0,5.0,30.0,0.0,0.18,0.18,0.0,0.18,0.07,0.21,0.28,0.07,0.28,Matches
Juan Pablo,br BRA,"DF,MF",19.0,4.0,3.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Henrique Lordelo,br BRA,"MF,DF",21.0,5.0,2.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo Cardoso,br BRA,DF,24.0,5.0,1.0,238.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,2.0,0.0,0.38,0.0,0.38,0.38,0.38,0.13,0.0,0.13,0.13,0.13,Matches
Douglas Pelé,br BRA,"FW,DF",22.0,2.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Matheusinho,br BRA,MF,23.0,1.0,1.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedrinho Junqueira,br BRA,"MF,FW",17.0,14.0,0.0,320.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,6.0,10.0,31.0,0.0,0.28,0.28,0.0,0.28,0.08,0.06,0.14,0.08,0.14,Matches
Luan,br BRA,MF,31.0,2.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.27,0.07,0.27,Matches
Luiz Filipe,br BRA,"MF,FW",20.0,2.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan Melo,br BRA,MF,20.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitor Hugo,br BRA,FW,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Antônio,br BRA,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Danilo Batista,br BRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Breno Herculano,br BRA,FW,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lincon,br BRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marcio,ma MAR,MF,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matheus,br BRA,GK,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marcelo Rangel,br BRA,GK,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Reginaldo,br BRA,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pedro Bahia,br BRA,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.8,38.0,418.0,3420.0,38.0,40.0,28.0,68.0,34.0,6.0,6.0,114.0,5.0,34.6,30.3,23.6,53.9,494.0,972.0,955.0,1.05,0.74,1.79,0.89,1.63,0.91,0.62,1.53,0.8,1.42,
