Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Iago,br BRA,"DF,MF",20.0,34.6,0,11,2,18.2,0.32,0.06,0.0,0.0,,0,0,Matches
Patrick,br BRA,"FW,MF",25.0,34.1,5,45,15,33.3,1.32,0.44,0.11,0.33,,0,0,Matches
Víctor Cuesta,ar ARG,DF,29.0,33.9,2,10,3,30.0,0.3,0.09,0.2,0.67,,0,0,Matches
Rodrigo Dourado,br BRA,MF,23.0,32.9,1,15,5,33.3,0.46,0.15,0.07,0.2,,0,0,Matches
Edenílson,br BRA,"FW,MF",28.0,32.2,3,27,9,33.3,0.84,0.28,0.11,0.33,,0,0,Matches
William Pottker,br BRA,"FW,MF",24.0,24.6,5,53,23,43.4,2.16,0.94,0.09,0.22,,0,0,Matches
Rodrigo Moledo,br BRA,DF,30.0,26.0,2,21,6,28.6,0.81,0.23,0.1,0.33,,0,0,Matches
Nicolás López,uy URU,"FW,MF",24.0,26.0,11,80,36,45.0,3.08,1.39,0.11,0.25,,2,2,Matches
Marcelo Lomba,br BRA,GK,31.0,24.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Fabiano Leismann,br BRA,DF,26.0,20.7,0,13,2,15.4,0.63,0.1,0.0,0.0,,0,0,Matches
Leandro Damião,br BRA,FW,28.0,19.1,10,68,28,41.2,3.56,1.47,0.13,0.32,,1,2,Matches
Zeca,br BRA,DF,23.0,15.0,0,2,0,0.0,0.13,0.0,0.0,,,0,0,Matches
Danilo Fernandes,br BRA,GK,29.0,13.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Andrés D'Alessandro,ar ARG,"FW,MF",36.0,14.1,3,24,8,33.3,1.71,0.57,0.0,0.0,,3,3,Matches
Lucca,br BRA,"FW,MF",27.0,9.2,1,23,8,34.8,2.51,0.87,0.04,0.13,,0,0,Matches
Jonatan Álvez,uy URU,FW,29.0,8.9,4,18,8,44.4,2.03,0.9,0.22,0.5,,0,0,Matches
Rossi,br BRA,"FW,MF",24.0,9.8,1,15,4,26.7,1.53,0.41,0.07,0.25,,0,1,Matches
Emerson Santos,br BRA,"DF,MF",22.0,9.0,0,8,0,0.0,0.89,0.0,0.0,,,0,0,Matches
Willian Klaus,br BRA,DF,24.0,5.0,0,3,0,0.0,0.6,0.0,0.0,,,0,0,Matches
Fernando Camilo Farias,br BRA,"FW,MF",31.0,5.6,1,16,2,12.5,2.84,0.36,0.06,0.5,,0,0,Matches
Gabriel Dias,br BRA,DF,23.0,4.1,0,3,0,0.0,0.73,0.0,0.0,,,0,0,Matches
Uendel,br BRA,DF,29.0,2.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Juan Alano,br BRA,"FW,MF",21.0,3.1,0,7,1,14.3,2.27,0.32,0.0,0.0,,0,0,Matches
Wellington Silva,br BRA,"FW,MF",25.0,3.0,1,4,2,50.0,1.35,0.68,0.25,0.5,,0,0,Matches
Danilo da Silva,br BRA,DF,31.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Charles Rigon Matos,br BRA,MF,21.0,1.0,0,1,0,0.0,1.01,0.0,0.0,,,0,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,20.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Gabriel Pires,br BRA,MF,18.0,0.8,0,3,0,0.0,3.65,0.0,0.0,,,0,0,Matches
Brenner,br BRA,MF,19.0,1.3,0,3,1,33.3,2.39,0.8,0.0,0.0,,0,0,Matches
Daniel,br BRA,GK,23.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Fábio Gonçalves,br BRA,MF,31.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Martín Sarrafiore,ar ARG,MF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.7,38.0,50,473,163,34.5,12.45,4.29,0.09,0.27,,6,8,
Opponent Total,,,27.0,38.0,27,468,129,27.6,12.32,3.39,0.05,0.19,,3,3,
