Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Víctor Cuesta,ar ARG,DF,32.0,34.3,2043,184,872,1033,162,22,2043,26,18,69.2,8,30.8,1252,6121,3389,24,35,2,18,5,1356,10,Matches
Patrick,br BRA,"FW,MF",28.0,27.6,1495,32,225,721,579,92,1495,124,61,49.2,63,50.8,882,4906,2238,75,54,26,91,60,1086,184,Matches
Yuri Alberto,br BRA,FW,19.0,29.9,1024,35,89,435,510,136,1024,39,18,46.2,21,53.8,545,2876,1233,47,31,24,84,29,746,217,Matches
Edenílson,br BRA,"MF,FW",31.0,30.1,1712,45,223,996,517,47,1706,57,31,54.4,26,45.6,1014,5140,2757,61,39,10,47,38,1184,108,Matches
Rodrigo Dourado,br BRA,MF,26.0,25.5,1660,116,376,1119,173,29,1660,17,9,52.9,8,47.1,893,4318,2148,13,23,0,23,12,1022,29,Matches
Bruno Méndez,uy URU,DF,21.0,24.6,1251,163,630,588,36,10,1251,4,3,75.0,1,25.0,698,3080,1706,8,8,0,9,2,794,2,Matches
Moisés,br BRA,DF,25.0,23.2,1587,62,385,702,527,25,1587,47,20,42.6,27,57.4,804,4336,2102,73,37,7,30,20,834,132,Matches
Renzo Saravia,ar ARG,DF,27.0,22.0,1257,74,355,635,293,15,1257,52,25,48.1,27,51.9,642,4065,2162,49,40,2,45,21,687,60,Matches
Daniel,br BRA,GK,26.0,23.0,714,626,713,1,0,0,714,0,0,,0,,358,2105,1283,0,0,0,3,0,248,0,Matches
Rodrigo Lindoso,br BRA,MF,31.0,19.4,1319,55,329,869,129,15,1319,7,4,57.1,3,42.9,759,3537,1948,15,16,2,7,5,877,15,Matches
Taison,br BRA,"MF,FW",33.0,18.5,1049,5,77,559,435,36,1049,38,26,68.4,12,31.6,683,5556,3255,110,97,11,40,19,786,84,Matches
Mauricio,br BRA,"MF,FW",19.0,15.8,803,8,79,432,302,42,803,24,18,75.0,6,25.0,528,2658,1254,37,39,9,28,22,601,95,Matches
Marcelo Lomba,br BRA,GK,34.0,15.0,497,422,495,2,0,0,497,0,0,,0,,244,1113,858,0,0,0,0,0,218,0,Matches
Johnny Cardoso,us USA,MF,19.0,13.5,722,42,168,440,115,13,722,20,12,60.0,8,40.0,371,1610,757,11,10,2,24,9,461,25,Matches
Heitor,br BRA,DF,20.0,12.9,870,31,232,426,221,5,870,22,8,36.4,14,63.6,432,1980,967,25,20,1,18,4,476,58,Matches
Caio Vidal,br BRA,"FW,MF",20.0,10.5,358,3,43,147,174,28,358,27,15,55.6,12,44.4,235,1829,719,28,17,9,24,19,243,77,Matches
Gabriel Mercado,ar ARG,DF,33.0,9.3,504,46,201,234,71,11,504,3,2,66.7,1,33.3,243,857,498,3,4,0,2,2,284,19,Matches
Carlos Palacios,cl CHI,"MF,FW",20.0,9.9,507,3,34,240,240,21,507,37,20,54.1,17,45.9,350,2055,1066,32,33,4,17,12,368,53,Matches
Paulo Victor,br BRA,DF,19.0,9.5,584,30,165,299,129,1,584,28,14,50.0,14,50.0,312,1646,897,19,16,2,11,9,317,38,Matches
Lucas Ribeiro,br BRA,DF,22.0,4.7,284,42,141,139,4,2,284,0,0,,0,,173,914,523,0,2,0,1,0,186,2,Matches
Thiago Galhardo,br BRA,FW,31.0,5.1,142,6,14,72,59,14,142,7,4,57.1,3,42.9,79,398,211,6,7,1,11,3,97,22,Matches
Pedro Henrique,br BRA,DF,20.0,4.0,236,15,91,140,8,2,236,1,1,100.0,0,0.0,139,844,525,4,3,0,4,0,156,1,Matches
Zé Gabriel,br BRA,"DF,MF",22.0,4.2,226,15,74,132,21,4,226,4,3,75.0,1,25.0,146,754,469,1,5,0,6,0,159,0,Matches
Leonardo Borges,br BRA,"DF,FW",20.0,3.1,185,8,59,89,44,3,185,5,4,80.0,1,20.0,75,445,231,6,5,1,5,1,78,13,Matches
