Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Iago,br BRA,"DF,MF",20.0,35,35,3113.0,34.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Patrick,br BRA,"FW,MF",25.0,36,35,3072.0,34.1,5.0,3.0,8.0,5.0,0.0,0.0,7.0,0.0,0.15,0.09,0.23,0.15,0.23,Matches
Víctor Cuesta,ar ARG,DF,29.0,34,34,3049.0,33.9,2.0,2.0,4.0,2.0,0.0,0.0,13.0,1.0,0.06,0.06,0.12,0.06,0.12,Matches
Rodrigo Dourado,br BRA,MF,23.0,33,33,2962.0,32.9,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Edenílson,br BRA,"FW,MF",28.0,33,33,2901.0,32.2,3.0,5.0,8.0,3.0,0.0,0.0,9.0,1.0,0.09,0.16,0.25,0.09,0.25,Matches
William Pottker,br BRA,"FW,MF",24.0,30,27,2210.0,24.6,5.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,0.2,0.0,0.2,0.2,0.2,Matches
Rodrigo Moledo,br BRA,DF,30.0,26,26,2339.0,26.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches
Nicolás López,uy URU,"FW,MF",24.0,35,26,2337.0,26.0,11.0,6.0,17.0,9.0,2.0,2.0,5.0,0.0,0.42,0.23,0.65,0.35,0.58,Matches
Marcelo Lomba,br BRA,GK,31.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabiano Leismann,br BRA,DF,26.0,25,20,1862.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Leandro Damião,br BRA,FW,28.0,26,19,1717.0,19.1,10.0,1.0,11.0,9.0,1.0,2.0,3.0,0.0,0.52,0.05,0.58,0.47,0.52,Matches
Zeca,br BRA,DF,23.0,19,17,1351.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Danilo Fernandes,br BRA,GK,29.0,14,14,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrés D'Alessandro,ar ARG,"FW,MF",36.0,24,12,1265.0,14.1,3.0,2.0,5.0,0.0,3.0,3.0,5.0,1.0,0.21,0.14,0.36,0.0,0.14,Matches
Lucca,br BRA,"FW,MF",27.0,15,10,826.0,9.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.11,0.33,0.44,0.11,0.44,Matches
Jonatan Álvez,uy URU,FW,29.0,17,10,798.0,8.9,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches
Rossi,br BRA,"FW,MF",24.0,27,9,883.0,9.8,1.0,2.0,3.0,1.0,0.0,1.0,5.0,0.0,0.1,0.2,0.31,0.1,0.31,Matches
Emerson Santos,br BRA,"DF,MF",22.0,9,9,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Willian Klaus,br BRA,DF,24.0,6,5,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Camilo Farias,br BRA,"FW,MF",31.0,15,4,507.0,5.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.18,0.36,0.53,0.18,0.53,Matches
Gabriel Dias,br BRA,DF,23.0,8,4,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Uendel,br BRA,DF,29.0,3,3,227.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches
Juan Alano,br BRA,"FW,MF",21.0,9,2,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wellington Silva,br BRA,"FW,MF",25.0,10,2,266.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.34,0.34,0.68,0.34,0.68,Matches
Danilo da Silva,br BRA,DF,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Charles Rigon Matos,br BRA,MF,21.0,2,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,20.0,2,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Pires,br BRA,MF,18.0,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Brenner,br BRA,MF,19.0,7,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel,br BRA,GK,23.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fábio Gonçalves,br BRA,MF,31.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Martín Sarrafiore,ar ARG,MF,20.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Keiller,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches
Marcinho,br BRA,"FW,MF",22.0,0,0,,,,,,,,,,,,,,,,Matches
Nonato,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Ramon,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Richard,br BRA,"FW,MF",18.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,38,418,3420.0,38.0,50.0,32.0,82.0,44.0,6.0,8.0,100.0,6.0,1.32,0.84,2.16,1.16,2.0,
Opponent Total,,,27.0,38,418,3420.0,38.0,27.0,19.0,46.0,24.0,3.0,3.0,102.0,7.0,0.71,0.5,1.21,0.63,1.13,
