Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
15,Coritiba,19,9,7,3,29,17,12,34,1.79,19,2,6,11,12,25,-13,12,0.63
16,Vitória,19,8,4,7,30,24,6,28,1.47,19,4,5,10,21,29,-8,17,0.89
17,Internacional,19,9,5,5,21,15,6,32,1.68,19,2,5,12,14,26,-12,11,0.58
18,Figueirense,19,7,9,3,21,16,5,30,1.58,19,1,4,14,9,34,-25,7,0.37
19,Santa Cruz,19,7,2,10,27,27,0,23,1.21,19,1,5,13,18,42,-24,8,0.42
