Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
1,Palmeiras,38,23,12,3,66,27,39,81,2.13,69.3,33.2,36.1,0.95,36565,Rony - 12,Wéverton,→ Copa Libertadores via league finish
2,Internacional,38,20,13,5,58,31,27,73,1.92,55.8,45.1,10.8,0.28,23618,Alexandre Alemão - 8,Daniel,→ Copa Sudamericana via league finish
3,Fluminense,38,21,7,10,63,41,22,70,1.84,50.1,40.3,9.7,0.26,29266,Germán Cano - 26,Fábio,→ Copa Sudamericana via league finish
4,Corinthians,38,18,11,9,44,36,8,65,1.71,40.9,41.0,-0.2,0.0,38631,Roger Guedes - 10,Cássio,→ Copa Sudamericana via league finish
