Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Ernando,br BRA,DF,27.0,36.9,2,26,7,26.9,0.71,0.19,0.08,0.29,,0,0,Matches
William,br BRA,"DF,MF",20.0,31.2,0,29,14,48.3,0.93,0.45,0.0,0.0,,0,0,Matches
Paulão,br BRA,DF,29.0,29.9,0,19,5,26.3,0.64,0.17,0.0,0.0,,0,1,Matches
Danilo Fernandes,br BRA,GK,27.0,27.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Vitinho,br BRA,"FW,MF",22.0,24.3,8,74,17,23.0,3.05,0.7,0.09,0.41,,1,1,Matches
Eduardo Sasha,br BRA,"FW,MF",23.0,24.7,5,52,21,40.4,2.11,0.85,0.1,0.24,,0,0,Matches
Fábio Gonçalves,br BRA,MF,29.0,21.6,0,12,3,25.0,0.56,0.14,0.0,0.0,,0,0,Matches
Rodrigo Dourado,br BRA,MF,21.0,21.5,0,13,2,15.4,0.6,0.09,0.0,0.0,,0,0,Matches
Artur,br BRA,"DF,MF",21.0,18.5,0,6,2,33.3,0.32,0.11,0.0,0.0,,0,0,Matches
Fernando Bob,br BRA,MF,28.0,16.0,1,3,2,66.7,0.19,0.13,0.33,0.5,,0,0,Matches
Gustavo Ferrareis,br BRA,"DF,FW",20.0,15.6,2,35,12,34.3,2.24,0.77,0.06,0.17,,0,0,Matches
Valdívia,br BRA,MF,21.0,14.9,4,37,11,29.7,2.49,0.74,0.11,0.36,,0,1,Matches
Luis Manuel Seijas,ve VEN,MF,29.0,13.5,4,26,12,46.2,1.93,0.89,0.12,0.25,,1,1,Matches
Anselmo de Moraes,br BRA,MF,26.0,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,,0,0,Matches
Geferson,br BRA,"DF,MF",21.0,11.4,0,3,0,0.0,0.26,0.0,0.0,,,0,0,Matches
Alex,br BRA,MF,33.0,12.1,1,23,9,39.1,1.89,0.74,0.0,0.0,,1,1,Matches
Ceará,br BRA,DF,35.0,9.6,0,5,0,0.0,0.52,0.0,0.0,,,0,0,Matches
Anderson,br BRA,MF,27.0,10.7,1,13,5,38.5,1.22,0.47,0.08,0.2,,0,0,Matches
Aylon,br BRA,"FW,MF",23.0,10.2,4,20,9,45.0,1.95,0.88,0.2,0.44,,0,0,Matches
Nicolás López,uy URU,"FW,MF",22.0,8.6,0,31,9,29.0,3.6,1.05,0.0,0.0,,0,0,Matches
Andrigo,br BRA,"FW,MF",20.0,6.4,1,15,5,33.3,2.35,0.78,0.07,0.2,,0,0,Matches
Marcelo Lomba,br BRA,GK,29.0,6.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Alan Costa,br BRA,DF,25.0,5.0,0,1,0,0.0,0.2,0.0,0.0,,,0,0,Matches
Eduardo Gabriel,br BRA,DF,19.0,5.0,0,2,0,0.0,0.4,0.0,0.0,,,0,0,Matches
Eduardo Henrique,br BRA,MF,20.0,4.1,0,6,0,0.0,1.46,0.0,0.0,,,0,0,Matches
Muriel Becker,br BRA,GK,28.0,3.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Ariel Nahuelpán,ar ARG,FW,28.0,4.2,1,16,10,62.5,3.8,2.37,0.06,0.1,,0,0,Matches
Leandro Almeida Silva,br BRA,DF,28.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Raphinha,br BRA,DF,22.0,1.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Paulo Magalhães,cl CHI,"DF,MF",26.0,1.1,0,1,0,0.0,0.9,0.0,0.0,,,0,0,Matches
Alisson,br BRA,GK,23.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Jacsson,br BRA,GK,21.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Marquinhos,br BRA,"DF,FW",26.0,1.7,0,2,0,0.0,1.17,0.0,0.0,,,0,0,Matches
Jair,br BRA,MF,21.0,1.3,0,1,0,0.0,0.78,0.0,0.0,,,0,0,Matches
Nílton,br BRA,MF,28.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,,0,0,Matches
Mike,br BRA,"FW,MF",22.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Bruno Baio,br BRA,FW,20.0,0.5,0,2,1,50.0,4.29,2.14,0.0,0.0,,0,0,Matches
Diego Gonçalves,br BRA,MF,21.0,0.3,0,1,0,0.0,3.0,0.0,0.0,,,0,0,Matches
Brenner Marlos,br BRA,FW,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Alisson Farias,br BRA,"FW,MF",19.0,0.1,0,1,1,100.0,11.25,11.25,0.0,0.0,,0,0,Matches
Squad Total,,,25.5,38.0,34,489,158,32.3,12.87,4.16,0.06,0.2,,3,5,
Opponent Total,,,26.8,38.0,41,471,149,31.6,12.39,3.92,0.08,0.25,,4,6,
