Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Marcelo Lomba,br BRA,GK,32.0,33.6,812,521,291,66,0,1,0,0,0,0,0,0,571,0,1,Matches
Víctor Cuesta,ar ARG,DF,30.0,30.1,1494,1402,83,76,0,5,13,7,0,0,0,0,1274,9,9,Matches
Edenílson,br BRA,MF,29.0,27.5,1540,1454,81,33,3,15,38,27,21,12,8,0,1325,5,18,Matches
Rodrigo Lindoso,br BRA,MF,29.0,26.4,1765,1710,52,47,2,13,7,2,0,0,0,0,1562,3,13,Matches
Paolo Guerrero,pe PER,FW,35.0,22.3,622,573,45,3,5,6,6,1,0,0,0,0,463,4,19,Matches
Heitor,br BRA,DF,18.0,19.4,1098,902,194,21,0,4,75,167,6,4,2,0,865,2,25,Matches
Patrick,br BRA,"MF,FW",26.0,19.3,914,879,33,12,0,5,37,20,1,0,1,0,750,2,19,Matches
Nonato,br BRA,MF,20.0,19.2,860,840,15,10,0,3,7,4,1,0,0,0,751,5,13,Matches
Zeca,br BRA,DF,24.0,18.9,1193,1028,163,18,0,13,53,137,8,2,2,0,1008,2,14,Matches
Uendel,br BRA,DF,30.0,18.5,1158,963,189,17,0,8,75,170,2,0,1,0,934,6,16,Matches
Nicolás López,uy URU,"FW,MF",25.0,17.6,686,644,38,9,2,16,79,2,26,12,13,0,533,4,11,Matches
Rodrigo Moledo,br BRA,DF,31.0,14.5,597,574,22,22,0,3,0,0,0,0,0,0,507,1,3,Matches
Andrés D'Alessandro,ar ARG,"MF,FW",37.0,16.8,1416,1254,153,43,10,27,118,34,71,31,27,1,1131,9,16,Matches
Guilherme Parede,br BRA,"FW,MF",23.0,15.2,433,405,26,4,0,2,45,6,11,4,6,0,298,2,17,Matches
Rafael Sóbis,br BRA,"FW,MF",33.0,11.8,521,426,95,21,2,13,70,14,46,28,16,0,409,0,4,Matches
Emerson Santos,br BRA,DF,23.0,9.3,528,505,18,16,0,6,1,2,0,0,0,0,441,5,2,Matches
Bruno Fuchs,br BRA,DF,19.0,8.8,555,539,16,16,0,15,12,0,0,0,0,0,456,0,5,Matches
Neílton,br BRA,"FW,MF",24.0,8.5,418,382,34,9,1,4,28,11,12,4,5,0,321,2,14,Matches
Wellington Silva,br BRA,"FW,MF",26.0,10.3,385,369,14,3,3,2,22,5,5,4,1,0,293,2,5,Matches
Bruno Silva,br BRA,MF,32.0,6.6,426,419,7,7,0,2,0,0,0,0,0,0,385,0,3,Matches
Francisco Rithely,br BRA,MF,28.0,6.2,296,291,4,4,0,0,1,0,0,0,0,0,256,1,2,Matches
Natanael,br BRA,DF,28.0,6.1,285,246,38,2,1,5,25,36,0,0,0,0,218,1,7,Matches
William Pottker,br BRA,FW,25.0,5.7,221,220,0,0,0,0,7,0,0,0,0,0,176,1,6,Matches
Willian Klaus,br BRA,DF,25.0,8.3,423,416,7,7,0,1,0,0,0,0,0,0,365,0,0,Matches
Bruno Vieira,br BRA,DF,33.0,5.2,254,216,38,3,0,1,13,35,0,0,0,0,187,0,7,Matches
Martín Sarrafiore,ar ARG,"FW,MF",21.0,7.3,302,294,6,1,1,3,15,0,4,1,3,0,225,2,9,Matches
Iago,br BRA,DF,21.0,5.0,294,245,48,0,1,0,13,48,0,0,0,0,233,1,3,Matches
Roberto Rosa,br BRA,DF,20.0,5.0,246,235,10,10,0,3,0,0,0,0,0,0,205,1,0,Matches
Danilo Fernandes,br BRA,GK,30.0,4.4,110,62,47,12,0,0,0,0,0,0,0,0,75,1,0,Matches
Santiago Tréllez,co COL,FW,29.0,3.3,68,65,3,0,0,0,1,0,0,0,0,0,46,0,2,Matches
Rodrigo Dourado,br BRA,MF,24.0,1.0,46,46,0,0,0,1,0,0,0,0,0,0,38,0,0,Matches
Zé Gabriel,br BRA,MF,20.0,0.8,24,24,0,0,0,0,0,0,0,0,0,0,19,0,1,Matches
Fernando Camilo Farias,br BRA,MF,32.0,0.6,26,25,1,1,0,0,1,0,0,0,0,0,22,0,1,Matches
Jonatan Álvez,uy URU,FW,30.0,1.0,17,16,1,0,0,0,1,0,0,0,0,0,10,0,0,Matches
Erik,br BRA,DF,17.0,0.9,49,44,5,0,0,0,7,5,0,0,0,0,35,0,1,Matches
Pedro Lucas,br BRA,"FW,DF",20.0,0.8,18,18,0,0,0,0,2,0,0,0,0,0,13,0,0,Matches
Johnny Cardoso,us USA,FW,17.0,0.2,11,10,1,1,0,0,0,0,0,0,0,0,9,0,1,Matches
José Aldo,br BRA,MF,20.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
Squad Total,,,27.9,38.0,20116,18267,1778,494,31,177,772,733,214,102,85,1,16412,71,268,
Opponent Total,,,27.6,38.0,17606,15697,1876,570,18,135,619,728,167,80,65,2,13923,33,316,
