Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Daniel,br BRA,GK,27.0,23,23,2070,23.0,21,0.91,93,72,78.5,11,9,3,10,43.5,2,1,0,1,0.0,Matches
Keiller,br BRA,GK,25.0,15,15,1350,15.0,10,0.67,55,45,87.3,9,4,2,8,53.3,3,3,0,0,0.0,Matches
Squad Total,,,27.4,38,38,3420,38.0,31,0.82,148,117,81.8,20,13,5,18,47.4,5,4,0,1,0.0,
Opponent Total,,,27.3,38,38,3420,38.0,58,1.53,186,126,73.1,5,13,20,7,18.4,10,8,2,0,20.0,
