Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Vitão,br BRA,DF,21.0,31.0,2,11,4,36.4,0.36,0.13,0.18,0.5,9.9,0,0,0,1.0,1.0,0.09,1.0,1.0,Matches
Fabricio Bustos,ar ARG,DF,25.0,29.7,2,18,4,22.2,0.61,0.13,0.11,0.5,18.0,0,0,0,1.5,1.5,0.08,0.5,0.5,Matches
Carlos de Pena,uy URU,"MF,FW",29.0,29.3,5,60,17,28.3,2.05,0.58,0.05,0.18,26.1,7,2,3,5.1,2.7,0.04,-0.1,0.3,Matches
Renê,br BRA,DF,29.0,27.5,0,4,1,25.0,0.15,0.04,0.0,0.0,20.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Edenílson,br BRA,MF,32.0,24.3,6,35,9,25.7,1.44,0.37,0.09,0.33,19.2,2,3,3,6.3,4.0,0.11,-0.3,-1.0,Matches
Gabriel,br BRA,MF,29.0,23.8,0,11,1,9.1,0.46,0.04,0.0,0.0,26.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Gabriel Mercado,ar ARG,DF,34.0,23.6,0,8,4,50.0,0.34,0.17,0.0,0.0,15.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Daniel,br BRA,GK,27.0,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexandre Alemão,br BRA,FW,23.0,22.3,8,49,19,38.8,2.2,0.85,0.16,0.42,14.3,0,0,0,6.5,6.5,0.13,1.5,1.5,Matches
Wanderson,br BRA,"FW,MF",27.0,17.8,6,39,16,41.0,2.19,0.9,0.15,0.38,17.2,0,0,0,3.3,3.2,0.08,2.7,2.8,Matches
Alan Patrick,br BRA,"MF,FW",30.0,17.5,6,45,19,42.2,2.57,1.09,0.11,0.26,19.1,7,1,2,7.2,5.6,0.12,-1.2,-0.6,Matches
Mauricio,br BRA,"FW,MF",20.0,17.4,6,38,11,28.9,2.18,0.63,0.16,0.55,17.9,0,0,0,4.0,4.0,0.11,2.0,2.0,Matches
Johnny Cardoso,us USA,MF,20.0,15.7,3,27,10,37.0,1.72,0.64,0.11,0.3,16.7,0,0,0,2.9,2.9,0.11,0.1,0.1,Matches
