Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
3,Grêmio,19,14,3,2,35,15,20,45,2.37,19,6,5,8,17,17,0,23,1.21
4,São Paulo,19,12,6,1,35,16,19,42,2.21,19,6,2,11,18,31,-13,20,1.05
5,Internacional,19,14,3,2,28,9,19,45,2.37,19,3,6,10,11,29,-18,15,0.79
6,Sport Recife,19,13,5,1,33,9,24,44,2.32,19,2,9,8,20,29,-9,15,0.79
7,Santos,19,15,3,1,47,15,32,48,2.53,19,1,7,11,12,26,-14,10,0.53
